039	BANCO ITAÚ CHILE
411000000	 1202966206687,00	
411100000	 1105615911226,00	
411150000	 0023227985709,00	
411150100	 0000000000000,00	
411150101	 0000000000000,00	
411150102	 0000000000000,00	
411150103	 0000000000000,00	
411150200	 0016511936764,00	
411150201	 0000341554807,00	
411150202	 0016170381957,00	
411150203	 0000000000000,00	
411150300	 0005621682905,00	
411150301	 0005621682905,00	
411150302	 0000000000000,00	
411150400	 0001094366040,00	
411150401	 0001094366040,00	
411150402	 0000000000000,00	
411200000	 0060342282461,00	
411200100	 0039124969166,00	
411200101	 0038470554167,00	
411200102	 0000654414999,00	
411200109	 0000000000000,00	
411200200	 0000000000000,00	
411200201	 0000000000000,00	
411200202	 0000000000000,00	
411200209	 0000000000000,00	
411200300	 0021217313295,00	
411200301	 0000000000000,00	
411200302	 0000000000000,00	
411200303	 0000553626111,00	
411200304	 0000000000000,00	
411200309	 0020663687184,00	
411250000	 0000459029203,00	
411250100	 0000000000000,00	
411250101	 0000000000000,00	
411250102	 0000000000000,00	
411250103	 0000000000000,00	
411250104	 0000000000000,00	
411250105	 0000000000000,00	
411250106	 0000000000000,00	
411250107	 0000000000000,00	
411250190	 0000000000000,00	
411250200	 0000459029203,00	
411250201	 0000459029203,00	
411250202	 0000000000000,00	
411250203	 0000000000000,00	
411250204	 0000000000000,00	
411250205	 0000000000000,00	
411250206	 0000000000000,00	
411250207	 0000000000000,00	
411250208	 0000000000000,00	
411250290	 0000000000000,00	
411250300	 0000000000000,00	
411250301	 0000000000000,00	
411250302	 0000000000000,00	
411250309	 0000000000000,00	
411250400	 0000000000000,00	
411250401	 0000000000000,00	
411250402	 0000000000000,00	
411250409	 0000000000000,00	
411280000	 0599338001913,00	
411280100	 0473719067047,00	
411280101	 0243209010329,00	
411280102	 0215026383642,00	
411280103	 0000000000000,00	
411280104	 0000000821613,00	
411280105	 0000000085957,00	
411280106	 0015482765506,00	
411280200	 0052367925004,00	
411280201	 0027225215652,00	
411280202	 0002715603609,00	
411280203	 0020142530399,00	
411280204	 0000000000000,00	
411280205	 0000000000000,00	
411280209	 0002284575344,00	
411280300	 0010808557292,00	
411280400	 0000381769306,00	
411280500	 0011184781211,00	
411280501	 0006643262770,00	
411280502	 0004541518441,00	
411280600	 0042069355098,00	
411280601	 0005194726294,00	
411280602	 0036874628804,00	
411280700	 0008806546955,00	
411280701	 0008429084684,00	
411280702	 0000377462271,00	
411280709	 0000000000000,00	
411280900	 0000000000000,00	
411280901	 0000000000000,00	
411280902	 0000000000000,00	
411280990	 0000000000000,00	
411350000	 0124122201809,00	
411350100	 0000217158394,00	
411350200	 0001305615437,00	
411350300	 0000000000000,00	
411350400	 0108086760270,00	
411350401	 0088883612453,00	
411350402	 0019203147817,00	
411350500	 0014505047953,00	
411350900	 0000007619755,00	
411350901	 0000007619755,00	
411350902	 0000000000000,00	
411350903	 0000000000000,00	
411350990	 0000000000000,00	
411380000	 0233543035535,00	
411380100	 0151408670299,00	
411380200	 0019599085713,00	
411380300	 0062372001556,00	
411380400	 0000032764079,00	
411380900	 0000130513888,00	
411380901	 0000130513888,00	
411380990	 0000000000000,00	
411450000	 0064583374596,00	
411450100	 0009372404791,00	
411450101	 0000000000000,00	
411450102	 0009372404791,00	
411450109	 0000000000000,00	
411450200	 0036853112496,00	
411450201	 0036801427142,00	
411450202	 0000051685354,00	
411450209	 0000000000000,00	
411450300	 0000000000000,00	
411450400	 0007352365721,00	
411450900	 0011005491588,00	
411700000	 0079912181127,00	
411720000	 0076067390028,00	
411720100	 0063716613449,00	
411720101	 0013386270264,00	
411720102	 0048818227539,00	
411720109	 0001512115646,00	
411720200	 0001152661920,00	
411720201	 0000328336694,00	
411720202	 0000000000000,00	
411720209	 0000824325226,00	
411720300	 0011198114659,00	
411720301	 0000000000000,00	
411720302	 0008294225169,00	
411720303	 0000000000000,00	
411720304	 0000000000000,00	
411720309	 0002903889490,00	
411740000	 0003844791099,00	
411740100	 0000000000000,00	
411740101	 0000000000000,00	
411740102	 0000000000000,00	
411740103	 0000000000000,00	
411740104	 0000000000000,00	
411740200	 0003844791099,00	
411800000	 0017438114334,00	
411800100	 0031277946243,00	
411800200	-0011624056993,00	
411800300	-0002215774916,00	
412000000	-0738382486850,00	
412100000	-0721422822620,00	
412150000	-0072005933902,00	
412150100	-0010945006909,00	
412150101	 0000000000000,00	
412150102	-0001458275677,00	
412150103	-0009485078324,00	
412150104	-0000001652908,00	
412150200	-0057412202218,00	
412150201	 0000000000000,00	
412150202	-0057412202218,00	
412150300	 0000000000000,00	
412150500	-0003648724775,00	
412180000	-0463474657119,00	
412180100	-0463470378137,00	
412180200	 0000000000000,00	
412180201	 0000000000000,00	
412180202	 0000000000000,00	
412180300	-0000004278982,00	
412180301	 0000000000000,00	
412180302	 0000000000000,00	
412180390	-0000004278982,00	
412250000	-0007991170636,00	
412250100	 0000000000000,00	
412250101	 0000000000000,00	
412250102	 0000000000000,00	
412250103	 0000000000000,00	
412250200	-0002052770974,00	
412250201	-0000001933992,00	
412250202	-0002050836982,00	
412250203	 0000000000000,00	
412250300	-0005368504295,00	
412250301	-0005368504295,00	
412250302	 0000000000000,00	
412250400	-0000569895367,00	
412250401	-0000569895367,00	
412250402	 0000000000000,00	
412280000	-0063122325044,00	
412280100	-0001630350112,00	
412280110	 0000000000000,00	
412280111	 0000000000000,00	
412280112	 0000000000000,00	
412280113	 0000000000000,00	
412280120	-0001630350112,00	
412280121	-0000010069444,00	
412280122	 0000000000000,00	
412280123	 0000000000000,00	
412280124	 0000000000000,00	
412280129	-0001620280668,00	
412280200	-0056813608281,00	
412280210	 0000000000000,00	
412280211	 0000000000000,00	
412280212	 0000000000000,00	
412280213	 0000000000000,00	
