014	SCOTIABANK CHILE
811000000	 1987987098912,00	
811100000	 0000000000000,00	
811100100	 0000000000000,00	
811100200	 0000000000000,00	
811200000	 1048713067061,00	
811200100	 0882532147250,00	
811200101	 0882242868430,00	
811200102	 0000000000000,00	
811200103	 0000289278820,00	
811200104	 0000000000000,00	
811200600	 0016411751337,00	
811200700	 0009206201510,00	
811200800	 0000440118238,00	
811200900	 0009851877371,00	
811201000	 0029589439552,00	
811201100	 0096769437205,00	
811201200	 0003912094598,00	
811300000	 0465600510285,00	
811300100	 0007808241128,00	
811300200	 0002423189905,00	
811300300	 0000000000000,00	
811300400	 0447758342815,00	
811300500	 0002400621369,00	
811300600	 0005210115068,00	
811400000	 0473673521566,00	
811400100	 0160599488401,00	
811400200	 0006767977306,00	
811400300	 0306305781786,00	
811400400	 0000000000000,00	
811400500	 0000000274073,00	
812000000	 1023783924736,00	
812100000	 0000000000000,00	
812100100	 0000000000000,00	
812100200	 0000000000000,00	
812200000	 0380817838455,00	
812200100	 0218712151053,00	
812200101	 0218454198945,00	
812200102	 0000000000000,00	
812200103	 0000257952108,00	
812200104	 0000000000000,00	
812200600	 0055802344259,00	
812200700	 0000000000000,00	
812200800	 0000000000000,00	
812200900	 0000000000000,00	
812201000	 0009868814036,00	
812201100	 0096422086726,00	
812201200	 0000012442381,00	
812300000	 0543517623795,00	
812300100	 0009908773706,00	
812300200	 0002943906142,00	
812300300	 0000000000000,00	
812300400	 0526323275585,00	
812300500	 0001333869589,00	
812300600	 0003007798773,00	
812400000	 0099448462486,00	
812400100	 0095777688458,00	
812400200	 0000000000000,00	
812400300	 0003655239528,00	
812400400	 0000000000000,00	
812400500	 0000015534500,00	
813000000	 0186766759109,00	
813100000	 0000000000000,00	
813100100	 0000000000000,00	
813100200	 0000000000000,00	
813200000	 0035849518289,00	
813200100	 0017448919640,00	
813200101	 0017448274898,00	
813200102	 0000000000000,00	
813200103	 0000000644742,00	
813200104	 0000000000000,00	
813200600	 0001871303715,00	
813200700	 0001014441203,00	
813200800	 0000000000000,00	
813200900	 0000485875530,00	
813201000	 0002830135317,00	
813201100	 0011395107438,00	
813201200	 0000803735446,00	
813300000	 0002653207530,00	
813300100	 0000033969672,00	
813300200	 0000007776077,00	
813300300	 0000000000000,00	
813300400	 0002569002768,00	
813300500	 0000033385271,00	
813300600	 0000009073742,00	
813400000	 0148264033290,00	
813400100	 0051956511641,00	
813400200	 0003184680092,00	
813400300	 0093122816287,00	
813400400	 0000000000000,00	
813400500	 0000000025270,00	
814000000	 0033463245393,00	
814100000	 0000000000000,00	
814100100	 0000000000000,00	
814100200	 0000000000000,00	
814200000	 0010236931495,00	
814200100	 0004009871056,00	
814200101	 0004004197617,00	
814200102	 0000000000000,00	
814200103	 0000005673439,00	
814200104	 0000000000000,00	
814200600	 0000075548830,00	
814200700	 0000104357587,00	
814200800	 0000000000000,00	
814200900	 0000000000000,00	
814201000	 0000379695435,00	
814201100	 0005259014172,00	
814201200	 0000408444415,00	
814300000	 0003312228736,00	
814300100	 0000076025847,00	
814300200	 0000008569645,00	
814300300	 0000000000000,00	
814300400	 0003144238485,00	
814300500	 0000066522908,00	
814300600	 0000016871851,00	
814400000	 0019914085162,00	
814400100	 0012845499777,00	
814400200	 0000536748695,00	
