037	BANCO SANTANDER-CHILE
8110000	 0000001650723,00	
8111000	 0000000000000,00	
8113000	 0000001099180,00	
8114000	 0000000392605,00	
8115000	 0000000158938,00	
8130000	 0000000275243,00	
8131000	 0000000000000,00	
8133000	 0000000152820,00	
8134000	 0000000016146,00	
8135000	 0000000106277,00	
8140000	 0000000063166,00	
8141000	 0000000000000,00	
8143000	 0000000021938,00	
8144000	 0000000010446,00	
8145000	 0000000030782,00	
8310000	 0000011240750,00	
8311000	 0000000474732,00	
8312000	 0000000057297,00	
8314000	 0000000341431,00	
8315000	 0000001255073,00	
8315100	 0000001107743,00	
8315200	 0000000147330,00	
8317000	 0000008704678,00	
8318000	 0000000407539,00	
8318100	 0000000003023,00	
8318900	 0000000404516,00	
8319000	 0000000000000,00	
8510000	 0000010546106,00	
8511000	 0000000000731,00	
8513000	 0000010545375,00	
8520000	 0000001164847,00	
8521000	 0000000000000,00	
8523000	 0000001164847,00	
8530000	 0000000540867,00	
8531000	 0000000000000,00	
8533000	 0000000540867,00	
8540000	 0000022869766,00	
8543000	 0000005003807,00	
8544000	 0000013127731,00	
8545000	 0000004738228,00	
8560000	 0000000920583,00	
8563000	 0000000369040,00	
8564000	 0000000392605,00	
8565000	 0000000158938,00	
8610000	 0000003569593,00	
8620000	 0000000145882,00	
8630000	 0000000007091,00	
8640000	 0000007512986,00	
8660000	 0000000005198,00	
8700000	 0000000010675,00	
8710000	 0000000017296,00	
8711000	 0000000000046,00	
8712000	 0000000005220,00	
8713000	 0000000003681,00	
8714000	 0000000000241,00	
8715000	 0000000000193,00	
8716000	 0000000000170,00	
8717000	 0000000007745,00	
8720000	 0000000006621,00	
8721000	 0000000000000,00	
8722000	 0000000003784,00	
8723000	 0000000000596,00	
8724000	 0000000000243,00	
8725000	 0000000000008,00	
8726000	 0000000000032,00	
8727000	 0000000001958,00	
8910000	 0000000412439,00	
8911000	 0000000000000,00	
8913000	 0000000295532,00	
8914000	 0000000079446,00	
8915000	 0000000037461,00	
