039	ITAÚ CORPBANCA
8110000	 0000001830807,00	
8111000	 0000000000000,00	
8113000	 0000001433466,00	
8114000	 0000000232010,00	
8115000	 0000000165331,00	
8130000	 0000000298814,00	
8131000	 0000000000000,00	
8133000	 0000000136621,00	
8134000	 0000000009006,00	
8135000	 0000000153187,00	
8140000	 0000000060848,00	
8141000	 0000000000000,00	
8143000	 0000000025511,00	
8144000	 0000000002558,00	
8145000	 0000000032779,00	
8310000	 0000005393860,00	
8311000	 0000000437396,00	
8312000	 0000000002207,00	
8314000	 0000000136561,00	
8315000	 0000001407102,00	
8315100	 0000000902307,00	
8315200	 0000000504795,00	
8317000	 0000002656219,00	
8318000	 0000000754375,00	
8318100	 0000000511014,00	
8318900	 0000000243361,00	
8319000	 0000000000000,00	
8510000	 0000010969047,00	
8511000	 0000000007131,00	
8513000	 0000010961916,00	
8520000	 0000000965579,00	
8521000	 0000000000000,00	
8523000	 0000000965579,00	
8530000	 0000000836608,00	
8531000	 0000000000000,00	
8533000	 0000000836608,00	
8540000	 0000009249447,00	
8543000	 0000001885611,00	
8544000	 0000005035914,00	
8545000	 0000002327922,00	
8560000	 0000000622010,00	
8563000	 0000000224669,00	
8564000	 0000000232010,00	
8565000	 0000000165331,00	
8610000	 0000002502150,00	
8620000	 0000000057742,00	
8630000	 0000000016347,00	
8640000	 0000002811245,00	
8660000	 0000000006376,00	
8700000	 0000000008050,00	
8710000	 0000000011372,00	
8711000	 0000000000225,00	
8712000	 0000000003509,00	
8713000	 0000000003351,00	
8714000	 0000000000000,00	
8715000	 0000000000273,00	
8716000	 0000000001294,00	
8717000	 0000000002720,00	
8720000	 0000000003322,00	
8721000	 0000000000011,00	
8722000	 0000000001750,00	
8723000	 0000000000356,00	
8724000	 0000000000000,00	
8725000	 0000000000053,00	
8726000	 0000000000000,00	
8727000	 0000000001152,00	
8910000	 0000000503882,00	
8911000	 0000000000000,00	
8913000	 0000000381611,00	
8914000	 0000000077175,00	
8915000	 0000000045096,00	
