053	BANCO RIPLEY
8110000	 0000000063123,00	
8111000	 0000000000000,00	
8113000	 0000000000217,00	
8114000	 0000000001153,00	
8115000	 0000000061753,00	
8130000	 0000000152992,00	
8131000	 0000000000000,00	
8133000	 0000000000039,00	
8134000	 0000000000107,00	
8135000	 0000000152846,00	
8140000	 0000000039825,00	
8141000	 0000000000000,00	
8143000	 0000000000004,00	
8144000	 0000000000104,00	
8145000	 0000000039717,00	
8310000	 0000001150770,00	
8311000	 0000000000000,00	
8312000	 0000000000000,00	
8314000	 0000000000000,00	
8315000	 0000000000000,00	
8315100	 0000000000000,00	
8315200	 0000000000000,00	
8317000	 0000001150770,00	
8318000	 0000000000000,00	
8318100	 0000000000000,00	
8318900	 0000000000000,00	
8319000	 0000000000000,00	
8510000	 0000000000000,00	
8511000	 0000000000000,00	
8513000	 0000000000000,00	
8520000	 0000000000000,00	
8521000	 0000000000000,00	
8523000	 0000000000000,00	
8530000	 0000000000000,00	
8531000	 0000000000000,00	
8533000	 0000000000000,00	
8540000	 0000000611900,00	
8543000	 0000000000652,00	
8544000	 0000000021644,00	
8545000	 0000000589604,00	
8560000	 0000000063122,00	
8563000	 0000000000216,00	
8564000	 0000000001152,00	
8565000	 0000000061754,00	
8610000	 0000000000000,00	
8620000	 0000000000000,00	
8630000	 0000000000000,00	
8640000	 0000001147127,00	
8660000	 0000000003643,00	
8700000	 0000000003106,00	
8710000	 0000000003308,00	
8711000	 0000000000083,00	
8712000	 0000000002422,00	
8713000	 0000000000206,00	
8714000	 0000000000033,00	
8715000	 0000000000001,00	
8716000	 0000000000025,00	
8717000	 0000000000538,00	
8720000	 0000000000202,00	
8721000	 0000000000000,00	
8722000	 0000000000201,00	
8723000	 0000000000000,00	
8724000	 0000000000000,00	
8725000	 0000000000001,00	
8726000	 0000000000000,00	
8727000	 0000000000000,00	
8910000	 0000000020941,00	
8911000	 0000000000000,00	
8913000	 0000000000162,00	
8914000	 0000000001121,00	
8915000	 0000000019658,00	
