014	SCOTIABANK CHILE
8110000	 0000000527958,00	
8111000	 0000000000000,00	
8113000	 0000000230989,00	
8114000	 0000000189998,00	
8115000	 0000000106971,00	
8130000	 0000000131652,00	
8131000	 0000000000000,00	
8133000	 0000000020462,00	
8134000	 0000000002592,00	
8135000	 0000000108598,00	
8140000	 0000000041166,00	
8141000	 0000000000000,00	
8143000	 0000000008240,00	
8144000	 0000000003163,00	
8145000	 0000000029763,00	
8310000	 0000003818639,00	
8311000	 0000000094697,00	
8312000	 0000000008966,00	
8314000	 0000000048715,00	
8315000	 0000000317176,00	
8315100	 0000000120418,00	
8315200	 0000000196758,00	
8317000	 0000003182382,00	
8318000	 0000000166703,00	
8318100	 0000000166703,00	
8318900	 0000000000000,00	
8319000	 0000000000000,00	
8510000	 0000003495230,00	
8511000	 0000000002193,00	
8513000	 0000003493037,00	
8520000	 0000000121782,00	
8521000	 0000000000000,00	
8523000	 0000000121782,00	
8530000	 0000000061750,00	
8531000	 0000000000000,00	
8533000	 0000000061750,00	
8540000	 0000006145341,00	
8543000	 0000001001422,00	
8544000	 0000003448435,00	
8545000	 0000001695484,00	
8560000	 0000000403133,00	
8563000	 0000000106164,00	
8564000	 0000000189998,00	
8565000	 0000000106971,00	
8610000	 0000000567670,00	
8620000	 0000000001794,00	
8630000	 0000000002419,00	
8640000	 0000003235191,00	
8660000	 0000000011565,00	
