001	BANCO DE CHILE
8110000	 0000000855197,00	
8111000	 0000000000000,00	
8113000	 0000000468614,00	
8114000	 0000000135573,00	
8115000	 0000000251010,00	
8130000	 0000000277058,00	
8131000	 0000000000000,00	
8133000	 0000000059843,00	
8134000	 0000000004191,00	
8135000	 0000000213024,00	
8140000	 0000000046842,00	
8141000	 0000000000000,00	
8143000	 0000000013017,00	
8144000	 0000000002350,00	
8145000	 0000000031475,00	
8310000	 0000010366708,00	
8311000	 0000000279362,00	
8312000	 0000000064044,00	
8314000	 0000000152118,00	
8315000	 0000002150307,00	
8315100	 0000001790895,00	
8315200	 0000000359412,00	
8317000	 0000007572687,00	
8318000	 0000000148190,00	
8318100	 0000000000000,00	
8318900	 0000000148190,00	
8319000	 0000000000000,00	
8510000	 0000011845287,00	
8511000	 0000000473105,00	
8513000	 0000011372182,00	
8520000	 0000000196814,00	
8521000	 0000000000000,00	
8523000	 0000000196814,00	
8530000	 0000000199408,00	
8531000	 0000000000000,00	
8533000	 0000000199408,00	
8540000	 0000013043378,00	
8543000	 0000002535215,00	
8544000	 0000006784613,00	
8545000	 0000003723550,00	
8560000	 0000000572876,00	
8563000	 0000000186293,00	
8564000	 0000000135573,00	
8565000	 0000000251010,00	
8610000	 0000004135465,00	
8620000	 0000000007766,00	
8630000	 0000000002664,00	
8640000	 0000006204310,00	
8660000	 0000000016503,00	
