055	BANCO CONSORCIO
8110000	 0000000033775,00	
8111000	 0000000000000,00	
8113000	 0000000031033,00	
8114000	 0000000000464,00	
8115000	 0000000002278,00	
8130000	 0000000004932,00	
8131000	 0000000000000,00	
8133000	 0000000001051,00	
8134000	 0000000000017,00	
8135000	 0000000003864,00	
8140000	 0000000001183,00	
8141000	 0000000000000,00	
8143000	 0000000000073,00	
8144000	 0000000000004,00	
8145000	 0000000001106,00	
8310000	 0000000068355,00	
8311000	 0000000000000,00	
8312000	 0000000004125,00	
8314000	 0000000000000,00	
8315000	 0000000050933,00	
8315100	 0000000046729,00	
8315200	 0000000004204,00	
8317000	 0000000013297,00	
8318000	 0000000000000,00	
8318100	 0000000000000,00	
8318900	 0000000000000,00	
8319000	 0000000000000,00	
8510000	 0000001668355,00	
8511000	 0000000060006,00	
8513000	 0000001608349,00	
8520000	 0000000029753,00	
8521000	 0000000000000,00	
8523000	 0000000029753,00	
8530000	 0000000019202,00	
8531000	 0000000000000,00	
8533000	 0000000019202,00	
8540000	 0000000164593,00	
8543000	 0000000013210,00	
8544000	 0000000084002,00	
8545000	 0000000067381,00	
8560000	 0000000002758,00	
8563000	 0000000000016,00	
8564000	 0000000000464,00	
8565000	 0000000002278,00	
8610000	 0000000063142,00	
8620000	 0000000003107,00	
8630000	 0000000000848,00	
8640000	 0000000001257,00	
8660000	 0000000000001,00	
