999	SISTEMA FINANCIERO
8110000	 0000009764402,00	
8111000	 0000000000000,00	
8113000	 0000005076088,00	
8114000	 0000002724636,00	
8115000	 0000001963678,00	
8130000	 0000002199635,00	
8131000	 0000000000000,00	
8133000	 0000000565338,00	
8134000	 0000000066760,00	
8135000	 0000001567537,00	
8140000	 0000000456799,00	
8141000	 0000000000000,00	
8143000	 0000000115536,00	
8144000	 0000000048323,00	
8145000	 0000000292940,00	
8310000	 0000059790297,00	
8311000	 0000002326227,00	
8312000	 0000000279844,00	
8314000	 0000001161864,00	
8315000	 0000010807753,00	
8315100	 0000007821356,00	
8315200	 0000002986397,00	
8317000	 0000041447623,00	
8318000	 0000003754683,00	
8318100	 0000001597614,00	
8318900	 0000002157069,00	
8319000	 0000000012303,00	
8510000	 0000088278802,00	
8511000	 0000001796296,00	
8513000	 0000086482506,00	
8520000	 0000004331422,00	
8521000	 0000000000000,00	
8523000	 0000004331422,00	
8530000	 0000002137353,00	
8531000	 0000000000000,00	
8533000	 0000002137353,00	
8540000	 0000096438929,00	
8543000	 0000018719546,00	
8544000	 0000052447245,00	
8545000	 0000025272138,00	
8560000	 0000006539749,00	
8563000	 0000001851436,00	
8564000	 0000002724636,00	
8565000	 0000001963677,00	
8610000	 0000023193592,00	
8620000	 0000000291547,00	
8630000	 0000000050411,00	
8640000	 0000036159872,00	
8660000	 0000000094875,00	
8700000	 0000000061587,00	
8710000	 0000000073286,00	
8711000	 0000000003263,00	
8712000	 0000000037162,00	
8713000	 0000000003778,00	
8714000	 0000000005350,00	
8715000	 0000000003402,00	
8716000	 0000000002624,00	
8717000	 0000000017707,00	
8720000	 0000000011795,00	
8721000	 0000000000976,00	
8722000	 0000000006608,00	
8723000	 0000000000162,00	
8724000	 0000000000569,00	
8725000	 0000000000680,00	
8726000	 0000000000080,00	
8727000	 0000000002720,00	
8910000	 0000003830146,00	
8911000	 0000000000000,00	
8913000	 0000001893401,00	
8914000	 0000001259797,00	
8915000	 0000000676948,00	
