037	BANCO SANTANDER-CHILE
811000000	 1656706172034,00	
811100000	 0000000000000,00	
811100100	 0000000000000,00	
811100200	 0000000000000,00	
811200000	 1152422603404,00	
811200100	 0979025253862,00	
811200101	 0979012705936,00	
811200102	 0000000000000,00	
811200103	 0000012547926,00	
811200104	 0000000000000,00	
811200600	 0027183968024,00	
811200700	 0010120364473,00	
811200800	 0007690850713,00	
811200900	 0005704052554,00	
811201000	 0105454100872,00	
811201100	 0007145699651,00	
811201200	 0010098313255,00	
811300000	 0355347868760,00	
811300100	 0000121056222,00	
811300200	 0000283909216,00	
811300300	 0001815442894,00	
811300400	 0348772161102,00	
811300500	 0000000000000,00	
811300600	 0004355299326,00	
811400000	 0148935699870,00	
811400100	 0130709933962,00	
811400200	 0004363319185,00	
811400300	 0013550761927,00	
811400400	 0000007765450,00	
811400500	 0000303919346,00	
812000000	 0874482132155,00	
812100000	 0000000000000,00	
812100100	 0000000000000,00	
812100200	 0000000000000,00	
812200000	 0527730743688,00	
812200100	 0484467505470,00	
812200101	 0484461713140,00	
812200102	 0000000000000,00	
812200103	 0000005792330,00	
812200104	 0000000000000,00	
812200600	 0004315583811,00	
812200700	 0000324907750,00	
812200800	 0003031655905,00	
812200900	 0000007201902,00	
812201000	 0028269777180,00	
812201100	 0005765491768,00	
812201200	 0001548619902,00	
812300000	 0177843275287,00	
812300100	 0000087592081,00	
812300200	 0000195489654,00	
812300300	 0000694193329,00	
812300400	 0175894497813,00	
812300500	 0000000000000,00	
812300600	 0000971502410,00	
812400000	 0168908113180,00	
812400100	 0159137731620,00	
812400200	 0000000012838,00	
812400300	 0009770358102,00	
812400400	 0000000000000,00	
812400500	 0000000010620,00	
813000000	 0182536066685,00	
813100000	 0000000000000,00	
813100100	 0000000000000,00	
813100200	 0000000000000,00	
813200000	 0084308177981,00	
813200100	 0061714857125,00	
813200101	 0061713546703,00	
813200102	 0000000000000,00	
813200103	 0000001310422,00	
813200104	 0000000000000,00	
813200600	 0000000000000,00	
813200700	 0003253231209,00	
813200800	 0003501978434,00	
813200900	 0001944353645,00	
813201000	 0005036110592,00	
813201100	 0000940164658,00	
813201200	 0007917482318,00	
813300000	 0011472342831,00	
813300100	 0000015668366,00	
813300200	 0000003906527,00	
813300300	 0000000000000,00	
813300400	 0011446101370,00	
813300500	 0000000000000,00	
813300600	 0000006666568,00	
813400000	 0086755545873,00	
813400100	 0068912895544,00	
813400200	 0003161617865,00	
813400300	 0014102548710,00	
813400400	 0000016321149,00	
813400500	 0000562162605,00	
814000000	 0053354662213,00	
814100000	 0000000000000,00	
814100100	 0000000000000,00	
814100200	 0000000000000,00	
