039	ITAÚ CORPBANCA
411000000	 1016691519133,00	
411100000	 0871631279129,00	
411150000	 0009731666406,00	
411150100	 0000000076625,00	
411150101	 0000000076625,00	
411150102	 0000000000000,00	
411150103	 0000000000000,00	
411150200	 0003930154172,00	
411150201	 0003930154172,00	
411150202	 0000000000000,00	
411150203	 0000000000000,00	
411150300	 0005801435609,00	
411150301	 0005801435609,00	
411150302	 0000000000000,00	
411150400	 0000000000000,00	
411150401	 0000000000000,00	
411150402	 0000000000000,00	
411200000	 0015354447278,00	
411200100	 0001053622397,00	
411200101	 0000171751307,00	
411200102	 0000881871090,00	
411200109	 0000000000000,00	
411200200	 0000000000000,00	
411200201	 0000000000000,00	
411200202	 0000000000000,00	
411200209	 0000000000000,00	
411200300	 0014300824881,00	
411200301	 0000000000000,00	
411200302	 0000000000000,00	
411200303	 0000000000000,00	
411200304	 0000000000000,00	
411200309	 0014300824881,00	
411250000	 0000797742445,00	
411250100	 0000190590277,00	
411250101	 0000190590277,00	
411250102	 0000000000000,00	
411250103	 0000000000000,00	
411250104	 0000000000000,00	
411250105	 0000000000000,00	
411250106	 0000000000000,00	
411250107	 0000000000000,00	
411250190	 0000000000000,00	
411250200	 0000607152168,00	
411250201	 0000607073896,00	
411250202	 0000000078272,00	
411250203	 0000000000000,00	
411250204	 0000000000000,00	
411250205	 0000000000000,00	
411250206	 0000000000000,00	
411250207	 0000000000000,00	
411250208	 0000000000000,00	
411250290	 0000000000000,00	
411250300	 0000000000000,00	
411250301	 0000000000000,00	
411250302	 0000000000000,00	
411250309	 0000000000000,00	
411250400	 0000000000000,00	
411250401	 0000000000000,00	
411250402	 0000000000000,00	
411250409	 0000000000000,00	
411280000	 0472060891750,00	
411280100	 0373587768089,00	
411280101	 0226012006254,00	
411280102	 0130077389911,00	
411280103	 0000000000000,00	
411280104	 0000003236606,00	
411280105	 0000001442170,00	
411280106	 0017493693148,00	
411280200	 0023370707969,00	
411280201	 0021508026562,00	
411280202	 0000696080325,00	
411280203	 0000000000000,00	
411280204	 0000000000000,00	
411280205	 0000000000000,00	
411280209	 0001166601082,00	
411280300	 0011657237710,00	
411280400	 0000406290524,00	
411280500	 0012183143216,00	
411280501	 0009409904582,00	
411280502	 0002773238634,00	
411280600	 0035633087485,00	
411280601	 0006349535529,00	
411280602	 0029283551956,00	
411280700	 0015222656757,00	
411280701	 0015043075607,00	
411280702	 0000179581150,00	
411280709	 0000000000000,00	
411280900	 0000000000000,00	
411280901	 0000000000000,00	
411280902	 0000000000000,00	
411280990	 0000000000000,00	
411350000	 0122988169984,00	
411350100	 0000449728877,00	
411350200	 0001944670749,00	
411350300	 0000000000000,00	
411350400	 0104979921402,00	
411350401	 0084920160772,00	
411350402	 0020059760630,00	
411350500	 0015613848956,00	
411350900	 0000000000000,00	
411350901	 0000000000000,00	
411350902	 0000000000000,00	
411350903	 0000000000000,00	
411350990	 0000000000000,00	
411380000	 0220408033604,00	
411380100	 0149385716992,00	
411380200	 0020735874318,00	
411380300	 0050116149124,00	
411380400	 0000037620052,00	
411380900	 0000132673118,00	
411380901	 0000132673118,00	
411380990	 0000000000000,00	
411450000	 0030290327662,00	
411450100	 0022200881945,00	
411450101	 0000000000000,00	
411450102	 0022200881945,00	
411450109	 0000000000000,00	
411450200	 0000294368274,00	
411450201	 0000000000000,00	
411450202	 0000294368274,00	
411450209	 0000000000000,00	
411450300	 0000000000000,00	
411450400	 0000828945845,00	
411450900	 0006966131598,00	
411700000	 0106548258292,00	
411720000	 0105702162167,00	
411720100	 0102852891613,00	
411720101	 0090198648056,00	
411720102	 0011135373504,00	
411720109	 0001518870053,00	
411720200	 0001131291495,00	
411720201	 0000150718173,00	
411720202	 0000000000000,00	
411720209	 0000980573322,00	
411720300	 0001717979059,00	
411720301	 0000000000000,00	
411720302	 0000200375303,00	
411720303	 0000202672762,00	
411720304	 0000000000000,00	
411720309	 0001314930994,00	
411740000	 0000846096125,00	
411740100	 0000000000000,00	
411740101	 0000000000000,00	
411740102	 0000000000000,00	
411740103	 0000000000000,00	
411740104	 0000000000000,00	
411740200	 0000846096125,00	
411800000	 0038511981712,00	
411800100	 0070765255235,00	
411800200	-0022204339700,00	
411800300	-0010048933823,00	
412000000	-0502374353436,00	
412100000	-0531400362733,00	
412150000	-0049244270195,00	
412150100	-0005757040900,00	
412150101	-0000000899274,00	
412150102	-0000019770331,00	
412150103	-0005732965663,00	
412150104	-0000003405632,00	
412150200	-0043039209408,00	
412150201	 0000000000000,00	
412150202	-0043039209408,00	
412150300	 0000000000000,00	
412150500	-0000448019887,00	
412180000	-0321063503886,00	
412180100	-0321059837519,00	
412180200	-0000000001272,00	
412180201	-0000000001272,00	
412180202	 0000000000000,00	
412180300	-0000003665095,00	
412180301	 0000000000000,00	
412180302	 0000000000000,00	
412180390	-0000003665095,00	
412250000	-0013401311412,00	
412250100	-0007179048518,00	
412250101	-0007179048163,00	
412250102	-0000000000355,00	
412250103	 0000000000000,00	
412250200	-0001550176548,00	
412250201	-0001550176548,00	
412250202	 0000000000000,00	
412250203	 0000000000000,00	
412250300	-0004631666366,00	
412250301	-0004631666366,00	
412250302	 0000000000000,00	
412250400	-0000040419980,00	
412250401	-0000040419980,00	
412250402	 0000000000000,00	
412280000	-0025518189960,00	
412280100	-0000348561390,00	
412280110	 0000000000000,00	
412280111	 0000000000000,00	
412280112	 0000000000000,00	
412280113	 0000000000000,00	
412280120	-0000348561390,00	
412280121	 0000000000000,00	
412280122	 0000000000000,00	
412280123	 0000000000000,00	
412280124	-0000292236645,00	
412280129	-0000056324745,00	
412280200	-0016315094784,00	
412280210	 0000000000000,00	
412280211	 0000000000000,00	
412280212	 0000000000000,00	
412280213	 0000000000000,00	
412280220	-0016315094784,00	
412280221	-0005856324629,00	
412280222	-0009086647230,00	
412280223	 0000000000000,00	
412280224	-0001368670986,00	
412280229	-0000003451939,00	
412280300	-0008854533786,00	
412280301	-0008854533786,00	
412280302	 0000000000000,00	
412280400	 0000000000000,00	
412280401	 0000000000000,00	
412280402	 0000000000000,00	
412350000	-0121443682124,00	
412350100	-0000561219134,00	
412350101	-0000429781944,00	
412350102	-0000131437190,00	
412350200	-0120882462990,00	
412350201	-0120882462990,00	
412350203	 0000000000000,00	
412380000	-0000729405156,00	
412380100	 0000000000000,00	
412380101	 0000000000000,00	
412380102	 0000000000000,00	
412380200	-0000481004128,00	
412380201	 0000000000000,00	
412380202	 0000000000000,00	
412380203	 0000000000000,00	
412380204	 0000000000000,00	
412380205	 0000000000000,00	
412380206	 0000000000000,00	
412380207	 0000000000000,00	
412380208	 0000000000000,00	
412380290	-0000481004128,00	
412380300	-0000248401028,00	
412380301	 0000000000000,00	
412380302	 0000000000000,00	
412380303	 0000000000000,00	
