999	SISTEMA FINANCIERO
411000000	 7806522772165,00	
411100000	 6319397198495,00	
411150000	 0037505639340,00	
411150100	 0019526043199,00	
411150101	 0019525883247,00	
411150102	 0000000159952,00	
411150103	 0000000000000,00	
411150200	 0002001910971,00	
411150201	 0000129571406,00	
411150202	 0001872339565,00	
411150203	 0000000000000,00	
411150300	 0015079727562,00	
411150301	 0015079727562,00	
411150302	 0000000000000,00	
411150400	 0000897957608,00	
411150401	 0000897957608,00	
411150402	 0000000000000,00	
411200000	 0134767465143,00	
411200100	 0056100298561,00	
411200101	 0000000435694,00	
411200102	 0056099862867,00	
411200109	 0000000000000,00	
411200200	 0046880647015,00	
411200201	 0044861825029,00	
411200202	 0001298149854,00	
411200209	 0000720672132,00	
411200300	 0031786519567,00	
411200301	 0000000000000,00	
411200302	 0003039760821,00	
411200303	 0000545426164,00	
411200304	 0000451972979,00	
411200309	 0027749359603,00	
411250000	 0111120646488,00	
411250100	 0005944155780,00	
411250101	 0004940461619,00	
411250102	 0001003694161,00	
411250103	 0000000000000,00	
411250104	 0000000000000,00	
411250105	 0000000000000,00	
411250106	 0000000000000,00	
411250107	 0000000000000,00	
411250190	 0000000000000,00	
411250200	 0033544423602,00	
411250201	 0010843869007,00	
411250202	 0014364238791,00	
411250203	 0000000000000,00	
411250204	 0000262534208,00	
411250205	 0000241714376,00	
411250206	 0007832067220,00	
411250207	 0000000000000,00	
411250208	 0000000000000,00	
411250290	 0000000000000,00	
411250300	 0071607681098,00	
411250301	 0000000000000,00	
411250302	 0067727656750,00	
411250309	 0003880024348,00	
411250400	 0000024386008,00	
411250401	 0000000000000,00	
411250402	 0000024386008,00	
411250409	 0000000000000,00	
411280000	 3296406887781,00	
411280100	 2621000249311,00	
411280101	 2358007639425,00	
411280102	 0196054725212,00	
411280103	 0007188480229,00	
411280104	 0001374245984,00	
411280105	 0003586402245,00	
411280106	 0054788756216,00	
411280200	 0222823293575,00	
411280201	 0032539016586,00	
411280202	 0094622629946,00	
411280203	 0000931197007,00	
411280204	 0066811295041,00	
411280205	 0000216887625,00	
411280209	 0027702267370,00	
411280300	 0066440800337,00	
411280400	 0014420125878,00	
411280500	 0137516024199,00	
411280501	 0085763987371,00	
411280502	 0051752036828,00	
411280600	 0193964101355,00	
411280601	 0074119615753,00	
411280602	 0119844485602,00	
411280700	 0033669503414,00	
411280701	 0031507361751,00	
411280702	 0000276474888,00	
411280709	 0001885666775,00	
411280900	 0006572789712,00	
411280901	 0000000000000,00	
411280902	 0000378569245,00	
411280990	 0006194220467,00	
411350000	 0826141030890,00	
411350100	 0006275825047,00	
411350200	 0043219083790,00	
411350300	 0000978844400,00	
411350400	 0763039941872,00	
411350401	 0379237659517,00	
411350402	 0383802282355,00	
411350500	 0009425885083,00	
411350900	 0003201450698,00	
411350901	 0002751852385,00	
411350902	 0000145349416,00	
411350903	 0000000000000,00	
411350990	 0000304248897,00	
411380000	 1582258681071,00	
411380100	 0705019553754,00	
411380200	 0127173844689,00	
411380300	 0740152873433,00	
411380400	 0000134010745,00	
411380900	 0009778398450,00	
411380901	 0000763136140,00	
411380990	 0009015262310,00	
411450000	 0331196847782,00	
411450100	 0170473027513,00	
411450101	 0000007265023,00	
411450102	 0135798345836,00	
411450109	 0034667416654,00	
411450200	 0004195793468,00	
411450201	 0000092549915,00	
411450202	 0004103243553,00	
411450209	 0000000000000,00	
411450300	 0000006589245,00	
411450400	 0050570253437,00	
411450900	 0105951184119,00	
411700000	 1239767047666,00	
411720000	 1234163894140,00	
411720100	 1004324807968,00	
411720101	 0842371364854,00	
411720102	 0160825384354,00	
411720109	 0001128058760,00	
411720200	 0133071178859,00	
411720201	 0120567008718,00	
411720202	 0008156655333,00	
411720209	 0004347514808,00	
411720300	 0096767907313,00	
411720301	 0012846963256,00	
411720302	 0035212212749,00	
411720303	 0005744618207,00	
411720304	 0002682049780,00	
411720309	 0040282063321,00	
411740000	 0005603153526,00	
411740100	 0003987127791,00	
411740101	 0000000000000,00	
411740102	 0003987127791,00	
411740103	 0000000000000,00	
411740104	 0000000000000,00	
411740200	 0001616025735,00	
411800000	 0247358526004,00	
411800100	 0432839659266,00	
411800200	-0206653667974,00	
411800300	 0021172534712,00	
412000000	-4674429147298,00	
412100000	-4002785603626,00	
412150000	-0177629522273,00	
412150100	-0124966181899,00	
412150101	 0000000000000,00	
412150102	-0001029634674,00	
412150103	-0123744375827,00	
412150104	-0000192171398,00	
412150200	-0031398654327,00	
412150201	 0000000000000,00	
412150202	-0031398654327,00	
412150300	 0000000000000,00	
412150500	-0021264686047,00	
412180000	-2920314510323,00	
412180100	-2777957364969,00	
412180200	-0094087189870,00	
412180201	-0078290275706,00	
412180202	-0015796914164,00	
412180300	-0048269955484,00	
412180301	 0000000000000,00	
412180302	-0000655002720,00	
412180390	-0047614952764,00	
412250000	-0095413249209,00	
412250100	-0024983872361,00	
412250101	-0024530864020,00	
412250102	-0000453008341,00	
412250103	 0000000000000,00	
412250200	-0008168737208,00	
412250201	-0000108189771,00	
412250202	-0007046896196,00	
412250203	-0001013651241,00	
412250300	-0058452395755,00	
412250301	-0058452395755,00	
412250302	 0000000000000,00	
412250400	-0003808243885,00	
412250401	-0003808243885,00	
412250402	 0000000000000,00	
412280000	-0270497383713,00	
412280100	-0057573209840,00	
412280110	-0000358635950,00	
412280111	 0000000000000,00	
412280112	-0000358635950,00	
412280113	 0000000000000,00	
412280120	-0057214573890,00	
412280121	-0040155743692,00	
