039	BANCO ITAÚ CHILE
811000000	 1657586154975,00	
811100000	 0000000000000,00	
811100100	 0000000000000,00	
811100200	 0000000000000,00	
811200000	 1206033463458,00	
811200100	 1070655495896,00	
811200101	 0913280372044,00	
811200102	 0157073003561,00	
811200103	 0000302120291,00	
811200104	 0000000000000,00	
811200600	 0003294323343,00	
811200700	 0014719857446,00	
811200800	 0000155940571,00	
811200900	 0003018703833,00	
811201000	 0048443038959,00	
811201100	 0061995201015,00	
811201200	 0003750902395,00	
811300000	 0267294488404,00	
811300100	 0001272243309,00	
811300200	 0008035559264,00	
811300300	 0000000000000,00	
811300400	 0246346064048,00	
811300500	 0008214236125,00	
811300600	 0003426385658,00	
811400000	 0184258203113,00	
811400100	 0144891896669,00	
811400200	 0012036564113,00	
811400300	 0025867233425,00	
811400400	 0000013172472,00	
811400500	 0001449336434,00	
812000000	 1067172979085,00	
812100000	 0000000000000,00	
812100100	 0000000000000,00	
812100200	 0000000000000,00	
812200000	 0753162419269,00	
812200100	 0650744109780,00	
812200101	 0498492583921,00	
812200102	 0082948272169,00	
812200103	 0069303253690,00	
812200104	 0000000000000,00	
812200600	 0000000000000,00	
812200700	 0000022836553,00	
812200800	 0000155319310,00	
812200900	 0000000000000,00	
812201000	 0061381161485,00	
812201100	 0040858992141,00	
812201200	 0000000000000,00	
812300000	 0221567807444,00	
812300100	 0000882429545,00	
812300200	 0004634996005,00	
812300300	 0000000000000,00	
812300400	 0172187072739,00	
812300500	 0041961708245,00	
812300600	 0001901600910,00	
812400000	 0092442752372,00	
812400100	 0075851075324,00	
812400200	 0000078640008,00	
812400300	 0012898116157,00	
812400400	 0000024623395,00	
812400500	 0003590297488,00	
813000000	 0114274019536,00	
813100000	 0000000000000,00	
813100100	 0000000000000,00	
813100200	 0000000000000,00	
813200000	 0040057321163,00	
813200100	 0033426180725,00	
813200101	 0028159965631,00	
813200102	 0004652343070,00	
813200103	 0000613872024,00	
813200104	 0000000000000,00	
813200600	 0000950064639,00	
813200700	 0000619051173,00	
813200800	 0000012158769,00	
813200900	 0000457143100,00	
813201000	 0001806812335,00	
813201100	 0002785910422,00	
813201200	 0000000000000,00	
813300000	 0002843859935,00	
813300100	 0000000000000,00	
813300200	 0000041623134,00	
813300300	 0000000000000,00	
813300400	 0002578853268,00	
813300500	 0000223383533,00	
813300600	 0000000000000,00	
813400000	 0071372838438,00	
813400100	 0050007630477,00	
813400200	 0002625534985,00	
813400300	 0017648747900,00	
813400400	 0000001304770,00	
813400500	 0001089620306,00	
814000000	 0017330273568,00	
814100000	 0000000000000,00	
814100100	 0000000000000,00	
814100200	 0000000000000,00	
814200000	 0005742996623,00	
814200100	 0004079237810,00	
814200101	 0003047296218,00	
814200102	 0001031941592,00	
814200103	 0000000000000,00	
814200104	 0000000000000,00	
814200600	 0000000000000,00	
814200700	 0000080797629,00	
814200800	 0000005159728,00	
814200900	 0000015995453,00	
814201000	 0000412677673,00	
814201100	 0001149128330,00	
814201200	 0000000000000,00	
814300000	 0001431309069,00	
814300100	 0000089414734,00	
814300200	 0000000000000,00	
814300300	 0000000000000,00	
814300400	 0001156532476,00	
814300500	 0000185361859,00	
814300600	 0000000000000,00	
814400000	 0010155967876,00	
814400100	 0007346204440,00	
814400200	 0000544160864,00	
814400300	 0002149617511,00	
814400400	 0000014311945,00	
814400500	 0000101673116,00	
821000000	 27262129911250,00	
821100000	 0039856371270,00	
821100100	 0000000000000,00	
821100200	 0039856371270,00	
821200000	 16772175718719,00	
821200100	 12951387369538,00	
821200101	 8990322813307,00	
821200102	 2913203575457,00	
821200103	 1047860980774,00	
821200104	 0000000000000,00	
821200600	 1794552121405,00	
821200700	 0109905540802,00	
821200800	 0032011433246,00	
821200900	 0346469330278,00	
821201000	 0953817439262,00	
821201100	 0584032484188,00	
821201200	 0000000000000,00	
821300000	 7152106239064,00	
821300100	 0012397011385,00	
821300200	 0074481642288,00	
821300300	 0000000000000,00	
821300400	 6758604740292,00	
821300500	 0263496470085,00	
821300600	 0043126375014,00	
821400000	 3297991582197,00	
821400100	 2290645956482,00	
821400200	 0158157025475,00	
821400300	 0813027422112,00	
821400400	 0000714665560,00	
821400500	 0035446512568,00	
831000000	 7868769735664,00	
831100000	 0559684780170,00	
831100100	 0174538360660,00	
831100200	 0385146419510,00	
831200000	 0106736516240,00	
831300000	 0029737814344,00	
831500000	 1899044209277,00	
831500100	 1141148214128,00	
831500200	 0757895995149,00	
831600000	 4748155779988,00	
831600100	 0449297919999,00	
831600200	 0140016115688,00	
831600300	 0777899907786,00	
831600400	 3380941836515,00	
831600500	 0000000000000,00	
831700000	 0000000000000,00	
831700100	 0000000000000,00	
831700200	 0000000000000,00	
831700300	 0000000000000,00	
831700400	 0000000000000,00	
831700500	 0000000000000,00	
831800000	 0525410635645,00	
831800100	 0319807741967,00	
831800200	 0205602893678,00	
831900000	 0000000000000,00	
832000000	 1596491273321,00	
832100000	 0014924332277,00	
832100100	 0010805976207,00	
832100200	 0004118356070,00	
832300000	 0000000000000,00	
832300100	 0000000000000,00	
832300200	 0000000000000,00	
832300300	 0000000000000,00	
832500000	 1094865858845,00	
832500100	 0014923233184,00	
832500200	 0000000000000,00	
