049	BANCO SECURITY
811000000	 0540958318712,00	
811100000	 0000000000000,00	
811100100	 0000000000000,00	
811100200	 0000000000000,00	
811200000	 0507844804855,00	
811200100	 0449257739529,00	
811200101	 0449257739529,00	
811200102	 0000000000000,00	
811200103	 0000000000000,00	
811200104	 0000000000000,00	
811200600	 0005566953190,00	
811200700	 0003875938167,00	
811200800	 0000000000000,00	
811200900	 0000000000000,00	
811201000	 0046285264668,00	
811201100	 0000089989294,00	
811201200	 0002768920007,00	
811300000	 0013288248022,00	
811300100	 0000000000000,00	
811300200	 0007167561719,00	
811300300	 0000000000000,00	
811300400	 0006120686303,00	
811300500	 0000000000000,00	
811300600	 0000000000000,00	
811400000	 0019825265835,00	
811400100	 0015662839224,00	
811400200	 0002611026201,00	
811400300	 0001551400410,00	
811400400	 0000000000000,00	
811400500	 0000000000000,00	
812000000	 0184227788548,00	
812100000	 0000000000000,00	
812100100	 0000000000000,00	
812100200	 0000000000000,00	
812200000	 0172650323407,00	
812200100	 0172018299822,00	
812200101	 0170597951956,00	
812200102	 0000000000000,00	
812200103	 0001420347866,00	
812200104	 0000000000000,00	
812200600	 0000000000000,00	
812200700	 0000000000000,00	
812200800	 0000000000000,00	
812200900	 0000000000000,00	
812201000	 0000632023585,00	
812201100	 0000000000000,00	
812201200	 0000000000000,00	
812300000	 0008107317085,00	
812300100	 0000000000000,00	
812300200	 0004541989672,00	
812300300	 0000000000000,00	
812300400	 0003565327413,00	
812300500	 0000000000000,00	
812300600	 0000000000000,00	
812400000	 0003470148056,00	
812400100	 0003470148056,00	
812400200	 0000000000000,00	
812400300	 0000000000000,00	
812400400	 0000000000000,00	
812400500	 0000000000000,00	
813000000	 0020193097219,00	
813100000	 0000000000000,00	
813100100	 0000000000000,00	
813100200	 0000000000000,00	
813200000	 0013592437195,00	
813200100	 0013277492062,00	
813200101	 0013277492062,00	
813200102	 0000000000000,00	
813200103	 0000000000000,00	
813200104	 0000000000000,00	
813200600	 0000000000000,00	
813200700	 0000056551071,00	
813200800	 0000000000000,00	
813200900	 0000000000000,00	
813201000	 0000258394062,00	
813201100	 0000000000000,00	
813201200	 0000000000000,00	
813300000	 0000436261793,00	
813300100	 0000000000000,00	
813300200	 0000056457955,00	
813300300	 0000379803838,00	
