037	BANCO SANTANDER-CHILE
811000000	 2026548333822,00	
811100000	 0000000000000,00	
811100100	 0000000000000,00	
811100200	 0000000000000,00	
811200000	 1313133533761,00	
811200100	 1123834176497,00	
811200101	 1123832218305,00	
811200102	 0000000000000,00	
811200103	 0000001958192,00	
811200104	 0000000000000,00	
811200600	 0032466688144,00	
811200700	 0010909679473,00	
811200800	 0010082689731,00	
811200900	 0009521486574,00	
811201000	 0099260434311,00	
811201100	 0009049494403,00	
811201200	 0018008884628,00	
811300000	 0502850717932,00	
811300100	 0000068490616,00	
811300200	 0000190379190,00	
811300300	 0002361095157,00	
811300400	 0496590077840,00	
811300500	 0000000000000,00	
811300600	 0003640675129,00	
811400000	 0210564082129,00	
811400100	 0178187831813,00	
811400200	 0007088009204,00	
811400300	 0024729769482,00	
811400400	 0000015532678,00	
811400500	 0000542938952,00	
812000000	 1130968951556,00	
812100000	 0000000000000,00	
812100100	 0000000000000,00	
812100200	 0000000000000,00	
812200000	 0660480409143,00	
812200100	 0608326525795,00	
812200101	 0608324567603,00	
812200102	 0000000000000,00	
812200103	 0000001958192,00	
812200104	 0000000000000,00	
812200600	 0003059570000,00	
812200700	 0000200103315,00	
812200800	 0005187249529,00	
812200900	 0000007201902,00	
812201000	 0031260137106,00	
812201100	 0007994491790,00	
812201200	 0004445129706,00	
812300000	 0264848830979,00	
812300100	 0000067148052,00	
812300200	 0000140604417,00	
812300300	 0001581026764,00	
812300400	 0260471382442,00	
812300500	 0000000000000,00	
812300600	 0002588669304,00	
812400000	 0205639711434,00	
812400100	 0187722577911,00	
812400200	 0000005067214,00	
812400300	 0017898493194,00	
812400400	 0000013065990,00	
812400500	 0000000507125,00	
813000000	 0144023507328,00	
813100000	 0000000000000,00	
813100100	 0000000000000,00	
813100200	 0000000000000,00	
813200000	 0052378422043,00	
813200100	 0041841679320,00	
813200101	 0041841133488,00	
813200102	 0000000000000,00	
813200103	 0000000545832,00	
813200104	 0000000000000,00	
813200600	 0000000000000,00	
813200700	 0001143308475,00	
813200800	 0001114604318,00	
813200900	 0000071945822,00	
813201000	 0002975776242,00	
813201100	 0000510423843,00	
813201200	 0004720684023,00	
813300000	 0006677006703,00	
813300100	 0000007617940,00	
813300200	 0000000239597,00	
813300300	 0000000000000,00	
813300400	 0006651047027,00	
