039	BANCO ITAÚ CHILE
411000000	 0920429082531,00	
411100000	 0754319562417,00	
411150000	 0003965155591,00	
411150100	 0000000057260,00	
411150101	 0000000057260,00	
411150102	 0000000000000,00	
411150103	 0000000000000,00	
411150200	 0002001910971,00	
411150201	 0000129571406,00	
411150202	 0001872339565,00	
411150203	 0000000000000,00	
411150300	 0001770857091,00	
411150301	 0001770857091,00	
411150302	 0000000000000,00	
411150400	 0000192330269,00	
411150401	 0000192330269,00	
411150402	 0000000000000,00	
411200000	 0013300115016,00	
411200100	 0000499376242,00	
411200101	 0000000000000,00	
411200102	 0000499376242,00	
411200109	 0000000000000,00	
411200200	 0000000000000,00	
411200201	 0000000000000,00	
411200202	 0000000000000,00	
411200209	 0000000000000,00	
411200300	 0012800738774,00	
411200301	 0000000000000,00	
411200302	 0000000000000,00	
411200303	 0000421375096,00	
411200304	 0000000000000,00	
411200309	 0012379363678,00	
411250000	 0001918381008,00	
411250100	 0000000000000,00	
411250101	 0000000000000,00	
411250102	 0000000000000,00	
411250103	 0000000000000,00	
411250104	 0000000000000,00	
411250105	 0000000000000,00	
411250106	 0000000000000,00	
411250107	 0000000000000,00	
411250190	 0000000000000,00	
411250200	 0001918381008,00	
411250201	 0000946405610,00	
411250202	 0000971975398,00	
411250203	 0000000000000,00	
411250204	 0000000000000,00	
411250205	 0000000000000,00	
411250206	 0000000000000,00	
411250207	 0000000000000,00	
411250208	 0000000000000,00	
411250290	 0000000000000,00	
411250300	 0000000000000,00	
411250301	 0000000000000,00	
411250302	 0000000000000,00	
411250309	 0000000000000,00	
411250400	 0000000000000,00	
411250401	 0000000000000,00	
411250402	 0000000000000,00	
411250409	 0000000000000,00	
411280000	 0454304411381,00	
411280100	 0360266390705,00	
411280101	 0232487381447,00	
411280102	 0116499329202,00	
411280103	 0000000000000,00	
411280104	 0000000676430,00	
411280105	 0000000175204,00	
411280106	 0011278828422,00	
411280200	 0036290644378,00	
411280201	 0032397976423,00	
411280202	 0000718836095,00	
411280203	 0000000000000,00	
411280204	 0000000000000,00	
411280205	 0000000000000,00	
411280209	 0003173831860,00	
411280300	 0008609375769,00	
411280400	 0000240324468,00	
411280500	 0012490354215,00	
411280501	 0008101226438,00	
411280502	 0004389127777,00	
411280600	 0028136867478,00	
411280601	 0003801161439,00	
411280602	 0024335706039,00	
411280700	 0008270454368,00	
411280701	 0008047661314,00	
411280702	 0000222793054,00	
411280709	 0000000000000,00	
411280900	 0000000000000,00	
411280901	 0000000000000,00	
411280902	 0000000000000,00	
411280990	 0000000000000,00	
411350000	 0080836841148,00	
411350100	 0000208903370,00	
411350200	 0001138351409,00	
411350300	 0000000000000,00	
411350400	 0071161370390,00	
411350401	 0060262638596,00	
411350402	 0010898731794,00	
411350500	 0008324557332,00	
411350900	 0000003658647,00	
411350901	 0000003658647,00	
411350902	 0000000000000,00	
411350903	 0000000000000,00	
411350990	 0000000000000,00	
411380000	 0164252278525,00	
411380100	 0104993547092,00	
411380200	 0016842344693,00	
411380300	 0042297222510,00	
411380400	 0000020592584,00	
411380900	 0000098571646,00	
411380901	 0000098571646,00	
411380990	 0000000000000,00	
411450000	 0035742379748,00	
411450100	 0015929527777,00	
411450101	 0000000000000,00	
411450102	 0015929527777,00	
411450109	 0000000000000,00	
411450200	 0000025153403,00	
411450201	 0000000000000,00	
411450202	 0000025153403,00	
411450209	 0000000000000,00	
411450300	 0000000000000,00	
411450400	 0012583363020,00	
411450900	 0007204335548,00	
411700000	 0136664651234,00	
411720000	 0135048625499,00	
411720100	 0129884911299,00	
411720101	 0091765921507,00	
411720102	 0037216626871,00	
411720109	 0000902362921,00	
411720200	 0001781476280,00	
411720201	 0000697208326,00	
411720202	 0000000000000,00	
411720209	 0001084267954,00	
411720300	 0003382237920,00	
411720301	 0000000000000,00	
411720302	 0001314174516,00	
411720303	 0000057585940,00	
411720304	 0000138007645,00	
411720309	 0001872469819,00	
411740000	 0001616025735,00	
