055	BANCO CONSORCIO
8110000	 0000000022691,00	
8111000	 0000000000000,00	
8113000	 0000000019748,00	
8114000	 0000000000312,00	
8115000	 0000000002631,00	
8130000	 0000000001196,00	
8131000	 0000000000000,00	
8133000	 0000000000454,00	
8134000	 0000000000000,00	
8135000	 0000000000742,00	
8140000	 0000000000156,00	
8141000	 0000000000000,00	
8143000	 0000000000000,00	
8144000	 0000000000000,00	
8145000	 0000000000156,00	
8310000	 0000000075674,00	
8311000	 0000000000000,00	
8312000	 0000000008776,00	
8314000	 0000000000000,00	
8315000	 0000000044659,00	
8315100	 0000000039833,00	
8315200	 0000000004826,00	
8317000	 0000000013197,00	
8318000	 0000000009042,00	
8318100	 0000000000000,00	
8318900	 0000000009042,00	
8319000	 0000000000000,00	
8510000	 0000001443262,00	
8511000	 0000000010000,00	
8513000	 0000001433262,00	
8520000	 0000000016841,00	
8521000	 0000000000000,00	
8523000	 0000000016841,00	
8530000	 0000000019616,00	
8531000	 0000000000000,00	
8533000	 0000000019616,00	
8540000	 0000000154361,00	
8543000	 0000000004113,00	
8544000	 0000000082300,00	
8545000	 0000000067948,00	
8560000	 0000000002973,00	
8563000	 0000000000030,00	
8564000	 0000000000312,00	
8565000	 0000000002631,00	
8610000	 0000000071449,00	
8620000	 0000000002731,00	
8630000	 0000000000261,00	
8640000	 0000000001233,00	
8660000	 0000000000000,00	
