014	SCOTIABANK CHILE
8110000	 0000000487654,00	
8111000	 0000000000000,00	
8113000	 0000000242209,00	
8114000	 0000000165860,00	
8115000	 0000000079585,00	
8130000	 0000000018590,00	
8131000	 0000000000000,00	
8133000	 0000000002846,00	
8134000	 0000000000480,00	
8135000	 0000000015264,00	
8140000	 0000000006724,00	
8141000	 0000000000000,00	
8143000	 0000000001303,00	
8144000	 0000000000378,00	
8145000	 0000000005043,00	
8310000	 0000003365144,00	
8311000	 0000000098232,00	
8312000	 0000000006097,00	
8314000	 0000000037706,00	
8315000	 0000000205926,00	
8315100	 0000000132785,00	
8315200	 0000000073141,00	
8317000	 0000002769968,00	
8318000	 0000000247215,00	
8318100	 0000000247215,00	
8318900	 0000000000000,00	
8319000	 0000000000000,00	
8510000	 0000003036671,00	
8511000	 0000000117370,00	
8513000	 0000002919301,00	
8520000	 0000000148695,00	
8521000	 0000000000000,00	
8523000	 0000000148695,00	
8530000	 0000000043972,00	
8531000	 0000000000000,00	
8533000	 0000000043972,00	
8540000	 0000004836228,00	
8543000	 0000000984766,00	
8544000	 0000002613633,00	
8545000	 0000001237829,00	
8560000	 0000000344788,00	
8563000	 0000000099343,00	
8564000	 0000000165860,00	
8565000	 0000000079585,00	
8610000	 0000000442343,00	
8620000	 0000000001603,00	
8630000	 0000000000256,00	
8640000	 0000002911300,00	
8660000	 0000000009642,00	
