028	BANCO BICE
8110000	 0000000080843,00	
8111000	 0000000000000,00	
8113000	 0000000076383,00	
8114000	 0000000002030,00	
8115000	 0000000002430,00	
8130000	 0000000000406,00	
8131000	 0000000000000,00	
8133000	 0000000000146,00	
8134000	 0000000000000,00	
8135000	 0000000000260,00	
8140000	 0000000000364,00	
8141000	 0000000000000,00	
8143000	 0000000000314,00	
8144000	 0000000000000,00	
8145000	 0000000000050,00	
8310000	 0000001147999,00	
8311000	 0000000015202,00	
8312000	 0000000017027,00	
8314000	 0000000032540,00	
8315000	 0000000264001,00	
8315100	 0000000230415,00	
8315200	 0000000033586,00	
8317000	 0000000644052,00	
8318000	 0000000171276,00	
8318100	 0000000000000,00	
8318900	 0000000171276,00	
8319000	 0000000003901,00	
8510000	 0000002961799,00	
8511000	 0000000002498,00	
8513000	 0000002959301,00	
8520000	 0000000119368,00	
8521000	 0000000000000,00	
8523000	 0000000119368,00	
8530000	 0000000042612,00	
8531000	 0000000000000,00	
8533000	 0000000042612,00	
8540000	 0000000934991,00	
8543000	 0000000201305,00	
8544000	 0000000616872,00	
8545000	 0000000116814,00	
8560000	 0000000012179,00	
8563000	 0000000007719,00	
8564000	 0000000002030,00	
8565000	 0000000002430,00	
8610000	 0000000842004,00	
8620000	 0000000026760,00	
8630000	 0000000000216,00	
8640000	 0000000278644,00	
8660000	 0000000000375,00	
