001	BANCO DE CHILE
8110000	 0000000830992,00	
8111000	 0000000000000,00	
8113000	 0000000504709,00	
8114000	 0000000107188,00	
8115000	 0000000219095,00	
8130000	 0000000044057,00	
8131000	 0000000000000,00	
8133000	 0000000011047,00	
8134000	 0000000000272,00	
8135000	 0000000032738,00	
8140000	 0000000007180,00	
8141000	 0000000000000,00	
8143000	 0000000001848,00	
8144000	 0000000000370,00	
8145000	 0000000004962,00	
8310000	 0000010026029,00	
8311000	 0000000332769,00	
8312000	 0000000066018,00	
8314000	 0000000108142,00	
8315000	 0000002053562,00	
8315100	 0000001721174,00	
8315200	 0000000332388,00	
8317000	 0000007266959,00	
8318000	 0000000198579,00	
8318100	 0000000000000,00	
8318900	 0000000198579,00	
8319000	 0000000000000,00	
8510000	 0000011966495,00	
8511000	 0000000539311,00	
8513000	 0000011427184,00	
8520000	 0000000217613,00	
8521000	 0000000000000,00	
8523000	 0000000217613,00	
8530000	 0000000259408,00	
8531000	 0000000000000,00	
8533000	 0000000259408,00	
8540000	 0000012148485,00	
8543000	 0000002283161,00	
8544000	 0000006360674,00	
8545000	 0000003504650,00	
8560000	 0000000516990,00	
8563000	 0000000190707,00	
8564000	 0000000107188,00	
8565000	 0000000219095,00	
8610000	 0000004232770,00	
8620000	 0000000008837,00	
8630000	 0000000003667,00	
8640000	 0000005765095,00	
8660000	 0000000015660,00	
