049	BANCO SECURITY
811000000	 0455142489181,00	
811100000	 0000000000000,00	
811100100	 0000000000000,00	
811100200	 0000000000000,00	
811200000	 0431801207119,00	
811200100	 0380392321335,00	
811200101	 0380392321335,00	
811200102	 0000000000000,00	
811200103	 0000000000000,00	
811200104	 0000000000000,00	
811200600	 0001099895941,00	
811200700	 0002358783640,00	
811200800	 0000000000000,00	
811200900	 0000000000000,00	
811201000	 0047550748763,00	
811201100	 0000122947895,00	
811201200	 0000276509545,00	
811300000	 0009698835393,00	
811300100	 0000000000000,00	
811300200	 0004111264260,00	
811300300	 0000000000000,00	
811300400	 0005587571133,00	
811300500	 0000000000000,00	
811300600	 0000000000000,00	
811400000	 0013642446669,00	
811400100	 0010896624163,00	
811400200	 0001766900663,00	
811400300	 0000978921843,00	
811400400	 0000000000000,00	
811400500	 0000000000000,00	
812000000	 0186596242699,00	
812100000	 0000000000000,00	
812100100	 0000000000000,00	
812100200	 0000000000000,00	
812200000	 0178577478576,00	
812200100	 0177920433789,00	
812200101	 0176454266514,00	
812200102	 0000000000000,00	
812200103	 0001466167275,00	
812200104	 0000000000000,00	
812200600	 0000000000000,00	
812200700	 0000000000000,00	
812200800	 0000000000000,00	
812200900	 0000000000000,00	
812201000	 0000657044787,00	
812201100	 0000000000000,00	
812201200	 0000000000000,00	
812300000	 0005303095544,00	
812300100	 0000000000000,00	
812300200	 0001944025573,00	
812300300	 0000000000000,00	
812300400	 0003359069971,00	
812300500	 0000000000000,00	
812300600	 0000000000000,00	
812400000	 0002715668579,00	
812400100	 0002715668579,00	
812400200	 0000000000000,00	
812400300	 0000000000000,00	
812400400	 0000000000000,00	
812400500	 0000000000000,00	
813000000	 0016889264788,00	
813100000	 0000000000000,00	
813100100	 0000000000000,00	
813100200	 0000000000000,00	
813200000	 0011441828479,00	
813200100	 0009861350207,00	
813200101	 0009861350207,00	
813200102	 0000000000000,00	
813200103	 0000000000000,00	
813200104	 0000000000000,00	
813200600	 0000000000000,00	
813200700	 0000430466429,00	
813200800	 0000017332711,00	
813200900	 0000000000000,00	
813201000	 0001132679132,00	
813201100	 0000000000000,00	
813201200	 0000000000000,00	
813300000	 0000231398789,00	
813300100	 0000000000000,00	
813300200	 0000202980434,00	
813300300	 0000028418355,00	
813300400	 0000000000000,00	
813300500	 0000000000000,00	
813300600	 0000000000000,00	
813400000	 0005216037520,00	
813400100	 0003438508985,00	
813400200	 0000933241122,00	
813400300	 0000844287413,00	
813400400	 0000000000000,00	
813400500	 0000000000000,00	
814000000	 0005072513671,00	
814100000	 0000000000000,00	
814100100	 0000000000000,00	
814100200	 0000000000000,00	
814200000	 0003211532374,00	
814200100	 0002797474750,00	
814200101	 0002797474750,00	
814200102	 0000000000000,00	
814200103	 0000000000000,00	
814200104	 0000000000000,00	
814200600	 0000236009726,00	
814200700	 0000149492399,00	
814200800	 0000000000000,00	
814200900	 0000000000000,00	
814201000	 0000028555499,00	
814201100	 0000000000000,00	
814201200	 0000000000000,00	
814300000	 0000154360218,00	
814300100	 0000000000000,00	
814300200	 0000001638299,00	
814300300	 0000000000000,00	
814300400	 0000152721919,00	
814300500	 0000000000000,00	
814300600	 0000000000000,00	
814400000	 0001706621079,00	
814400100	 0001020767194,00	
814400200	 0000405677464,00	
814400300	 0000280176421,00	
814400400	 0000000000000,00	
814400500	 0000000000000,00	
821000000	 7111285825370,00	
821100000	 0000000000000,00	
821100100	 0000000000000,00	
821100200	 0000000000000,00	
821200000	 5712344528362,00	
821200100	 4971598541137,00	
821200101	 4964194705215,00	
821200102	 0006702475080,00	
821200103	 0000701360842,00	
821200104	 0000000000000,00	
821200600	 0245321750598,00	
821200700	 0046240962032,00	
821200800	 0005229625597,00	
821200900	 0000000000000,00	
821201000	 0440488613459,00	
821201100	 0002414991297,00	
821201200	 0001050044242,00	
821300000	 0889550664487,00	
821300100	 0000749554316,00	
821300200	 0240296157786,00	
821300300	 0000000000000,00	
821300400	 0647145642857,00	
821300500	 0001359309528,00	
821300600	 0000000000000,00	
821400000	 0509390632521,00	
821400100	 0314391308540,00	
821400200	 0069291942057,00	
821400300	 0125707381924,00	
821400400	 0000000000000,00	
821400500	 0000000000000,00	
831000000	 1266330313712,00	
