999	SISTEMA FINANCIERO
811000000	 10231004278375,00	
811100000	 0000000000000,00	
811100100	 0000000000000,00	
811100200	 0000000000000,00	
811200000	 6203856672656,00	
811200100	 5347001589102,00	
811200101	 4940383097272,00	
811200102	 0238442806873,00	
811200103	 0168175684957,00	
811200104	 0000000000000,00	
811200600	 0055556114364,00	
811200700	 0044493468842,00	
811200800	 0016237364227,00	
811200900	 0009947217627,00	
811201000	 0416437111458,00	
811201100	 0284478706453,00	
811201200	 0029705100583,00	
811300000	 2687496083273,00	
811300100	 0056574380897,00	
811300200	 0117591233264,00	
811300300	 0002095909500,00	
811300400	 2454392388428,00	
811300500	 0012258979268,00	
811300600	 0044583191916,00	
811400000	 1339651522446,00	
811400100	 0950069671679,00	
811400200	 0045805314500,00	
811400300	 0341520630305,00	
811400400	 0000032111165,00	
811400500	 0002223794797,00	
812000000	 4237201721822,00	
812100000	 0000001309797,00	
812100100	 0000001309797,00	
812100200	 0000000000000,00	
812200000	 2552851533212,00	
812200100	 2110403426652,00	
812200101	 1926540762655,00	
812200102	 0095098129106,00	
812200103	 0088764534891,00	
812200104	 0000000000000,00	
812200600	 0036893693270,00	
812200700	 0006152243035,00	
812200800	 0009159100658,00	
812200900	 0008555462465,00	
812201000	 0136948913345,00	
812201100	 0227468727034,00	
812201200	 0017269966753,00	
812300000	 1196804991153,00	
812300100	 0016836964172,00	
812300200	 0036827802739,00	
812300300	 0000836989352,00	
812300400	 1085039034876,00	
812300500	 0045745970083,00	
812300600	 0011518229931,00	
812400000	 0487543887660,00	
812400100	 0348250881304,00	
812400200	 0003755363877,00	
812400300	 0132019240362,00	
812400400	 0000074522389,00	
812400500	 0003443879728,00	
813000000	 0729562254468,00	
813100000	 0000000000000,00	
813100100	 0000000000000,00	
813100200	 0000000000000,00	
813200000	 0278312688332,00	
813200100	 0209895207682,00	
813200101	 0168933196825,00	
813200102	 0036510651572,00	
813200103	 0004451359285,00	
813200104	 0000000000000,00	
813200600	 0001407248993,00	
813200700	 0005195288178,00	
813200800	 0004426088749,00	
813200900	 0004292026604,00	
813201000	 0012385828147,00	
813201100	 0026856803295,00	
813201200	 0013854196684,00	
813300000	 0039222682033,00	
813300100	 0000808909274,00	
813300200	 0001677172111,00	
813300300	 0000028418355,00	
813300400	 0032626328167,00	
813300500	 0000575065169,00	
813300600	 0003506788957,00	
813400000	 0412026884103,00	
813400100	 0228317647559,00	
813400200	 0013207417637,00	
813400300	 0167490095984,00	
813400400	 0000018061134,00	
813400500	 0002993661789,00	
814000000	 0227187485991,00	
814100000	 0000000000000,00	
814100100	 0000000000000,00	
814100200	 0000000000000,00	
814200000	 0077919750706,00	
814200100	 0059105737125,00	
814200101	 0054557929882,00	
814200102	 0002097548853,00	
814200103	 0002450258390,00	
814200104	 0000000000000,00	
814200600	 0000448607681,00	
814200700	 0000718443930,00	
814200800	 0000260513723,00	
814200900	 0002197131878,00	
814201000	 0005999077274,00	
814201100	 0005334957191,00	
814201200	 0003855281904,00	
814300000	 0026119092329,00	
814300100	 0001524583278,00	
814300200	 0000353679714,00	
814300300	 0000000000000,00	
814300400	 0023240488493,00	
814300500	 0000158558207,00	
814300600	 0000841782637,00	
814400000	 0123148642956,00	
814400100	 0068813353036,00	
814400200	 0004628241286,00	
814400300	 0049095491468,00	
814400400	 0000034992526,00	
814400500	 0000576564640,00	
821000000	 235780311679656,00	
821100000	 2336523298105,00	
821100100	 0050000000000,00	
821100200	 2286523298105,00	
821200000	 132672863717596,00	
821200100	 106718781420832,00	
821200101	 87760459090967,00	
821200102	 8152109053880,00	
821200103	 10438192626137,00	
821200104	 0368020649848,00	
821200600	 9111861301307,00	
821200700	 0914507811297,00	
821200800	 0300225639580,00	
821200900	 3663917806210,00	
821201000	 8933487126111,00	
821201100	 2810206277608,00	
821201200	 0219876334651,00	
821300000	 72947424265878,00	
821300100	 0445899036681,00	
821300200	 5115844852943,00	
821300300	 9187613378448,00	
821300400	 57186687094078,00	
821300500	 0365323399520,00	
821300600	 0646056504208,00	
821400000	 27823500398077,00	
821400100	 15341596748718,00	
821400200	 0863378162263,00	
821400300	 11522045952823,00	
821400400	 0004389926968,00	
821400500	 0092089607305,00	
831000000	 66405757353093,00	
831100000	 3130789090107,00	
831100100	 1348262876621,00	
831100200	 1782526213486,00	
831200000	 2392691440476,00	
831300000	 0017408319989,00	
831500000	 11511141832741,00	
831500100	 8797390544670,00	
831500200	 2713751288071,00	
831600000	 40018021377964,00	
831600100	 4669830221455,00	
831600200	 0877253049642,00	
831600300	 6301373923810,00	
831600400	 28169564183057,00	
831600500	 0000000000000,00	
831700000	 6010697096058,00	
831700100	 3997683871445,00	
831700200	 0354710358000,00	
831700300	 0760169183538,00	
831700400	 0898133683075,00	
831700500	 0000000000000,00	
831800000	 3280832909922,00	
831800100	 1066155174602,00	
831800200	 2214677735320,00	
831900000	 0044175285836,00	
832000000	 15633889550217,00	
832100000	 0725918893679,00	
832100100	 0298967472313,00	
832100200	 0426951421366,00	
832300000	 0000000000000,00	
832300100	 0000000000000,00	
832300200	 0000000000000,00	
832300300	 0000000000000,00	
832500000	 2921056174997,00	
832500100	 0531859684772,00	
832500200	 0000000000000,00	
832500300	 2389196490225,00	
832700000	 11986914481541,00	
832700100	 9590723171524,00	
832700101	 0007897311402,00	
832700102	 9492783885909,00	
832700103	 0090006893398,00	
832700104	 0000035080815,00	
832700200	 2396191310017,00	
832700201	 0000000000000,00	
832700202	 2396191310017,00	
832700203	 0000000000000,00	
832700204	 0000000000000,00	
833000000	 90811125491400,00	
833050000	 9681351579638,00	
833050100	 0240973686493,00	
833050200	 9440377893145,00	
833100000	 40597041154153,00	
833200000	 18223888370473,00	
833300000	 22308844387136,00	
833300100	 21186154960438,00	
833300200	 0000866170563,00	
833300300	 1121823256135,00	
833350000	 0000020374802,00	
833360000	 0000053821294,00	
833370000	 0000000000000,00	
833380000	 0000140661234,00	
833400000	 0000000000000,00	
833410000	 0000000000000,00	
833420000	 0000000000000,00	
833500000	 0251818025279,00	
833500100	 0098000729455,00	
833500200	 0000000000000,00	
833500300	 0000000000000,00	
833500400	 0041253082709,00	
833500500	 0000000000000,00	
833500600	 0112564213115,00	
833500700	 0000000000000,00	
841000000	 14047750327249,00	
841000100	 0217636292660,00	
841000200	 0097764250254,00	
841000300	 0000000000000,00	
841000400	 0177752946438,00	
841000500	 0083405036000,00	
841000600	 13470750269252,00	
841000700	 0000441532645,00	
842000000	 0000000000000,00	
842000100	 0000000000000,00	
842000200	 0000000000000,00	
843000000	 0005597107786,00	
843000100	 0000000000000,00	
843000200	 0005597107786,00	
843000300	 0000000000000,00	
843000400	 0000000000000,00	
843000500	 0000000000000,00	
843500000	 0000000000000,00	
843500100	 0000000000000,00	
843500200	 0000000000000,00	
843500300	 0000000000000,00	
843500400	 0000000000000,00	
843500500	 0000000000000,00	
843500600	 0000000000000,00	
844100000	 0022606858414,00	
844200000	 0054183140640,00	
844300000	 0016292380315,00	
844400000	 5713025310691,00	
844400100	 5422842215828,00	
