014	SCOTIABANK CHILE
811000000	 0817732874603,00	
811100000	 0000000000000,00	
811100100	 0000000000000,00	
811100200	 0000000000000,00	
811200000	 0369738197582,00	
811200100	 0256851081292,00	
811200101	 0256221238403,00	
811200102	 0000000000000,00	
811200103	 0000629842889,00	
811200104	 0000000000000,00	
811200600	 0008880389106,00	
811200700	 0003635673183,00	
811200800	 0000176624560,00	
811200900	 0000469917683,00	
811201000	 0022091252898,00	
811201100	 0077443810198,00	
811201200	 0000189448662,00	
811300000	 0262850020528,00	
811300100	 0008647329345,00	
811300200	 0002734498870,00	
811300300	 0000000000000,00	
811300400	 0245541654203,00	
811300500	 0002900246477,00	
811300600	 0003026291633,00	
811400000	 0185144656493,00	
811400100	 0093342622556,00	
811400200	 0003577706002,00	
811400300	 0088223772078,00	
811400400	 0000000000000,00	
811400500	 0000000555857,00	
812000000	 0416695441679,00	
812100000	 0000000000000,00	
812100100	 0000000000000,00	
812100200	 0000000000000,00	
812200000	 0175351097490,00	
812200100	 0078952497172,00	
812200101	 0078933465961,00	
812200102	 0000000000000,00	
812200103	 0000019031211,00	
812200104	 0000000000000,00	
812200600	 0018345835938,00	
812200700	 0000000000000,00	
812200800	 0000000000000,00	
812200900	 0000000000000,00	
812201000	 0006914074982,00	
812201100	 0071138689398,00	
812201200	 0000000000000,00	
812300000	 0156993778893,00	
812300100	 0000052636324,00	
812300200	 0000064705637,00	
812300300	 0000000000000,00	
812300400	 0155444931213,00	
812300500	 0001428962677,00	
812300600	 0000002543042,00	
812400000	 0084350565296,00	
812400100	 0030158622842,00	
812400200	 0000000000000,00	
812400300	 0054191942454,00	
812400400	 0000000000000,00	
812400500	 0000000000000,00	
813000000	 0076553286018,00	
813100000	 0000000000000,00	
813100100	 0000000000000,00	
813100200	 0000000000000,00	
813200000	 0021905502011,00	
813200100	 0009706839018,00	
813200101	 0009699642456,00	
813200102	 0000000000000,00	
813200103	 0000007196562,00	
813200104	 0000000000000,00	
813200600	 0000428629762,00	
813200700	 0000731210801,00	
813200800	 0000000000000,00	
813200900	 0000000000000,00	
813201000	 0000785295906,00	
813201100	 0009495932735,00	
813201200	 0000757593789,00	
813300000	 0003100064356,00	
813300100	 0000016065590,00	
813300200	 0000007763409,00	
813300300	 0000000000000,00	
813300400	 0002785161924,00	
