055	BANCO CONSORCIO
8110000	 0000000176112,00	
8111000	 0000000000000,00	
8113000	 0000000168845,00	
8114000	 0000000002425,00	
8115000	 0000000004842,00	
8130000	 0000000006851,00	
8131000	 0000000000000,00	
8133000	 0000000004033,00	
8134000	 0000000000049,00	
8135000	 0000000002769,00	
8140000	 0000000000269,00	
8141000	 0000000000000,00	
8143000	 0000000000001,00	
8144000	 0000000000000,00	
8145000	 0000000000268,00	
8310000	 0000000108242,00	
8311000	 0000000000000,00	
8312000	 0000000000785,00	
8314000	 0000000000000,00	
8315000	 0000000055147,00	
8315100	 0000000053219,00	
8315200	 0000000001928,00	
8317000	 0000000052310,00	
8318000	 0000000000000,00	
8318100	 0000000000000,00	
8318900	 0000000000000,00	
8319000	 0000000000000,00	
8510000	 0000002657803,00	
8511000	 0000000000000,00	
8513000	 0000002657803,00	
8520000	 0000000182781,00	
8521000	 0000000000000,00	
8523000	 0000000182781,00	
8530000	 0000000105981,00	
8531000	 0000000000000,00	
8533000	 0000000105981,00	
8540000	 0000000706087,00	
8543000	 0000000043495,00	
8544000	 0000000572789,00	
8545000	 0000000089803,00	
8560000	 0000000007597,00	
8563000	 0000000000330,00	
8564000	 0000000002425,00	
8565000	 0000000004842,00	
8610000	 0000000076818,00	
8620000	 0000000002478,00	
8630000	 0000000000447,00	
8640000	 0000000028337,00	
8660000	 0000000000162,00	
8700000	 0000000001555,00	
8710000	 0000000000216,00	
8711000	 0000000000000,00	
8712000	 0000000000016,00	
8713000	 0000000000000,00	
8714000	 0000000000001,00	
8715000	 0000000000000,00	
8716000	 0000000000007,00	
8717000	 0000000000192,00	
8720000	 0000000001771,00	
8721000	 0000000000000,00	
8722000	 0000000001759,00	
8723000	 0000000000000,00	
8724000	 0000000000000,00	
8725000	 0000000000000,00	
8726000	 0000000000003,00	
8727000	 0000000000009,00	
8910000	 0000000051843,00	
8911000	 0000000000000,00	
8913000	 0000000047578,00	
8914000	 0000000002066,00	
8915000	 0000000002199,00	
