037	BANCO SANTANDER-CHILE
8110000	 0000001870143,00	
8111000	 0000000000000,00	
8113000	 0000001145082,00	
8114000	 0000000429772,00	
8115000	 0000000295289,00	
8130000	 0000000251889,00	
8131000	 0000000000000,00	
8133000	 0000000096188,00	
8134000	 0000000010459,00	
8135000	 0000000145242,00	
8140000	 0000000041622,00	
8141000	 0000000000000,00	
8143000	 0000000017142,00	
8144000	 0000000005882,00	
8145000	 0000000018598,00	
8310000	 0000010817027,00	
8311000	 0000000378190,00	
8312000	 0000000057187,00	
8314000	 0000000142583,00	
8315000	 0000001184521,00	
8315100	 0000001071178,00	
8315200	 0000000113343,00	
8317000	 0000008703223,00	
8318000	 0000000351323,00	
8318100	 0000000005370,00	
8318900	 0000000345953,00	
8319000	 0000000000000,00	
8510000	 0000011138986,00	
8511000	 0000000006090,00	
8513000	 0000011132896,00	
8520000	 0000000978269,00	
8521000	 0000000000000,00	
8523000	 0000000978269,00	
8530000	 0000000525996,00	
8531000	 0000000000000,00	
8533000	 0000000525996,00	
8540000	 0000021095037,00	
8543000	 0000004826911,00	
8544000	 0000011553018,00	
8545000	 0000004715108,00	
8560000	 0000001179754,00	
8563000	 0000000454693,00	
8564000	 0000000429772,00	
8565000	 0000000295289,00	
8610000	 0000003518147,00	
8620000	 0000000058342,00	
8630000	 0000000011840,00	
8640000	 0000007224933,00	
8660000	 0000000003765,00	
8700000	 0000000003828,00	
8710000	 0000000005943,00	
8711000	 0000000002245,00	
8712000	 0000000000828,00	
8713000	 0000000000300,00	
8714000	 0000000000138,00	
8715000	 0000000000081,00	
8716000	 0000000000803,00	
8717000	 0000000001548,00	
8720000	 0000000002115,00	
8721000	 0000000001945,00	
8722000	 0000000000018,00	
8723000	 0000000000000,00	
8724000	 0000000000000,00	
8725000	 0000000000012,00	
8726000	 0000000000000,00	
8727000	 0000000000140,00	
8910000	 0000000633259,00	
8911000	 0000000000000,00	
8913000	 0000000388647,00	
8914000	 0000000163623,00	
8915000	 0000000080989,00	
