039	ITAÚ CORPBANCA
811000000	 1640410672918,00	
811100000	 0000000000000,00	
811100100	 0000000000000,00	
811100200	 0000000000000,00	
811200000	 1293825237967,00	
811200100	 1166407865705,00	
811200101	 0926184810660,00	
811200102	 0239704136881,00	
811200103	 0000518918164,00	
811200104	 0000000000000,00	
811200600	 0000566419882,00	
811200700	 0007906195655,00	
811200800	 0000272128150,00	
811200900	 0000994719924,00	
811201000	 0061430926753,00	
811201100	 0054855557624,00	
811201200	 0001391424274,00	
811300000	 0219076078083,00	
811300100	 0001305329237,00	
811300200	 0006855379112,00	
811300300	 0000000000000,00	
811300400	 0199305041576,00	
811300500	 0008654910006,00	
811300600	 0002955418152,00	
811400000	 0127509356868,00	
811400100	 0103079037455,00	
811400200	 0007628282029,00	
811400300	 0015795622122,00	
811400400	 0000010642415,00	
811400500	 0000995772847,00	
812000000	 0979514106699,00	
812100000	 0000000000000,00	
812100100	 0000000000000,00	
812100200	 0000000000000,00	
812200000	 0747059430237,00	
812200100	 0665891992894,00	
812200101	 0520747280584,00	
812200102	 0109127623104,00	
812200103	 0036017089206,00	
812200104	 0000000000000,00	
812200600	 0000000000000,00	
812200700	 0000023806972,00	
812200800	 0000243918676,00	
812200900	 0000000000000,00	
812201000	 0045151775705,00	
812201100	 0035747935990,00	
812201200	 0000000000000,00	
812300000	 0166949593470,00	
812300100	 0000745580222,00	
812300200	 0002885676375,00	
812300300	 0000000000000,00	
812300400	 0109636068234,00	
812300500	 0053030233388,00	
812300600	 0000652035251,00	
812400000	 0065505082992,00	
812400100	 0050146101097,00	
812400200	 0000085052372,00	
812400300	 0011937761525,00	
812400400	 0000090138380,00	
812400500	 0003246029618,00	
813000000	 0084269914068,00	
813100000	 0000000000000,00	
813100100	 0000000000000,00	
813100200	 0000000000000,00	
813200000	 0034641746523,00	
813200100	 0028878875621,00	
813200101	 0012370466927,00	
813200102	 0015715591167,00	
813200103	 0000792817527,00	
813200104	 0000000000000,00	
813200600	 0000040154823,00	
813200700	 0001050415236,00	
813200800	 0000016797740,00	
813200900	 0000002203795,00	
813201000	 0001649977546,00	
813201100	 0003003321762,00	
813201200	 0000000000000,00	
813300000	 0002572703703,00	
813300100	 0000001554467,00	
813300200	 0000039819268,00	
813300300	 0000000000000,00	
813300400	 0002264657362,00	
813300500	 0000266672606,00	
813300600	 0000000000000,00	
813400000	 0047055463842,00	
813400100	 0035227540363,00	
813400200	 0002093132530,00	
813400300	 0008797522552,00	
813400400	 0000002152816,00	
813400500	 0000935115581,00	
814000000	 0020422619366,00	
814100000	 0000000000000,00	
814100100	 0000000000000,00	
814100200	 0000000000000,00	
814200000	 0006977866767,00	
814200100	 0004627191143,00	
814200101	 0002881628142,00	
814200102	 0001745563001,00	
814200103	 0000000000000,00	
814200104	 0000000000000,00	
814200600	 0000000000000,00	
814200700	 0000162044410,00	
814200800	 0000034826524,00	
814200900	 0000007362101,00	
814201000	 0000653504820,00	
814201100	 0001492937769,00	
814201200	 0000000000000,00	
814300000	 0002369219712,00	
814300100	 0000184953506,00	
814300200	 0000000000000,00	
814300300	 0000000000000,00	
814300400	 0002066836208,00	
814300500	 0000117429998,00	
814300600	 0000000000000,00	
814400000	 0011075532887,00	
814400100	 0008487786657,00	
814400200	 0000582108953,00	
814400300	 0001789244950,00	
814400400	 0000016424681,00	
814400500	 0000199967646,00	
821000000	 26681957822692,00	
821100000	 0073113772902,00	
821100100	 0000000000000,00	
821100200	 0073113772902,00	
821200000	 16804163501564,00	
821200100	 13408393098547,00	
821200101	 9124577462429,00	
821200102	 3277206764373,00	
821200103	 1006608871745,00	
821200104	 0000000000000,00	
821200600	 1378619681505,00	
821200700	 0096049530047,00	
821200800	 0025959292878,00	
821200900	 0283019177235,00	
821201000	 0968612067172,00	
821201100	 0643510654180,00	
821201200	 0000000000000,00	
821300000	 6667107930459,00	
821300100	 0016309035699,00	
821300200	 0080816671938,00	
821300300	 0000000000000,00	
821300400	 6193605005359,00	
821300500	 0321915853944,00	
821300600	 0054461363519,00	
821400000	 3137572617767,00	
821400100	 2284310125502,00	
821400200	 0127421163672,00	
821400300	 0685249274956,00	
821400400	 0000743449495,00	
821400500	 0039848604142,00	
831000000	 7918795307100,00	
831100000	 0480760319997,00	
831100100	 0116927948894,00	
831100200	 0363832371103,00	
831200000	 0235977166191,00	
