999	SISTEMA FINANCIERO
411000000	 4526540228010,00	
411100000	 3941187615006,00	
411150000	 0018251693513,00	
411150100	 0005908326945,00	
411150101	 0005864405893,00	
411150102	 0000043921052,00	
411150103	 0000000000000,00	
411150200	 0001519918203,00	
411150201	 0001519918203,00	
411150202	 0000000000000,00	
411150203	 0000000000000,00	
411150300	 0010568661493,00	
411150301	 0010568661493,00	
411150302	 0000000000000,00	
411150400	 0000254786872,00	
411150401	 0000254786872,00	
411150402	 0000000000000,00	
411200000	 0062144030810,00	
411200100	 0042180225559,00	
411200101	 0000335096286,00	
411200102	 0041845129273,00	
411200109	 0000000000000,00	
411200200	 0007186746808,00	
411200201	 0005660896248,00	
411200202	 0000910278713,00	
411200209	 0000615571847,00	
411200300	 0012777058443,00	
411200301	 0000000000000,00	
411200302	 0001791764657,00	
411200303	 0000168421007,00	
411200304	 0000216388115,00	
411200309	 0010600484664,00	
411250000	 0050891546494,00	
411250100	 0004691696086,00	
411250101	 0004384209968,00	
411250102	 0000307486118,00	
411250103	 0000000000000,00	
411250104	 0000000000000,00	
411250105	 0000000000000,00	
411250106	 0000000000000,00	
411250107	 0000000000000,00	
411250190	 0000000000000,00	
411250200	 0004866346990,00	
411250201	 0001433092105,00	
411250202	 0000609109890,00	
411250203	 0000000000000,00	
411250204	 0000003287108,00	
411250205	 0000002310397,00	
411250206	 0001253236674,00	
411250207	 0000000000000,00	
411250208	 0000000000000,00	
411250290	 0001565310816,00	
411250300	 0041333503418,00	
411250301	 0000000000000,00	
411250302	 0038685832432,00	
411250309	 0002647670986,00	
411250400	 0000000000000,00	
411250401	 0000000000000,00	
411250402	 0000000000000,00	
411250409	 0000000000000,00	
411280000	 1835757038798,00	
411280100	 1474713248594,00	
411280101	 1328890779765,00	
411280102	 0090091748678,00	
411280103	 0004512837880,00	
411280104	 0001493583011,00	
411280105	 0003319937949,00	
411280106	 0046404361311,00	
411280200	 0072785474156,00	
411280201	 0009312968759,00	
411280202	 0028448545350,00	
411280203	 0000696482757,00	
411280204	 0025491267306,00	
411280205	 0000104915404,00	
411280209	 0008731294580,00	
411280300	 0039917262125,00	
411280400	 0009783467087,00	
411280500	 0060750633147,00	
411280501	 0044171971678,00	
411280502	 0016578661469,00	
411280600	 0143360049049,00	
411280601	 0053188796839,00	
411280602	 0090171252210,00	
411280700	 0033059359627,00	
411280701	 0030910120139,00	
