039	ITAÚ CORPBANCA
8110000	 0000001540380,00	
8111000	 0000000000000,00	
8113000	 0000001131461,00	
8114000	 0000000241464,00	
8115000	 0000000167455,00	
8130000	 0000000219001,00	
8131000	 0000000000000,00	
8133000	 0000000090764,00	
8134000	 0000000006604,00	
8135000	 0000000121633,00	
8140000	 0000000037315,00	
8141000	 0000000000000,00	
8143000	 0000000015016,00	
8144000	 0000000001561,00	
8145000	 0000000020738,00	
8310000	 0000005596785,00	
8311000	 0000000558835,00	
8312000	 0000000000739,00	
8314000	 0000000075222,00	
8315000	 0000001427191,00	
8315100	 0000000962624,00	
8315200	 0000000464567,00	
8317000	 0000002725075,00	
8318000	 0000000809723,00	
8318100	 0000000540209,00	
8318900	 0000000269514,00	
8319000	 0000000000000,00	
8510000	 0000012192471,00	
8511000	 0000000059955,00	
8513000	 0000012132516,00	
8520000	 0000001085334,00	
8521000	 0000000000000,00	
8523000	 0000001085334,00	
8530000	 0000000512224,00	
8531000	 0000000000000,00	
8533000	 0000000512224,00	
8540000	 0000009175146,00	
8543000	 0000001968311,00	
8544000	 0000004878431,00	
8545000	 0000002328404,00	
8560000	 0000000642782,00	
8563000	 0000000233863,00	
8564000	 0000000241464,00	
8565000	 0000000167455,00	
8610000	 0000002610160,00	
8620000	 0000000065593,00	
8630000	 0000000017210,00	
8640000	 0000002896874,00	
8660000	 0000000006948,00	
8700000	 0000000001784,00	
8710000	 0000000004525,00	
8711000	 0000000000018,00	
8712000	 0000000001957,00	
8713000	 0000000000200,00	
8714000	 0000000000000,00	
8715000	 0000000000195,00	
8716000	 0000000000490,00	
8717000	 0000000001665,00	
8720000	 0000000002741,00	
8721000	 0000000000001,00	
8722000	 0000000001393,00	
8723000	 0000000000345,00	
8724000	 0000000000000,00	
8725000	 0000000000005,00	
8726000	 0000000000000,00	
8727000	 0000000000997,00	
8910000	 0000000502820,00	
8911000	 0000000000000,00	
8913000	 0000000383205,00	
8914000	 0000000086666,00	
8915000	 0000000032949,00	
