016	BANCO DE CRÉDITO E INVERSIONES
811000000	 1496916968343,00	
811100000	 0000000000000,00	
811100100	 0000000000000,00	
811100200	 0000000000000,00	
811200000	 1056125803989,00	
811200100	 0974663679824,00	
811200101	 0967566586333,00	
811200102	 0005507796833,00	
811200103	 0001589296658,00	
811200104	 0000000000000,00	
811200600	 0000331258303,00	
811200700	 0008704405872,00	
811200800	 0003662307648,00	
811200900	 0001421031231,00	
811201000	 0045970812442,00	
811201100	 0018013766425,00	
811201200	 0003358542244,00	
811300000	 0258171967062,00	
811300100	 0000170428959,00	
811300200	 0030976734121,00	
811300300	 0000000000000,00	
811300400	 0220560579360,00	
811300500	 0000000000000,00	
811300600	 0006464224622,00	
811400000	 0182619197292,00	
811400100	 0124902264421,00	
811400200	 0006356852188,00	
811400300	 0050972479718,00	
811400400	 0000000000000,00	
811400500	 0000387600965,00	
812000000	 0495991368495,00	
812100000	 0000000000000,00	
812100100	 0000000000000,00	
812100200	 0000000000000,00	
812200000	 0327327895776,00	
812200100	 0279529610865,00	
812200101	 0279506356830,00	
812200102	 0000000000000,00	
812200103	 0000023254035,00	
812200104	 0000000000000,00	
812200600	 0000000000000,00	
812200700	 0004373287323,00	
812200800	 0002688864166,00	
812200900	 0000000000000,00	
812201000	 0021824586360,00	
812201100	 0015766463735,00	
812201200	 0003145083327,00	
812300000	 0142135255122,00	
812300100	 0000156718529,00	
812300200	 0000213668473,00	
812300300	 0000000000000,00	
812300400	 0141224316623,00	
812300500	 0000000000000,00	
812300600	 0000540551497,00	
812400000	 0026528217597,00	
812400100	 0019671115073,00	
812400200	 0000833013793,00	
812400300	 0005941337914,00	
812400400	 0000000000000,00	
812400500	 0000082750817,00	
813000000	 0070059476097,00	
813100000	 0000000000000,00	
813100100	 0000000000000,00	
813100200	 0000000000000,00	
813200000	 0032878874011,00	
813200100	 0026916598043,00	
813200101	 0025368322565,00	
813200102	 0000591155912,00	
813200103	 0000957119566,00	
813200104	 0000000000000,00	
813200600	 0000000000000,00	
813200700	 0000000000000,00	
813200800	 0000901488939,00	
813200900	 0001395357101,00	
813201000	 0000775834213,00	
813201100	 0002335297042,00	
813201200	 0000554298673,00	
813300000	 0002384411028,00	
813300100	 0000000000000,00	
813300200	 0000000000000,00	
813300300	 0000000000000,00	
813300400	 0002384411028,00	
813300500	 0000000000000,00	
813300600	 0000000000000,00	
813400000	 0034796191058,00	
813400100	 0015072316618,00	
813400200	 0003151253788,00	
813400300	 0016572620652,00	
813400400	 0000000000000,00	
813400500	 0000000000000,00	
814000000	 0018639900197,00	
814100000	 0000000000000,00	
814100100	 0000000000000,00	
814100200	 0000000000000,00	
814200000	 0004513211510,00	
814200100	 0003808809327,00	
814200101	 0002225876640,00	
814200102	 0000000000000,00	
814200103	 0001582932687,00	
814200104	 0000000000000,00	
814200600	 0000000000000,00	
814200700	 0000000000000,00	
814200800	 0000000000000,00	
814200900	 0000334825809,00	
814201000	 0000017173865,00	
814201100	 0000352247052,00	
814201200	 0000000155457,00	
814300000	 0001553427477,00	
814300100	 0000000000000,00	
814300200	 0000000000000,00	
814300300	 0000000000000,00	
814300400	 0001553427477,00	
814300500	 0000000000000,00	
814300600	 0000000000000,00	
814400000	 0012573261210,00	
814400100	 0006720119854,00	
814400200	 0000284516719,00	
814400300	 0005567323674,00	
814400400	 0000000000000,00	
814400500	 0000001300963,00	
821000000	 42780212003754,00	
821100000	 0594933412488,00	
821100100	 0000000000000,00	
821100200	 0594933412488,00	
821200000	 26915120466203,00	
821200100	 22762420169126,00	
821200101	 13087561425086,00	
821200102	 4212214824966,00	
821200103	 5462643919074,00	
821200104	 0000000000000,00	
821200600	 1173781216997,00	
821200700	 0163182170727,00	
821200800	 0060939709037,00	
821200900	 1047006069559,00	
821201000	 1568650630248,00	
821201100	 0135774552763,00	
821201200	 0003365947746,00	
821300000	 11015235375580,00	
821300100	 0002732170337,00	
821300200	 2093581514373,00	
821300300	 8802054233883,00	
821300400	 0000000000000,00	
821300500	 0000000000000,00	
821300600	 0116867456987,00	
821400000	 4254922749483,00	
821400100	 1980065365440,00	
821400200	 0082436275586,00	
821400300	 2145888058861,00	
821400400	 0000380589895,00	
821400500	 0046152459701,00	
831000000	 12136391111342,00	
831100000	 0328700761164,00	
831100100	 0000000000000,00	
831100200	 0328700761164,00	
831200000	 0343798892042,00	
831300000	 0000000000000,00	
831500000	 2388592313369,00	
831500100	 1600143132804,00	
831500200	 0788449180565,00	
831600000	 4350720697199,00	
831600100	 0000000000000,00	
831600200	 0000000000000,00	
831600300	 0000290190846,00	
831600400	 4350430506353,00	
831600500	 0000000000000,00	
831700000	 3869429875804,00	
831700100	 3120183936835,00	
831700200	 0304059350007,00	
831700300	 0445186588962,00	
831700400	 0000000000000,00	
831700500	 0000000000000,00	
831800000	 0855148571764,00	
831800100	 0003030764267,00	
831800200	 0852117807497,00	
831900000	 0000000000000,00	
832000000	 7412896492868,00	
832100000	 0240687444792,00	
832100100	 0044898278713,00	
832100200	 0195789166079,00	
832300000	 0000000000000,00	
832300100	 0000000000000,00	
832300200	 0000000000000,00	
832300300	 0000000000000,00	
832500000	 0000000000000,00	
832500100	 0000000000000,00	
832500200	 0000000000000,00	
832500300	 0000000000000,00	
832700000	 7172209048076,00	
832700100	 7169380857162,00	
832700101	 0000000000000,00	
832700102	 7169380857162,00	
832700103	 0000000000000,00	
832700104	 0000000000000,00	
832700200	 0002828190914,00	
832700201	 0000000000000,00	
832700202	 0002828190914,00	
832700203	 0000000000000,00	
832700204	 0000000000000,00	
833000000	 0057049387331,00	
833050000	 0000000000000,00	
833050100	 0000000000000,00	
833050200	 0000000000000,00	
833100000	 0057049387331,00	
833200000	 0000000000000,00	
833300000	 0000000000000,00	
833300100	 0000000000000,00	
833300200	 0000000000000,00	
833300300	 0000000000000,00	
833350000	 0000000000000,00	
833360000	 0000000000000,00	
833370000	 0000000000000,00	
833380000	 0000000000000,00	
833400000	 0000000000000,00	
833410000	 0000000000000,00	
833420000	 0000000000000,00	
833500000	 0000000000000,00	
833500100	 0000000000000,00	
833500200	 0000000000000,00	
833500300	 0000000000000,00	
833500400	 0000000000000,00	
833500500	 0000000000000,00	
833500600	 0000000000000,00	
833500700	 0000000000000,00	
841000000	 0000000000000,00	
841000100	 0000000000000,00	
841000200	 0000000000000,00	
841000300	 0000000000000,00	
841000400	 0000000000000,00	
841000500	 0000000000000,00	
841000600	 0000000000000,00	
841000700	 0000000000000,00	
842000000	 0000000000000,00	
842000100	 0000000000000,00	
842000200	 0000000000000,00	
843000000	 0000000000000,00	
843000100	 0000000000000,00	
843000200	 0000000000000,00	
843000300	 0000000000000,00	
843000400	 0000000000000,00	
843000500	 0000000000000,00	
843500000	 0000000000000,00	
843500100	 0000000000000,00	
843500200	 0000000000000,00	
843500300	 0000000000000,00	
843500400	 0000000000000,00	
843500500	 0000000000000,00	
843500600	 0000000000000,00	
844100000	 0000000000000,00	
844200000	 0000000000000,00	
844300000	 0000000000000,00	
844400000	 0531258523280,00	
844400100	 0531258523280,00	
844400200	 0000000000000,00	
844500000	 1299250953000,00	
844500100	 0918518073000,00	
844500200	 0000000000000,00	
844500300	 0380732880000,00	
844600000	 0000788995020,00	
845250000	 0532449507977,00	
845250100	 0018678276039,00	
845250200	 0000000000000,00	
845250300	 0002508270869,00	
845250400	 0000000000000,00	
845250500	 0431390226702,00	
845250501	 0258301766578,00	
845250502	 0003228981613,00	
845250503	 0036669015295,00	
845250504	 0031338695181,00	
845250505	 0000000000000,00	
845250509	 0101851768035,00	
845250600	 0079872734367,00	
845250601	 0070850718165,00	
845250602	 0009022016202,00	
845250603	 0000000000000,00	
845250609	 0000000000000,00	
845500000	 0213031490245,00	
845500100	 0008805423114,00	
845500200	 0000000000000,00	
845500300	 0001109291651,00	
845500400	 0000000000000,00	
845500500	 0203116775480,00	
845500501	 0022347664021,00	
845500502	 0048020586105,00	
845500503	 0000000000000,00	
845500504	 0000371925027,00	
845500509	 0132376600327,00	
845500600	 0000000000000,00	
846100000	 0000000000000,00	
847000000	 0001713159271,00	
847100000	 0002939832973,00	
847100100	 0000033600607,00	
847100200	 0001810366808,00	
847100300	 0000303221943,00	
847100400	 0000459793390,00	
847100500	 0000041929534,00	
847100600	 0000009219551,00	
847100700	 0000281701140,00	
847200000	 0001226673702,00	
847200100	 0000035769855,00	
847200200	 0001164991165,00	
847200300	 0000000000000,00	
847200400	 0000006700002,00	
847200500	 0000012373561,00	
847200600	 0000000000000,00	
847200700	 0000006839119,00	
851000000	 20741395898420,00	
851100000	 0599864219122,00	
851200000	 20141531679298,00	
852000000	 1750562004612,00	
852100000	 0000000000000,00	
852200000	 1750562004612,00	
853000000	 0424777955785,00	
853100000	 0000000000000,00	
853200000	 0424777955785,00	
854000000	 18346474967719,00	
854200000	 4253012630579,00	
854300000	 10743294661743,00	
854400000	 3350167675397,00	
855000000	 0775142109532,00	
855200000	 0334350945178,00	
855300000	 0258171967062,00	
855400000	 0182619197292,00	
856050000	 6203032934787,00	
856050100	 0322448990165,00	
856050200	 0321336772444,00	
856050300	 0000000000000,00	
856050400	 2230193249749,00	
856050500	 2502117738908,00	
856050600	 0000000000000,00	
856050800	 0826936183521,00	
856050900	 0000000000000,00	
856150000	 0086562678710,00	
856150100	 0002955502235,00	
