999	SISTEMA FINANCIERO
411000000	 3276334266279,00	
411100000	 2873460846602,00	
411150000	 0012500715077,00	
411150100	 0003710656352,00	
411150101	 0003666735300,00	
411150102	 0000043921052,00	
411150103	 0000000000000,00	
411150200	 0000867810587,00	
411150201	 0000867810587,00	
411150202	 0000000000000,00	
411150203	 0000000000000,00	
411150300	 0007764351532,00	
411150301	 0007764351532,00	
411150302	 0000000000000,00	
411150400	 0000157896606,00	
411150401	 0000157896606,00	
411150402	 0000000000000,00	
411200000	 0040089373051,00	
411200100	 0029996792618,00	
411200101	 0000239270739,00	
411200102	 0029757521879,00	
411200109	 0000000000000,00	
411200200	 0001122364904,00	
411200201	 0000193736998,00	
411200202	 0000572745629,00	
411200209	 0000355882277,00	
411200300	 0008970215529,00	
411200301	 0000000000000,00	
411200302	 0001189118771,00	
411200303	 0000133817711,00	
411200304	 0000156021757,00	
411200309	 0007491257290,00	
411250000	 0035013513426,00	
411250100	 0002933338978,00	
411250101	 0002842547309,00	
411250102	 0000087291669,00	
411250103	 0000000000000,00	
411250104	 0000000000000,00	
411250105	 0000000000000,00	
411250106	 0000000000000,00	
411250107	 0000000000000,00	
411250190	 0000003500000,00	
411250200	 0003409087243,00	
411250201	 0001058622061,00	
411250202	 0000386710193,00	
411250203	 0000000000000,00	
411250204	 0000002168976,00	
411250205	 0000002202287,00	
411250206	 0000892273614,00	
411250207	 0000000000000,00	
411250208	 0000000000000,00	
411250290	 0001067110112,00	
411250300	 0028671087205,00	
411250301	 0000000000000,00	
411250302	 0026763268478,00	
411250309	 0001907818727,00	
411250400	 0000000000000,00	
411250401	 0000000000000,00	
411250402	 0000000000000,00	
411250409	 0000000000000,00	
411280000	 1332012769781,00	
411280100	 1070890539101,00	
411280101	 0965734945266,00	
411280102	 0063842973219,00	
411280103	 0003292299219,00	
411280104	 0001127490172,00	
411280105	 0002459854392,00	
411280106	 0034432976833,00	
411280200	 0051769496277,00	
411280201	 0006613335324,00	
411280202	 0020018633815,00	
411280203	 0000531149197,00	
411280204	 0018351935132,00	
411280205	 0000072175154,00	
411280209	 0006182267655,00	
411280300	 0028941738536,00	
411280400	 0007151923329,00	
411280500	 0042292847665,00	
411280501	 0030725025415,00	
411280502	 0011567822250,00	
411280600	 0105295930016,00	
411280601	 0041214021236,00	
411280602	 0064081908780,00	
411280700	 0024759771606,00	
411280701	 0023210323299,00	
411280702	 0000166266241,00	
411280709	 0001383182066,00	
411280900	 0000910523251,00	
411280901	 0000000000000,00	
411280902	 0000087181329,00	
411280990	 0000823341922,00	
411350000	 0503282955497,00	
411350100	 0005579660490,00	
411350200	 0029883849279,00	
411350300	 0000707289158,00	
411350400	 0457403823123,00	
411350401	 0224529190303,00	
411350402	 0232874632820,00	
411350500	 0007099536894,00	
411350900	 0002608796553,00	
411350901	 0002040787700,00	
411350902	 0000091780180,00	
411350903	 0000000000000,00	
411350990	 0000476228673,00	
411380000	 0868048939898,00	
411380100	 0420892993485,00	
411380200	 0059897383752,00	
411380300	 0382872142263,00	
411380400	 0000103100788,00	
411380900	 0004283319610,00	
411380901	 0000339151914,00	
411380990	 0003944167696,00	
411450000	 0082512579872,00	
411450100	 0060811602500,00	
411450101	 0000002528459,00	
411450102	 0023729490711,00	
411450109	 0037079583330,00	
411450200	 0001032209217,00	
411450201	 0000000000000,00	
411450202	 0001032209217,00	
411450209	 0000000000000,00	
411450300	 0000000460866,00	
411450400	 0002110150720,00	
411450900	 0018558156569,00	
411700000	 0337825937237,00	
411720000	 0336399420480,00	
411720100	 0274975025628,00	
411720101	 0217564992414,00	
411720102	 0056654828277,00	
411720109	 0000755204937,00	
411720200	 0033770526370,00	
411720201	 0027725653821,00	
411720202	 0004121903673,00	
411720209	 0001922968876,00	
411720300	 0027653868482,00	
411720301	 0005202780971,00	
411720302	 0014740767778,00	
411720303	 0001434989676,00	
411720304	 0001211743793,00	
411720309	 0005063586264,00	
411740000	 0001426516757,00	
411740100	 0000951684490,00	
411740101	 0000000000000,00	
411740102	 0000951684490,00	
411740103	 0000000000000,00	
411740104	 0000000000000,00	
411740200	 0000474832267,00	
411800000	 0065047482440,00	
411800100	 0225072924299,00	
411800200	-0141442395558,00	
411800300	-0018583046301,00	
412000000	-1332925635249,00	
412100000	-1057087846367,00	
412150000	-0055770564273,00	
412150100	-0035304383894,00	
412150101	 0000000000000,00	
412150102	 0000000000000,00	
412150103	-0035135668802,00	
412150104	-0000168715092,00	
412150200	-0014331761256,00	
412150201	 0000000000000,00	
412150202	-0014331761256,00	
412150300	 0000000000000,00	
412150500	-0006134419123,00	
412180000	-0611191827045,00	
412180100	-0576961619039,00	
412180200	-0028208543596,00	
412180201	-0023546463436,00	
412180202	-0004662080160,00	
412180300	-0006021664410,00	
412180301	 0000000000000,00	
412180302	 0000000000000,00	
412180390	-0006021664410,00	
412250000	-0023129769866,00	
412250100	-0008150444642,00	
412250101	-0007879406692,00	
412250102	-0000271037950,00	
412250103	 0000000000000,00	
412250200	-0000780620928,00	
412250201	-0000553258952,00	
412250202	 0000000000000,00	
412250203	-0000227361976,00	
412250300	-0013514164231,00	
412250301	-0013514164231,00	
412250302	 0000000000000,00	
412250400	-0000684540065,00	
412250401	-0000684540065,00	
412250402	 0000000000000,00	
412280000	-0065779914360,00	
412280100	-0019987687100,00	
412280110	-0000022034591,00	
