051	BANCO FALABELLA
8110000	 0000000260775,00	
8111000	 0000000000000,00	
8113000	 0000000005467,00	
8114000	 0000000031409,00	
8115000	 0000000223899,00	
8130000	 0000000287556,00	
8131000	 0000000000000,00	
8133000	 0000000001301,00	
8134000	 0000000001257,00	
8135000	 0000000284998,00	
8140000	 0000000072265,00	
8141000	 0000000000000,00	
8143000	 0000000000715,00	
8144000	 0000000001238,00	
8145000	 0000000070312,00	
8310000	 0000003347305,00	
8311000	 0000000000000,00	
8312000	 0000000000000,00	
8314000	 0000000000000,00	
8315000	 0000000000000,00	
8315100	 0000000000000,00	
8315200	 0000000000000,00	
8317000	 0000003347262,00	
8318000	 0000000000043,00	
8318100	 0000000000043,00	
8318900	 0000000000000,00	
8319000	 0000000000000,00	
8510000	 0000000000003,00	
8511000	 0000000000000,00	
8513000	 0000000000003,00	
8520000	 0000000000000,00	
8521000	 0000000000000,00	
8523000	 0000000000000,00	
8530000	 0000000000000,00	
8531000	 0000000000000,00	
8533000	 0000000000000,00	
8540000	 0000003650662,00	
8543000	 0000000080777,00	
8544000	 0000000459621,00	
8545000	 0000003110264,00	
8560000	 0000000260775,00	
8563000	 0000000005467,00	
8564000	 0000000031409,00	
8565000	 0000000223899,00	
8610000	 0000000002500,00	
8620000	 0000000000000,00	
8630000	 0000000000000,00	
8640000	 0000003340975,00	
8660000	 0000000003830,00	
8700000	 0000000004424,00	
8710000	 0000000005536,00	
8711000	 0000000000136,00	
8712000	 0000000004622,00	
8713000	 0000000000094,00	
8714000	 0000000000139,00	
8715000	 0000000000090,00	
8716000	 0000000000100,00	
8717000	 0000000000355,00	
8720000	 0000000001112,00	
8721000	 0000000000000,00	
8722000	 0000000001071,00	
8723000	 0000000000013,00	
8724000	 0000000000000,00	
8725000	 0000000000000,00	
8726000	 0000000000013,00	
8727000	 0000000000015,00	
8910000	 0000000138933,00	
8911000	 0000000000000,00	
8913000	 0000000003970,00	
8914000	 0000000019876,00	
8915000	 0000000115087,00	
