049	BANCO SECURITY
8110000	 0000000274793,00	
8111000	 0000000000000,00	
8113000	 0000000240879,00	
8114000	 0000000011618,00	
8115000	 0000000022296,00	
8130000	 0000000037179,00	
8131000	 0000000000000,00	
8133000	 0000000016756,00	
8134000	 0000000000199,00	
8135000	 0000000020224,00	
8140000	 0000000003804,00	
8141000	 0000000000000,00	
8143000	 0000000000887,00	
8144000	 0000000000307,00	
8145000	 0000000002610,00	
8310000	 0000001189866,00	
8311000	 0000000017375,00	
8312000	 0000000000000,00	
8314000	 0000000008724,00	
8315000	 0000000273747,00	
8315100	 0000000230800,00	
8315200	 0000000042947,00	
8317000	 0000000890020,00	
8318000	 0000000000000,00	
8318100	 0000000000000,00	
8318900	 0000000000000,00	
8319000	 0000000000000,00	
8510000	 0000003681966,00	
8511000	 0000000000570,00	
8513000	 0000003681396,00	
8520000	 0000000612195,00	
8521000	 0000000000000,00	
8523000	 0000000612195,00	
8530000	 0000000200685,00	
8531000	 0000000000000,00	
8533000	 0000000200685,00	
8540000	 0000001503766,00	
8543000	 0000000248177,00	
8544000	 0000000733932,00	
8545000	 0000000521657,00	
8560000	 0000000053204,00	
8563000	 0000000019290,00	
8564000	 0000000011618,00	
8565000	 0000000022296,00	
8610000	 0000000412983,00	
8620000	 0000000012762,00	
8630000	 0000000012396,00	
8640000	 0000000751482,00	
8660000	 0000000000243,00	
8700000	 0000000000612,00	
8710000	 0000000000842,00	
8711000	 0000000000000,00	
8712000	 0000000000447,00	
8713000	 0000000000000,00	
8714000	 0000000000000,00	
8715000	 0000000000081,00	
8716000	 0000000000003,00	
8717000	 0000000000311,00	
8720000	 0000000000230,00	
8721000	 0000000000044,00	
8722000	 0000000000104,00	
8723000	 0000000000000,00	
8724000	 0000000000000,00	
8725000	 0000000000080,00	
8726000	 0000000000000,00	
8727000	 0000000000002,00	
8910000	 0000000093815,00	
8911000	 0000000000000,00	
8913000	 0000000075643,00	
8914000	 0000000009365,00	
8915000	 0000000008807,00	
