014	SCOTIABANK CHILE
8110000	 0000000518650,00	
8111000	 0000000000000,00	
8113000	 0000000232030,00	
8114000	 0000000186473,00	
8115000	 0000000100147,00	
8130000	 0000000081132,00	
8131000	 0000000000000,00	
8133000	 0000000012585,00	
8134000	 0000000001593,00	
8135000	 0000000066954,00	
8140000	 0000000024047,00	
8141000	 0000000000000,00	
8143000	 0000000003890,00	
8144000	 0000000002038,00	
8145000	 0000000018119,00	
8310000	 0000004047051,00	
8311000	 0000000099647,00	
8312000	 0000000008159,00	
8314000	 0000000041702,00	
8315000	 0000000366554,00	
8315100	 0000000148492,00	
8315200	 0000000218062,00	
8317000	 0000003072963,00	
8318000	 0000000458026,00	
8318100	 0000000458026,00	
8318900	 0000000000000,00	
8319000	 0000000000000,00	
8510000	 0000003319952,00	
8511000	 0000000005096,00	
8513000	 0000003314856,00	
8520000	 0000000115804,00	
8521000	 0000000000000,00	
8523000	 0000000115804,00	
8530000	 0000000066404,00	
8531000	 0000000000000,00	
8533000	 0000000066404,00	
8540000	 0000005970405,00	
8543000	 0000001125377,00	
8544000	 0000003258128,00	
8545000	 0000001586900,00	
8560000	 0000000390811,00	
8563000	 0000000104191,00	
8564000	 0000000186473,00	
8565000	 0000000100147,00	
8610000	 0000000595679,00	
8620000	 0000000003107,00	
8630000	 0000000002795,00	
8640000	 0000003434076,00	
8660000	 0000000011394,00	
