012	BANCO DEL ESTADO DE CHILE
8110000	 0000001729337,00	
8111000	 0000000000000,00	
8113000	 0000000510632,00	
8114000	 0000001042651,00	
8115000	 0000000176054,00	
8130000	 0000000104867,00	
8131000	 0000000000000,00	
8133000	 0000000030454,00	
8134000	 0000000007881,00	
8135000	 0000000066532,00	
8140000	 0000000037195,00	
8141000	 0000000000000,00	
8143000	 0000000009932,00	
8144000	 0000000013469,00	
8145000	 0000000013794,00	
8310000	 0000004605121,00	
8311000	 0000000465601,00	
8312000	 0000000051932,00	
8314000	 0000000056048,00	
8315000	 0000001402219,00	
8315100	 0000001224040,00	
8315200	 0000000178179,00	
8317000	 0000001421892,00	
8318000	 0000001207429,00	
8318100	 0000000790717,00	
8318900	 0000000416712,00	
8319000	 0000000000000,00	
8510000	 0000008868559,00	
8511000	 0000000816573,00	
8513000	 0000008051986,00	
8520000	 0000000373712,00	
8521000	 0000000000000,00	
8523000	 0000000373712,00	
8530000	 0000000173036,00	
8531000	 0000000000000,00	
8533000	 0000000173036,00	
8540000	 0000011800932,00	
8543000	 0000002772072,00	
8544000	 0000007456729,00	
8545000	 0000001572131,00	
8560000	 0000001486686,00	
8563000	 0000000267981,00	
8564000	 0000001042651,00	
8565000	 0000000176054,00	
8610000	 0000002830624,00	
8620000	 0000000019270,00	
8630000	 0000000003128,00	
8640000	 0000001740067,00	
8660000	 0000000012032,00	
