055	BANCO CONSORCIO
8110000	 0000000048257,00	
8111000	 0000000000000,00	
8113000	 0000000045782,00	
8114000	 0000000000574,00	
8115000	 0000000001901,00	
8130000	 0000000002050,00	
8131000	 0000000000000,00	
8133000	 0000000000291,00	
8134000	 0000000000045,00	
8135000	 0000000001714,00	
8140000	 0000000000523,00	
8141000	 0000000000000,00	
8143000	 0000000000000,00	
8144000	 0000000000000,00	
8145000	 0000000000523,00	
8310000	 0000000069870,00	
8311000	 0000000000000,00	
8312000	 0000000007796,00	
8314000	 0000000000000,00	
8315000	 0000000050757,00	
8315100	 0000000047157,00	
8315200	 0000000003600,00	
8317000	 0000000011317,00	
8318000	 0000000000000,00	
8318100	 0000000000000,00	
8318900	 0000000000000,00	
8319000	 0000000000000,00	
8510000	 0000001674087,00	
8511000	 0000000000000,00	
8513000	 0000001674087,00	
8520000	 0000000067530,00	
8521000	 0000000000000,00	
8523000	 0000000067530,00	
8530000	 0000000025262,00	
8531000	 0000000000000,00	
8533000	 0000000025262,00	
8540000	 0000000163377,00	
8543000	 0000000006444,00	
8544000	 0000000090111,00	
8545000	 0000000066822,00	
8560000	 0000000002483,00	
8563000	 0000000000008,00	
8564000	 0000000000574,00	
8565000	 0000000001901,00	
8610000	 0000000065306,00	
8620000	 0000000002901,00	
8630000	 0000000000597,00	
8640000	 0000000001065,00	
8660000	 0000000000001,00	
