049	BANCO SECURITY
8110000	 0000000448458,00	
8111000	 0000000000000,00	
8113000	 0000000415680,00	
8114000	 0000000012353,00	
8115000	 0000000020425,00	
8130000	 0000000012092,00	
8131000	 0000000000000,00	
8133000	 0000000006806,00	
8134000	 0000000000072,00	
8135000	 0000000005214,00	
8140000	 0000000001745,00	
8141000	 0000000000000,00	
8143000	 0000000000703,00	
8144000	 0000000000000,00	
8145000	 0000000001042,00	
8310000	 0000001164858,00	
8311000	 0000000016150,00	
8312000	 0000000000000,00	
8314000	 0000000019794,00	
8315000	 0000000229503,00	
8315100	 0000000151067,00	
8315200	 0000000078436,00	
8317000	 0000000899411,00	
8318000	 0000000000000,00	
8318100	 0000000000000,00	
8318900	 0000000000000,00	
8319000	 0000000000000,00	
8510000	 0000003623286,00	
8511000	 0000000001855,00	
8513000	 0000003621431,00	
8520000	 0000000888695,00	
8521000	 0000000000000,00	
8523000	 0000000888695,00	
8530000	 0000000258529,00	
8531000	 0000000000000,00	
8533000	 0000000258529,00	
8540000	 0000001444968,00	
8543000	 0000000302603,00	
8544000	 0000000728842,00	
8545000	 0000000413523,00	
8560000	 0000000067627,00	
8563000	 0000000034849,00	
8564000	 0000000012353,00	
8565000	 0000000020425,00	
8610000	 0000000368706,00	
8620000	 0000000026007,00	
8630000	 0000000003529,00	
8640000	 0000000765033,00	
8660000	 0000000001583,00	
8700000	 0000000000152,00	
8710000	 0000000000221,00	
8711000	 0000000000000,00	
8712000	 0000000000194,00	
8713000	 0000000000009,00	
8714000	 0000000000000,00	
8715000	 0000000000000,00	
8716000	 0000000000001,00	
8717000	 0000000000017,00	
8720000	 0000000000069,00	
8721000	 0000000000001,00	
8722000	 0000000000068,00	
8723000	 0000000000000,00	
8724000	 0000000000000,00	
8725000	 0000000000000,00	
8726000	 0000000000000,00	
8727000	 0000000000000,00	
8910000	 0000000111770,00	
8911000	 0000000000000,00	
8913000	 0000000098000,00	
8914000	 0000000008668,00	
8915000	 0000000005102,00	
