039	ITAÚ CORPBANCA
8110000	 0000001665860,00	
8111000	 0000000000000,00	
8113000	 0000001299142,00	
8114000	 0000000224473,00	
8115000	 0000000142245,00	
8130000	 0000000074689,00	
8131000	 0000000000000,00	
8133000	 0000000027732,00	
8134000	 0000000003270,00	
8135000	 0000000043687,00	
8140000	 0000000018228,00	
8141000	 0000000000000,00	
8143000	 0000000005595,00	
8144000	 0000000001370,00	
8145000	 0000000011263,00	
8310000	 0000006687701,00	
8311000	 0000000454022,00	
8312000	 0000000002201,00	
8314000	 0000000193073,00	
8315000	 0000001408267,00	
8315100	 0000000885420,00	
8315200	 0000000522847,00	
8317000	 0000003890671,00	
8318000	 0000000739467,00	
8318100	 0000000500679,00	
8318900	 0000000238788,00	
8319000	 0000000000000,00	
8510000	 0000010842103,00	
8511000	 0000000022249,00	
8513000	 0000010819854,00	
8520000	 0000000847630,00	
8521000	 0000000000000,00	
8523000	 0000000847630,00	
8530000	 0000000793090,00	
8531000	 0000000000000,00	
8533000	 0000000793090,00	
8540000	 0000009504363,00	
8543000	 0000001945512,00	
8544000	 0000005244389,00	
8545000	 0000002314462,00	
8560000	 0000000577212,00	
8563000	 0000000210494,00	
8564000	 0000000224473,00	
8565000	 0000000142245,00	
8610000	 0000002602850,00	
8620000	 0000000060124,00	
8630000	 0000000008948,00	
8640000	 0000004007094,00	
8660000	 0000000008685,00	
8700000	 0000000001972,00	
8710000	 0000000002649,00	
8711000	 0000000000016,00	
8712000	 0000000001872,00	
8713000	 0000000000084,00	
8714000	 0000000000000,00	
8715000	 0000000000011,00	
8716000	 0000000000029,00	
8717000	 0000000000637,00	
8720000	 0000000000677,00	
8721000	 0000000000048,00	
8722000	 0000000000509,00	
8723000	 0000000000021,00	
8724000	 0000000000000,00	
8725000	 0000000000085,00	
8726000	 0000000000014,00	
8727000	 0000000000000,00	
8910000	 0000000542427,00	
8911000	 0000000000000,00	
8913000	 0000000426747,00	
8914000	 0000000072008,00	
8915000	 0000000043672,00	
