001	BANCO DE CHILE
811000000	 0977111387117,00	
811100000	 0000000000000,00	
811100100	 0000000000000,00	
811100200	 0000000000000,00	
811200000	 0477112086343,00	
811200100	 0393991698191,00	
811200101	 0393757602951,00	
811200102	 0000000000000,00	
811200103	 0000234095240,00	
811200104	 0000000000000,00	
811200600	 0017269057534,00	
811200700	 0003754146500,00	
811200800	 0002992718497,00	
811200900	 0000469890924,00	
811201000	 0044453372191,00	
811201100	 0002639423567,00	
811201200	 0011541778939,00	
811300000	 0284939289840,00	
811300100	 0000320072323,00	
811300200	 0000797286436,00	
811300300	 0000000000000,00	
811300400	 0282328047844,00	
811300500	 0000000000000,00	
811300600	 0001493883237,00	
811400000	 0215060010934,00	
811400100	 0190425636018,00	
811400200	 0003717980001,00	
811400300	 0019942205062,00	
811400400	 0000000000000,00	
811400500	 0000974189853,00	
812000000	 0300817852807,00	
812100000	 0000000000000,00	
812100100	 0000000000000,00	
812100200	 0000000000000,00	
812200000	 0191026357935,00	
812200100	 0157134918481,00	
812200101	 0127505901728,00	
812200102	 0000000000000,00	
812200103	 0029629016753,00	
812200104	 0000000000000,00	
812200600	 0012191666846,00	
812200700	 0000000000000,00	
812200800	 0002905917400,00	
812200900	 0000147524846,00	
812201000	 0007667162961,00	
812201100	 0001299789871,00	
812201200	 0009679377530,00	
812300000	 0070300353375,00	
812300100	 0000164389973,00	
812300200	 0000174599867,00	
812300300	 0000000000000,00	
812300400	 0069429817868,00	
812300500	 0000000000000,00	
812300600	 0000531545667,00	
812400000	 0039491141497,00	
812400100	 0034032521173,00	
812400200	 0000000000000,00	
812400300	 0005458620324,00	
812400400	 0000000000000,00	
812400500	 0000000000000,00	
813000000	 0015199203193,00	
813100000	 0000000000000,00	
813100100	 0000000000000,00	
813100200	 0000000000000,00	
813200000	 0005188078049,00	
813200100	 0004028843671,00	
813200101	 0003217428657,00	
813200102	 0000000000000,00	
813200103	 0000811415014,00	
813200104	 0000000000000,00	
813200600	 0000000000000,00	
813200700	 0000017823434,00	
813200800	 0000282418329,00	
