051	BANCO FALABELLA
8110000	 0000000116009,00	
8111000	 0000000000000,00	
8113000	 0000000004809,00	
8114000	 0000000027127,00	
8115000	 0000000084073,00	
8130000	 0000000102579,00	
8131000	 0000000000000,00	
8133000	 0000000001372,00	
8134000	 0000000000597,00	
8135000	 0000000100610,00	
8140000	 0000000074664,00	
8141000	 0000000000000,00	
8143000	 0000000000516,00	
8144000	 0000000000326,00	
8145000	 0000000073822,00	
8310000	 0000004324153,00	
8311000	 0000000000000,00	
8312000	 0000000000000,00	
8314000	 0000000000000,00	
8315000	 0000000000000,00	
8315100	 0000000000000,00	
8315200	 0000000000000,00	
8317000	 0000004324129,00	
8318000	 0000000000024,00	
8318100	 0000000000024,00	
8318900	 0000000000000,00	
8319000	 0000000000000,00	
8510000	 0000000000000,00	
8511000	 0000000000000,00	
8513000	 0000000000000,00	
8520000	 0000000000000,00	
8521000	 0000000000000,00	
8523000	 0000000000000,00	
8530000	 0000000000000,00	
8531000	 0000000000000,00	
8533000	 0000000000000,00	
8540000	 0000003667410,00	
8543000	 0000000069353,00	
8544000	 0000000549485,00	
8545000	 0000003048572,00	
8560000	 0000000116007,00	
8563000	 0000000004807,00	
8564000	 0000000027127,00	
8565000	 0000000084073,00	
8610000	 0000000002000,00	
8620000	 0000000000000,00	
8630000	 0000000000000,00	
8640000	 0000004317624,00	
8660000	 0000000004529,00	
8700000	 0000000010239,00	
8710000	 0000000013556,00	
8711000	 0000000000002,00	
8712000	 0000000009674,00	
8713000	 0000000000812,00	
8714000	 0000000000077,00	
8715000	 0000000000000,00	
8716000	 0000000000582,00	
8717000	 0000000002409,00	
8720000	 0000000003317,00	
8721000	 0000000000000,00	
8722000	 0000000002427,00	
8723000	 0000000000000,00	
8724000	 0000000000000,00	
8725000	 0000000000000,00	
8726000	 0000000000141,00	
8727000	 0000000000749,00	
8910000	 0000000051550,00	
8911000	 0000000000000,00	
8913000	 0000000003774,00	
8914000	 0000000010108,00	
8915000	 0000000037668,00	
