016	BANCO DE CRÉDITO E INVERSIONES
811000000	 1512297308957,00	
811100000	 0000000000000,00	
811100100	 0000000000000,00	
811100200	 0000000000000,00	
811200000	 1015585440332,00	
811200100	 0923662889215,00	
811200101	 0912426170332,00	
811200102	 0010159124664,00	
811200103	 0001077594219,00	
811200104	 0000000000000,00	
811200600	 0002547923484,00	
811200700	 0009063453535,00	
811200800	 0005836476751,00	
811200900	 0003883012732,00	
811201000	 0048726360333,00	
811201100	 0017277913874,00	
811201200	 0004587410408,00	
811300000	 0262224254084,00	
811300100	 0000137095625,00	
811300200	 0016380196070,00	
811300300	 0000000000000,00	
811300400	 0240399737048,00	
811300500	 0000000000000,00	
811300600	 0005307225341,00	
811400000	 0234487614541,00	
811400100	 0134825728934,00	
811400200	 0011444892142,00	
811400300	 0088017138852,00	
811400400	 0000000000000,00	
811400500	 0000199854613,00	
812000000	 0560821107428,00	
812100000	 0000000000000,00	
812100100	 0000000000000,00	
812100200	 0000000000000,00	
812200000	 0351600554225,00	
812200100	 0301092386804,00	
812200101	 0300913498977,00	
812200102	 0000000000000,00	
812200103	 0000178887827,00	
812200104	 0000000000000,00	
812200600	 0000000000000,00	
812200700	 0003598934842,00	
812200800	 0004687540753,00	
812200900	 0000000000000,00	
812201000	 0021947047424,00	
812201100	 0016830494263,00	
812201200	 0003444150139,00	
812300000	 0167183350095,00	
812300100	 0000122508246,00	
812300200	 0000142200380,00	
812300300	 0000000000000,00	
812300400	 0166090369006,00	
812300500	 0000000000000,00	
812300600	 0000828272463,00	
812400000	 0042037203108,00	
812400100	 0028227122619,00	
812400200	 0002095405388,00	
812400300	 0011691307421,00	
812400400	 0000000000000,00	
812400500	 0000023367680,00	
813000000	 0234810322376,00	
813100000	 0000000000000,00	
813100100	 0000000000000,00	
813100200	 0000000000000,00	
813200000	 0087856759268,00	
813200100	 0071519488608,00	
813200101	 0058312513784,00	
813200102	 0006982605581,00	
813200103	 0006224369243,00	
813200104	 0000000000000,00	
813200600	 0000000000000,00	
813200700	 0000000000000,00	
813200800	 0001738968187,00	
813200900	 0003111544352,00	
813201000	 0003779110560,00	
813201100	 0006887749119,00	
813201200	 0000819898442,00	
813300000	 0007002615187,00	
813300100	 0000000000000,00	
813300200	 0000000000000,00	
813300300	 0000000000000,00	
813300400	 0007002615187,00	
813300500	 0000000000000,00	
813300600	 0000000000000,00	
813400000	 0139950947921,00	
813400100	 0062296846097,00	
813400200	 0005049522965,00	
813400300	 0072604578859,00	
813400400	 0000000000000,00	
813400500	 0000000000000,00	
814000000	 0061271229607,00	
814100000	 0000000000000,00	
814100100	 0000000000000,00	
814100200	 0000000000000,00	
814200000	 0022941957973,00	
814200100	 0020284399425,00	
814200101	 0016789430589,00	
814200102	 0000000000000,00	
814200103	 0003494968836,00	
814200104	 0000000000000,00	
814200600	 0000000000000,00	
814200700	 0000000000000,00	
814200800	 0000000000000,00	
814200900	 0000884463504,00	
814201000	 0000298518351,00	
814201100	 0001424148214,00	
814201200	 0000050428479,00	
814300000	 0003710799184,00	
814300100	 0000028726496,00	
814300200	 0000000000000,00	
814300300	 0000000000000,00	
814300400	 0003682072688,00	
814300500	 0000000000000,00	
814300600	 0000000000000,00	
814400000	 0034618472450,00	
814400100	 0021043972183,00	
814400200	 0000932261769,00	
814400300	 0012636722813,00	
814400400	 0000000000000,00	
814400500	 0000005515685,00	
821000000	 49753614436864,00	
821100000	 0921918339382,00	
821100100	 0000000000000,00	
821100200	 0921918339382,00	
821200000	 31660595055190,00	
821200100	 26853052808570,00	
821200101	 13077631443072,00	
821200102	 6141821551170,00	
821200103	 7633599814328,00	
821200104	 0000000000000,00	
821200600	 1424031729151,00	
821200700	 0289133762071,00	
821200800	 0065594642343,00	
821200900	 1215862800674,00	
821201000	 1671836332302,00	
821201100	 0135768843992,00	
821201200	 0005314136087,00	
821300000	 12864768832625,00	
821300100	 0001875945069,00	
821300200	 3170469379314,00	
821300300	 9587052790847,00	
821300400	 0000000000000,00	
821300500	 0000000000000,00	
821300600	 0105370717395,00	
821400000	 4306332209667,00	
821400100	 1970133075517,00	
821400200	 0099794375049,00	
821400300	 2181656380289,00	
821400400	 0000327736338,00	
821400500	 0054420642474,00	
831000000	 13600633733555,00	
831100000	 0387228596120,00	
831100100	 0000000000000,00	
831100200	 0387228596120,00	
831200000	 0376458144654,00	
831300000	 0000000000000,00	
831500000	 2772517904645,00	
831500100	 1758398780100,00	
831500200	 1014119124545,00	
831600000	 4275468984638,00	
831600100	 0000000000000,00	
831600200	 0000000000000,00	
831600300	 0000598218200,00	
831600400	 4274870766438,00	
831600500	 0000000000000,00	
831700000	 4775039521920,00	
831700100	 3992391465556,00	
831700200	 0346290945628,00	
831700300	 0436357110736,00	
831700400	 0000000000000,00	
831700500	 0000000000000,00	
831800000	 1013920581578,00	
831800100	 0002445942532,00	
831800200	 1011474639046,00	
831900000	 0000000000000,00	
832000000	 8051634800159,00	
832100000	 0259079094511,00	
832100100	 0061576265043,00	
832100200	 0197502829468,00	
832300000	 0000000000000,00	
832300100	 0000000000000,00	
832300200	 0000000000000,00	
832300300	 0000000000000,00	
832500000	 0000000000000,00	
832500100	 0000000000000,00	
832500200	 0000000000000,00	
832500300	 0000000000000,00	
832700000	 7792555705648,00	
832700100	 7790275003936,00	
832700101	 0000000000000,00	
832700102	 7790275003936,00	
832700103	 0000000000000,00	
832700104	 0000000000000,00	
832700200	 0002280701712,00	
832700201	 0000000000000,00	
832700202	 0002280701712,00	
832700203	 0000000000000,00	
832700204	 0000000000000,00	
833000000	 0069684110235,00	
833050000	 0000000000000,00	
833050100	 0000000000000,00	
833050200	 0000000000000,00	
833100000	 0069684110235,00	
833200000	 0000000000000,00	
833300000	 0000000000000,00	
833300100	 0000000000000,00	
833300200	 0000000000000,00	
833300300	 0000000000000,00	
833350000	 0000000000000,00	
833360000	 0000000000000,00	
833370000	 0000000000000,00	
833380000	 0000000000000,00	
833400000	 0000000000000,00	
833410000	 0000000000000,00	
833420000	 0000000000000,00	
833500000	 0027060083025,00	
833500100	 0000000000000,00	
833500200	 0000000000000,00	
833500300	 0000000000000,00	
833500400	 0000000000000,00	
833500500	 0000000000000,00	
833500600	 0027060083025,00	
833500700	 0000000000000,00	
841000000	 0000000000000,00	
841000100	 0000000000000,00	
841000200	 0000000000000,00	
841000300	 0000000000000,00	
841000400	 0000000000000,00	
841000500	 0000000000000,00	
841000600	 0000000000000,00	
841000700	 0000000000000,00	
842000000	 0000000000000,00	
842000100	 0000000000000,00	
842000200	 0000000000000,00	
843000000	 0000000000000,00	
843000100	 0000000000000,00	
843000200	 0000000000000,00	
843000300	 0000000000000,00	
843000400	 0000000000000,00	
843000500	 0000000000000,00	
843500000	 0000000000000,00	
843500100	 0000000000000,00	
843500200	 0000000000000,00	
843500300	 0000000000000,00	
843500400	 0000000000000,00	
843500500	 0000000000000,00	
843500600	 0000000000000,00	
844100000	 0000000000000,00	
844200000	 0000000000000,00	
844300000	 0000000000000,00	
844400000	 0655910968240,00	
844400100	 0655910968240,00	
844400200	 0000000000000,00	
844500000	 0891741726900,00	
844500100	 0480642966900,00	
844500200	 0000000000000,00	
844500300	 0411098760000,00	
844600000	 0000678960912,00	
845250000	 0610749722867,00	
845250100	 0028479557984,00	
845250200	 0000000000000,00	
845250300	 0015494346580,00	
845250400	 0000000000000,00	
845250500	 0541154549264,00	
845250501	 0291313803651,00	
845250502	 0002181059705,00	
845250503	 0049542501133,00	
845250504	 0033882924158,00	
845250505	 0000000000000,00	
845250509	 0164234260617,00	
845250600	 0025621269039,00	
845250601	 0000000000000,00	
845250602	 0025621269039,00	
845250603	 0000000000000,00	
845250609	 0000000000000,00	
845500000	 0218119482781,00	
845500100	 0008114336201,00	
845500200	 0000000000000,00	
845500300	 0001154978182,00	
845500400	 0000000000000,00	
845500500	 0208850168398,00	
845500501	 0019341889166,00	
845500502	 0001035497568,00	
845500503	 0000000000000,00	
845500504	 0000372132927,00	
845500509	 0188100648737,00	
845500600	 0000000000000,00	
846100000	 0000000000000,00	
847000000	 0010889711348,00	
847100000	 0013373371370,00	
847100100	 0000123525394,00	
847100200	 0005986855506,00	
847100300	 0000810917068,00	
847100400	 0001076733496,00	
847100500	 0000226782478,00	
847100600	 0000289147467,00	
847100700	 0004859409961,00	
847200000	 0002483660022,00	
847200100	 0000036118711,00	
847200200	 0002170896858,00	
847200300	 0000009747079,00	
847200400	 0000039723224,00	
847200500	 0000112728695,00	
847200600	 0000051318930,00	
847200700	 0000063126525,00	
851000000	 25850019881753,00	
851100000	 0928013433227,00	
851200000	 24922006448526,00	
852000000	 1616387133967,00	
852100000	 0000000000000,00	
852200000	 1616387133967,00	
853000000	 0525357960564,00	
853100000	 0000000000000,00	
