037	BANCO SANTANDER-CHILE
811000000	 1728313916899,00	
811100000	 0000000000000,00	
811100100	 0000000000000,00	
811100200	 0000000000000,00	
811200000	 1183078588887,00	
811200100	 1008437610732,00	
811200101	 1008428952658,00	
811200102	 0000000000000,00	
811200103	 0000008658074,00	
811200104	 0000000000000,00	
811200600	 0028587475998,00	
811200700	 0010068632622,00	
811200800	 0007858322654,00	
811200900	 0006214432662,00	
811201000	 0103527295849,00	
811201100	 0007347620287,00	
811201200	 0011037198083,00	
811300000	 0381905852196,00	
811300100	 0000125926692,00	
811300200	 0000276045197,00	
811300300	 0001808894794,00	
811300400	 0375832272946,00	
811300500	 0000000000000,00	
811300600	 0003862712567,00	
811400000	 0163329475816,00	
811400100	 0140558265268,00	
811400200	 0005134619091,00	
811400300	 0017264110297,00	
811400400	 0000006260746,00	
811400500	 0000366220414,00	
812000000	 1004167711177,00	
812100000	 0000000000000,00	
812100100	 0000000000000,00	
812100200	 0000000000000,00	
812200000	 0584842866856,00	
812200100	 0538028371992,00	
812200101	 0538024753594,00	
812200102	 0000000000000,00	
812200103	 0000003618398,00	
812200104	 0000000000000,00	
812200600	 0004860759732,00	
812200700	 0000432591316,00	
812200800	 0003332217046,00	
812200900	 0000007201902,00	
812201000	 0028758633324,00	
812201100	 0006054335286,00	
812201200	 0003368756258,00	
812300000	 0228393925551,00	
812300100	 0000107761087,00	
812300200	 0000199915108,00	
812300300	 0001362819072,00	
812300400	 0225316409952,00	
812300500	 0000000000000,00	
812300600	 0001407020332,00	
812400000	 0190930918770,00	
812400100	 0180200262337,00	
812400200	 0000000070334,00	
812400300	 0010730571254,00	
812400400	 0000000000000,00	
812400500	 0000000014845,00	
813000000	 0237453527219,00	
813100000	 0000000000000,00	
813100100	 0000000000000,00	
813100200	 0000000000000,00	
813200000	 0103910440767,00	
813200100	 0076310765229,00	
813200101	 0076309062686,00	
813200102	 0000000000000,00	
813200103	 0000001702543,00	
813200104	 0000000000000,00	
813200600	 0000000000000,00	
813200700	 0003959199177,00	
813200800	 0003977157453,00	
813200900	 0001944353645,00	
813201000	 0005883997671,00	
813201100	 0001172922799,00	
813201200	 0010662044793,00	
813300000	 0015459140783,00	
813300100	 0000016089301,00	
813300200	 0000003908747,00	
813300300	 0000000000000,00	
813300400	 0015430566748,00	
813300500	 0000000000000,00	
813300600	 0000008575987,00	
813400000	 0118083945669,00	
813400100	 0092929562339,00	
813400200	 0004117091618,00	
813400300	 0019958181483,00	
813400400	 0000023332109,00	
813400500	 0001055778120,00	
814000000	 0065888983793,00	
814100000	 0000000000000,00	
814100100	 0000000000000,00	
814100200	 0000000000000,00	
814200000	 0033503184499,00	
814200100	 0024777484824,00	
814200101	 0024770047641,00	
814200102	 0000000000000,00	
814200103	 0000007437183,00	
814200104	 0000000000000,00	
814200600	 0000000000000,00	
814200700	 0000386359368,00	
814200800	 0000445567986,00	
814200900	 0001081952565,00	
814201000	 0002921642327,00	
814201100	 0000294808657,00	
814201200	 0003595368772,00	
814300000	 0014391002653,00	
814300100	 0000008752199,00	
814300200	 0000000000000,00	
814300300	 0000000000000,00	
814300400	 0014374905206,00	
814300500	 0000000000000,00	
814300600	 0000007345248,00	
814400000	 0017994796641,00	
814400100	 0014118267106,00	
814400200	 0000851183944,00	
814400300	 0002874055834,00	
814400400	 0000016103945,00	
814400500	 0000135185812,00	
821000000	 39627057431410,00	
821100000	 0000054696966,00	
821100100	 0000000000000,00	
821100200	 0000054696966,00	
821200000	 19286807356358,00	
821200100	 14535777398794,00	
821200101	 14535623851951,00	
821200102	 0000000000000,00	
821200103	 0000153546843,00	
821200104	 0000000000000,00	
821200600	 1813016462492,00	
821200700	 0210605711142,00	
821200800	 0121090169049,00	
821200900	 0935497301499,00	
821201000	 1373657892868,00	
821201100	 0054855709491,00	
821201200	 0242306711023,00	
821300000	 15292572195160,00	
821300100	 0002454847031,00	
821300200	 0002653764986,00	
821300300	 0087483346482,00	
821300400	 15115987084228,00	
821300500	 0000000000000,00	
821300600	 0083993152433,00	
821400000	 5047623182926,00	
821400100	 3553196598203,00	
821400200	 0149113215088,00	
821400300	 1342152781748,00	
821400400	 0002591988173,00	
821400500	 0000568599714,00	
831000000	 12143982067890,00	
831100000	 0730999447404,00	
831100100	 0492739449704,00	
831100200	 0238259997700,00	
831200000	 0381354617653,00	
831300000	 0000000000000,00	
831500000	 1491531602804,00	
831500100	 1236221017321,00	
831500200	 0255310585483,00	
831600000	 9304558156428,00	
831600100	 1597037957473,00	
831600200	 0411879358043,00	
831600300	 0862864237138,00	
831600400	 6432776603774,00	
831600500	 0000000000000,00	
831700000	 0000000000000,00	
831700100	 0000000000000,00	
831700200	 0000000000000,00	
831700300	 0000000000000,00	
831700400	 0000000000000,00	
831700500	 0000000000000,00	
831800000	 0235538243601,00	
831800100	 0001917869622,00	
831800200	 0233620373979,00	
831900000	 0000000000000,00	
832000000	 1241267459127,00	
832100000	 0129338900558,00	
832100100	 0109302490140,00	
832100200	 0020036410418,00	
832300000	 0000000000000,00	
832300100	 0000000000000,00	
832300200	 0000000000000,00	
832300300	 0000000000000,00	
832500000	 0009085001064,00	
832500100	 0001216542068,00	
832500200	 0000000000000,00	
832500300	 0007868458996,00	
832700000	 1102843557505,00	
832700100	 1102843557505,00	
832700101	 0000000000000,00	
832700102	 1102808476690,00	
832700103	 0000000000000,00	
832700104	 0000035080815,00	
832700200	 0000000000000,00	
832700201	 0000000000000,00	
832700202	 0000000000000,00	
832700203	 0000000000000,00	
832700204	 0000000000000,00	
833000000	 21429958157454,00	
833050000	 0771249687212,00	
833050100	 0000000000000,00	
833050200	 0771249687212,00	
833100000	 7369562040306,00	
833200000	 0000000000000,00	
833300000	 13289146429936,00	
833300100	 12663680452236,00	
833300200	 0000000000000,00	
833300300	 0625465977700,00	
833350000	 0000000000000,00	
833360000	 0000000000000,00	
833370000	 0000000000000,00	
833380000	 0000000000000,00	
833400000	 0000000000000,00	
833410000	 0000000000000,00	
833420000	 0000000000000,00	
833500000	 0108789352255,00	
833500100	 0108789352255,00	
833500200	 0000000000000,00	
833500300	 0000000000000,00	
833500400	 0000000000000,00	
833500500	 0000000000000,00	
833500600	 0000000000000,00	
833500700	 0000000000000,00	
841000000	 0266346560000,00	
841000100	 0167480000000,00	
841000200	 0000000000000,00	
841000300	 0000000000000,00	
841000400	 0098866560000,00	
841000500	 0000000000000,00	
841000600	 0000000000000,00	
841000700	 0000000000000,00	
842000000	 0000000000000,00	
842000100	 0000000000000,00	
842000200	 0000000000000,00	
843000000	 0000000000000,00	
843000100	 0000000000000,00	
843000200	 0000000000000,00	
843000300	 0000000000000,00	
843000400	 0000000000000,00	
843000500	 0000000000000,00	
843500000	 0000000000000,00	
843500100	 0000000000000,00	
843500200	 0000000000000,00	
843500300	 0000000000000,00	
843500400	 0000000000000,00	
843500500	 0000000000000,00	
843500600	 0000000000000,00	
844100000	 0007252894580,00	
844200000	 0001662475193,00	
844300000	 0000000000000,00	
844400000	 0007657703385,00	
844400100	 0000000000000,00	
844400200	 0007657703385,00	
844500000	 3042217793020,00	
844500100	 2421492697020,00	
844500200	 0219903805000,00	
844500300	 0400821291000,00	
844600000	 0000142517483,00	
845250000	 0814138440786,00	
845250100	 0000000000000,00	
845250200	 0000000000000,00	
845250300	 0000000000000,00	
845250400	 0000000000000,00	
845250500	 0800461822917,00	
845250501	 0317690102544,00	
845250502	 0022123277319,00	
845250503	 0016706581004,00	
845250504	 0031474946229,00	
845250505	 0138147279511,00	
845250509	 0274319636310,00	
845250600	 0013676617869,00	
845250601	 0000000000000,00	
845250602	 0013676617869,00	
845250603	 0000000000000,00	
845250609	 0000000000000,00	
845500000	 0515888603053,00	
845500100	 0000000000000,00	
845500200	 0000000000000,00	
845500300	 0000000000000,00	
845500400	 0000000000000,00	
845500500	 0515888603053,00	
845500501	 0000000000000,00	
845500502	 0000020384106,00	
845500503	 0059260653101,00	
845500504	 0000000000000,00	
845500509	 0456607565846,00	
845500600	 0000000000000,00	
846100000	 0000000000000,00	
847000000	 0010878715842,00	
847100000	 0014418522270,00	
847100100	 0000058557115,00	
847100200	 0005107772858,00	
847100300	 0005695536164,00	
847100400	 0000538624737,00	
847100500	 0000142890444,00	
847100600	 0000878580073,00	
847100700	 0001996560879,00	
847200000	 0003539806428,00	
847200100	 0000000000000,00	
847200200	 0001772539710,00	
847200300	 0000905889330,00	
847200400	 0000417169039,00	
847200500	 0000000000000,00	
847200600	 0000000152000,00	
847200700	 0000444056349,00	
851000000	 11668870067398,00	
851100000	 0000054696966,00	
851200000	 11668815370432,00	
852000000	 1139255464475,00	
852100000	 0000000000000,00	
852200000	 1139255464475,00	
853000000	 0666572535710,00	
853100000	 0000000000000,00	
853200000	 0666572535710,00	
854000000	 24494046199011,00	
854200000	 4724436667045,00	
854300000	 14888181924027,00	
854400000	 4881427607939,00	
855000000	 0880752272482,00	
855200000	 0335516944470,00	
855300000	 0381905852196,00	
855400000	 0163329475816,00	
856050000	 4117011989429,00	
856050100	 0710452018469,00	
856050200	 0380367601183,00	
856050300	 0000000000000,00	
856050400	 1378684317214,00	
856050500	 0000000000000,00	
856050600	 1494766358381,00	
856050800	 0152741694182,00	
856050900	 0000000000000,00	
856150000	 0089171021043,00	
856150100	 0019485707829,00	
856150200	 0000047588023,00	
856150300	 0000000000000,00	
856150400	 0049011938877,00	
856150500	 0000000000000,00	
856150600	 0020625786314,00	
856150800	 0000000000000,00	
856150900	 0000000000000,00	
856250000	 0006133295055,00	
856250100	 0000145392000,00	
856250200	 0000000000000,00	
856250300	 0000000000000,00	
856250400	 0005062833258,00	
856250500	 0000000000000,00	
856250600	 0000925069797,00	
856250800	 0000000000000,00	
856250900	 0000000000000,00	
856350000	 0634170287665,00	
856350100	 0000916329106,00	
856350200	 0000939428447,00	
856350300	 0000000000000,00	
856350400	 0057923386453,00	
856350500	 0000000000000,00	
856350600	 0491610015038,00	
856350700	 0001902448824,00	
856350800	 0080878679797,00	
856350900	 0000000000000,00	
856450000	 0001854633786,00	
856450100	 0000000000000,00	
856450200	 0000000000000,00	
856450300	 0000000000000,00	
856450400	 0000849127002,00	
856450500	 0000000000000,00	
856450600	 0000990085986,00	
856450700	 0000015420798,00	
856450800	 0000000000000,00	
856450900	 0000000000000,00	
856550000	 7292714177839,00	
856550100	 0000000000000,00	
856550200	 0000000000000,00	
856550300	 0000000000000,00	
856550400	 0862766235035,00	
856550500	 6429947942804,00	
856550600	 0000000000000,00	
856650000	 0002926663073,00	
856650100	 0000000000000,00	
856650200	 0000000000000,00	
856650300	 0000000000000,00	
856650400	 0000098002103,00	
856650500	 0002828660970,00	
856650600	 0000000000000,00	
856750000	 0000000000000,00	
856750100	 0000000000000,00	
856750200	 0000000000000,00	
856750300	 0000000000000,00	
856750400	 0000000000000,00	
856750500	 0000000000000,00	
856750600	 0000000000000,00	
856750800	 0000000000000,00	
856750900	 0000000000000,00	
856850000	 0000000000000,00	
856850100	 0000000000000,00	
856850200	 0000000000000,00	
856850300	 0000000000000,00	
856850400	 0000000000000,00	
856850500	 0000000000000,00	
856850600	 0000000000000,00	
856850800	 0000000000000,00	
856850900	 0000000000000,00	
856950000	 0000000000000,00	
856950100	 0000000000000,00	
856950200	 0000000000000,00	
856950300	 0000000000000,00	
856950400	 0000000000000,00	
856950500	 0000000000000,00	
856950600	 0000000000000,00	
856950800	 0000000000000,00	
856950900	 0000000000000,00	
857000000	 0655007182987,00	
857100000	 0000000000000,00	
857100100	 0000000000000,00	
857100200	 0000000000000,00	
857200000	 0413582171751,00	
857200100	 0341076491185,00	
857200101	 0341072872787,00	
857200102	 0000000000000,00	
857200103	 0000003618398,00	
857200104	 0000000000000,00	
857200600	 0019131725960,00	
857200700	 0006769518934,00	
857200800	 0006592757442,00	
857200900	 0001932105286,00	
857201000	 0023720654015,00	
857201100	 0006559261836,00	
857201200	 0007799657093,00	
857300000	 0163123882487,00	
857300100	 0000086959363,00	
857300200	 0000155423159,00	
857300300	 0000641982816,00	
857300400	 0160921088432,00	
857300500	 0000000000000,00	
857300600	 0001318428717,00	
857400000	 0078301128749,00	
857400100	 0062628921755,00	
857400200	 0002534719801,00	
857400300	 0013137472874,00	
857400400	 0000000000000,00	
857400500	 0000000014319,00	
858000000	 0000000000000,00	
858100000	 0000000000000,00	
858200000	 0000000000000,00	
858300000	 0000000000000,00	
858400000	 0000000000000,00	
859000000	 0000000000000,00	
859100000	 0000000000000,00	
859200000	 0000000000000,00	
859300000	 0000000000000,00	
859400000	 0000000000000,00	
