999	SISTEMA FINANCIERO
411000000	 22056458335659,00	
411100000	 18077452517095,00	
411150000	 0107238632368,00	
411150100	 0043696739936,00	
411150101	 0043632153398,00	
411150102	 0000064586538,00	
411150103	 0000000000000,00	
411150200	 0006988548565,00	
411150201	 0000399572987,00	
411150202	 0006588975578,00	
411150203	 0000000000000,00	
411150300	 0050568268725,00	
411150301	 0050568268725,00	
411150302	 0000000000000,00	
411150400	 0005985075142,00	
411150401	 0005985075142,00	
411150402	 0000000000000,00	
411200000	 0434759581404,00	
411200100	 0199470584752,00	
411200101	 0048058527606,00	
411200102	 0150480817158,00	
411200109	 0000931239988,00	
411200200	 0112578028409,00	
411200201	 0103929836377,00	
411200202	 0004050504309,00	
411200209	 0004597687723,00	
411200300	 0122710968243,00	
411200301	 0000000000000,00	
411200302	 0063936838501,00	
411200303	 0002849149375,00	
411200304	 0001205396511,00	
411200309	 0054719583856,00	
411250000	 0300413897866,00	
411250100	 0021257412318,00	
411250101	 0018040723221,00	
411250102	 0003216546445,00	
411250103	 0000000142652,00	
411250104	 0000000000000,00	
411250105	 0000000000000,00	
411250106	 0000000000000,00	
411250107	 0000000000000,00	
411250190	 0000000000000,00	
411250200	 0093403199887,00	
411250201	 0011661177855,00	
411250202	 0052511263911,00	
411250203	 0000000000000,00	
411250204	 0002313720215,00	
411250205	 0000739338075,00	
411250206	 0026129018831,00	
411250207	 0000000000000,00	
411250208	 0000048681000,00	
411250290	 0000000000000,00	
411250300	 0185708546922,00	
411250301	 0000000000000,00	
411250302	 0163963189817,00	
411250309	 0021745357105,00	
411250400	 0000044738739,00	
411250401	 0000000000000,00	
411250402	 0000044738739,00	
411250409	 0000000000000,00	
411280000	 9395396525432,00	
411280100	 7446498995445,00	
411280101	 5989588022861,00	
411280102	 0900884681605,00	
411280103	 0021446099721,00	
411280104	 0003632066424,00	
411280105	 0376642948643,00	
411280106	 0154305176191,00	
411280200	 0713599586671,00	
411280201	 0059411362041,00	
411280202	 0319881943855,00	
411280203	 0041378073263,00	
411280204	 0193939402982,00	
411280205	 0000400356339,00	
411280209	 0098588448191,00	
411280300	 0182287820725,00	
411280400	 0040457767674,00	
411280500	 0373707581598,00	
411280501	 0186337455871,00	
411280502	 0187370125727,00	
411280600	 0531907938068,00	
411280601	 0160105652049,00	
411280602	 0371802286019,00	
411280700	 0093757101894,00	
411280701	 0087709492145,00	
411280702	 0000817347460,00	
411280709	 0005230262289,00	
411280900	 0013179733357,00	
411280901	 0000000000000,00	
411280902	 0000822347826,00	
411280990	 0012357385531,00	
411350000	 2460586404302,00	
411350100	 0016356048169,00	
411350200	 0223824698963,00	
411350300	 0002777025585,00	
411350400	 2179943872159,00	
411350401	 1095549926359,00	
411350402	 1084393945800,00	
411350500	 0028912736193,00	
411350900	 0008772023233,00	
411350901	 0007514001783,00	
411350902	 0000441051381,00	
411350903	 0000000000000,00	
411350990	 0000816970069,00	
411380000	 4491182198973,00	
411380100	 2057444780384,00	
411380200	 0356311555919,00	
411380300	 2059059100463,00	
411380400	 0000359719098,00	
411380900	 0018007043109,00	
411380901	 0002336301552,00	
411380990	 0015670741557,00	
411450000	 0887875276750,00	
411450100	 0382708560094,00	
411450101	 0000013595095,00	
411450102	 0273914746186,00	
411450109	 0108780218813,00	
