037	BANCO SANTANDER-CHILE
811000000	 2274734525429,00	
811100000	 0000000000000,00	
811100100	 0000000000000,00	
811100200	 0000000000000,00	
811200000	 1391777021253,00	
811200100	 1212393355191,00	
811200101	 1212390046692,00	
811200102	 0000000000000,00	
811200103	 0000003308499,00	
811200104	 0000000000000,00	
811200600	 0031041332051,00	
811200700	 0011442617600,00	
811200800	 0011649935686,00	
811200900	 0008604164288,00	
811201000	 0088251235119,00	
811201100	 0010143178223,00	
811201200	 0018251203095,00	
811300000	 0613378603049,00	
811300100	 0000052290144,00	
811300200	 0000126026553,00	
811300300	 0002665828318,00	
811300400	 0605810607940,00	
811300500	 0000000000000,00	
811300600	 0004723850094,00	
811400000	 0269578901127,00	
811400100	 0228165920592,00	
811400200	 0008078933581,00	
811400300	 0032680518278,00	
811400400	 0000029929541,00	
811400500	 0000623599135,00	
812000000	 1276733173653,00	
812100000	 0000000000000,00	
812100100	 0000000000000,00	
812100200	 0000000000000,00	
812200000	 0708227535005,00	
812200100	 0651742940286,00	
812200101	 0651741151294,00	
812200102	 0000000000000,00	
812200103	 0000001788992,00	
812200104	 0000000000000,00	
812200600	 0000948736851,00	
812200700	 0000362793381,00	
812200800	 0005969488860,00	
812200900	 0000007201902,00	
812201000	 0034404132682,00	
812201100	 0008932219243,00	
812201200	 0005860021800,00	
812300000	 0360505565252,00	
812300100	 0000048428212,00	
812300200	 0000094413873,00	
812300300	 0001351585971,00	
812300400	 0355194627279,00	
812300500	 0000000000000,00	
812300600	 0003816509917,00	
812400000	 0208000073396,00	
812400100	 0188868628239,00	
812400200	 0000000264558,00	
812400300	 0019131059521,00	
812400400	 0000000000000,00	
812400500	 0000000121078,00	
813000000	 0412399365338,00	
813100000	 0000000000000,00	
813100100	 0000000000000,00	
813100200	 0000000000000,00	
813200000	 0142303647096,00	
813200100	 0112914457072,00	
813200101	 0112913635187,00	
813200102	 0000000000000,00	
813200103	 0000000821885,00	
813200104	 0000000000000,00	
813200600	 0000000000000,00	
813200700	 0003066452030,00	
813200800	 0002944718533,00	
813200900	 0000775394334,00	
813201000	 0007082233902,00	
813201100	 0002046387681,00	
813201200	 0013474003544,00	
813300000	 0023780060348,00	
813300100	 0000024296760,00	
813300200	 0000006571668,00	
813300300	 0000000000000,00	
813300400	 0023704273015,00	
813300500	 0000000000000,00	
813300600	 0000044918905,00	
813400000	 0246315657894,00	
813400100	 0173344420368,00	
813400200	 0010245538279,00	
813400300	 0059743849679,00	
813400400	 0000044959548,00	
813400500	 0002936890020,00	
814000000	 0097524089899,00	
814100000	 0000000000000,00	
814100100	 0000000000000,00	
814100200	 0000000000000,00	
814200000	 0047404149374,00	
814200100	 0037022939888,00	
814200101	 0037022939888,00	
814200102	 0000000000000,00	
814200103	 0000000000000,00	
814200104	 0000000000000,00	
814200600	 0000000000000,00	
814200700	 0000525266893,00	
814200800	 0000516695173,00	
814200900	 0000000000000,00	
814201000	 0004913644555,00	
814201100	 0000076517749,00	
814201200	 0004349085116,00	
814300000	 0024780663424,00	
814300100	 0000094936996,00	
814300200	 0000000000000,00	
814300300	 0000000000000,00	
814300400	 0024656316315,00	
814300500	 0000000000000,00	
814300600	 0000029410113,00	
814400000	 0025339277101,00	
814400100	 0018106532816,00	
814400200	 0001169326868,00	
814400300	 0005563908523,00	
814400400	 0000003102519,00	
814400500	 0000496406375,00	
821000000	 41383119294605,00	
821100000	 0042719189715,00	
821100100	 0000000000000,00	
821100200	 0042719189715,00	
821200000	 18815181560398,00	
821200100	 14021713337496,00	
821200101	 14021671011697,00	
821200102	 0000000000000,00	
821200103	 0000042325799,00	
821200104	 0000000000000,00	
821200600	 2022325105952,00	
821200700	 0149970660872,00	
821200800	 0141360226636,00	
821200900	 0925831548912,00	
821201000	 1260434439890,00	
821201100	 0048336548328,00	
821201200	 0245209692312,00	
821300000	 16946246766731,00	
821300100	 0000569346880,00	
821300200	 0001162943263,00	
821300300	 0084589881652,00	
821300400	 16785071718784,00	
821300500	 0000000000000,00	
821300600	 0074852876152,00	
821400000	 5578971777761,00	
821400100	 3739897365408,00	
821400200	 0155999645341,00	
821400300	 1680192308656,00	
821400400	 0002127856711,00	
821400500	 0000754601645,00	
831000000	 12292827827962,00	
831100000	 0588971890307,00	
831100100	 0366380580257,00	
831100200	 0222591310050,00	
831200000	 0308644675680,00	
831300000	 0000000000000,00	
831500000	 1541627621340,00	
831500100	 1093529709368,00	
831500200	 0448097911972,00	
831600000	 9459747611791,00	
831600100	 1734527998123,00	
831600200	 0409049628992,00	
831600300	 0838873451306,00	
831600400	 6477296533370,00	
