039	BANCO ITAÚ CHILE
811000000	 1878926143966,00	
811100000	 0000000000000,00	
811100100	 0000000000000,00	
811100200	 0000000000000,00	
811200000	 1321038565404,00	
811200100	 1146941423181,00	
811200101	 0932710334489,00	
811200102	 0213915878506,00	
811200103	 0000315210186,00	
811200104	 0000000000000,00	
811200600	 0002853979182,00	
811200700	 0016370075953,00	
811200800	 0000227186825,00	
811200900	 0003447669006,00	
811201000	 0068441049391,00	
811201100	 0077979297459,00	
811201200	 0004777884407,00	
811300000	 0318947567603,00	
811300100	 0001047831368,00	
811300200	 0008026488151,00	
811300300	 0000000000000,00	
811300400	 0294885880486,00	
811300500	 0011498671207,00	
811300600	 0003488696391,00	
811400000	 0238940010959,00	
811400100	 0193052513000,00	
811400200	 0011754572636,00	
811400300	 0032002554570,00	
811400400	 0000036874991,00	
811400500	 0002093495762,00	
812000000	 1254449304664,00	
812100000	 0000000000000,00	
812100100	 0000000000000,00	
812100200	 0000000000000,00	
812200000	 0854026547156,00	
812200100	 0737335858058,00	
812200101	 0510783958636,00	
812200102	 0139442890162,00	
812200103	 0087109009260,00	
812200104	 0000000000000,00	
812200600	 0000000000000,00	
812200700	 0000319594901,00	
812200800	 0000179424405,00	
812200900	 0000000000000,00	
812201000	 0067374038486,00	
812201100	 0048817631306,00	
812201200	 0000000000000,00	
812300000	 0284509673639,00	
812300100	 0000803564318,00	
812300200	 0005257941356,00	
812300300	 0000000000000,00	
812300400	 0226953214793,00	
812300500	 0049206276612,00	
812300600	 0002288676560,00	
812400000	 0115913083869,00	
812400100	 0092951107542,00	
812400200	 0000089922746,00	
812400300	 0018246488432,00	
812400400	 0000006801586,00	
812400500	 0004618763563,00	
813000000	 0333407942728,00	
813100000	 0000000000000,00	
813100100	 0000000000000,00	
813100200	 0000000000000,00	
813200000	 0092161901808,00	
813200100	 0064948896870,00	
813200101	 0047950987415,00	
813200102	 0015272237806,00	
813200103	 0001725671649,00	
813200104	 0000000000000,00	
813200600	 0011202738092,00	
813200700	 0002444068449,00	
813200800	 0000089742058,00	
813200900	 0000463895955,00	
813201000	 0004849058115,00	
813201100	 0008163502269,00	
813201200	 0000000000000,00	
813300000	 0007854005650,00	
813300100	 0000016552882,00	
813300200	 0000178016407,00	
813300300	 0000000000000,00	
813300400	 0007314862466,00	
813300500	 0000344573895,00	
813300600	 0000000000000,00	
