014	SCOTIABANK CHILE
8110000	 0000000479871,00	
8111000	 0000000000000,00	
8113000	 0000000225566,00	
8114000	 0000000173428,00	
8115000	 0000000080877,00	
8130000	 0000000094427,00	
8131000	 0000000000000,00	
8133000	 0000000015537,00	
8134000	 0000000001842,00	
8135000	 0000000077048,00	
8140000	 0000000039042,00	
8141000	 0000000000000,00	
8143000	 0000000008222,00	
8144000	 0000000002941,00	
8145000	 0000000027879,00	
8310000	 0000003496000,00	
8311000	 0000000135200,00	
8312000	 0000000003621,00	
8314000	 0000000033450,00	
8315000	 0000000332714,00	
8315100	 0000000160077,00	
8315200	 0000000172637,00	
8317000	 0000002772104,00	
8318000	 0000000218911,00	
8318100	 0000000218911,00	
8318900	 0000000000000,00	
8319000	 0000000000000,00	
8510000	 0000002736971,00	
8511000	 0000000018446,00	
8513000	 0000002718525,00	
8520000	 0000000145890,00	
8521000	 0000000000000,00	
8523000	 0000000145890,00	
8530000	 0000000043111,00	
8531000	 0000000000000,00	
8533000	 0000000043111,00	
8540000	 0000005261010,00	
8543000	 0000001052592,00	
8544000	 0000002854031,00	
8545000	 0000001354387,00	
8560000	 0000000356645,00	
8563000	 0000000102340,00	
8564000	 0000000173428,00	
8565000	 0000000080877,00	
8610000	 0000000589599,00	
8620000	 0000000005111,00	
8630000	 0000000000042,00	
8640000	 0000002892754,00	
8660000	 0000000008494,00	
