028	BANCO BICE
8110000	 0000000075241,00	
8111000	 0000000000000,00	
8113000	 0000000069669,00	
8114000	 0000000003106,00	
8115000	 0000000002466,00	
8130000	 0000000005046,00	
8131000	 0000000000000,00	
8133000	 0000000003712,00	
8134000	 0000000000000,00	
8135000	 0000000001334,00	
8140000	 0000000001119,00	
8141000	 0000000000000,00	
8143000	 0000000000579,00	
8144000	 0000000000206,00	
8145000	 0000000000334,00	
8310000	 0000001218325,00	
8311000	 0000000011285,00	
8312000	 0000000019391,00	
8314000	 0000000025733,00	
8315000	 0000000259423,00	
8315100	 0000000222148,00	
8315200	 0000000037275,00	
8317000	 0000000716771,00	
8318000	 0000000182040,00	
8318100	 0000000000000,00	
8318900	 0000000182040,00	
8319000	 0000000003682,00	
8510000	 0000003051602,00	
8511000	 0000000008835,00	
8513000	 0000003042767,00	
8520000	 0000000174791,00	
8521000	 0000000000000,00	
8523000	 0000000174791,00	
8530000	 0000000036839,00	
8531000	 0000000000000,00	
8533000	 0000000036839,00	
8540000	 0000001013771,00	
8543000	 0000000199828,00	
8544000	 0000000694590,00	
8545000	 0000000119353,00	
8560000	 0000000012845,00	
8563000	 0000000007273,00	
8564000	 0000000003106,00	
8565000	 0000000002466,00	
8610000	 0000000904582,00	
8620000	 0000000031438,00	
8630000	 0000000000315,00	
8640000	 0000000281718,00	
8660000	 0000000000272,00	
