016	BANCO DE CRÉDITO E INVERSIONES
8110000	 0000000991058,00	
8111000	 0000000000000,00	
8113000	 0000000570827,00	
8114000	 0000000176086,00	
8115000	 0000000244145,00	
8130000	 0000000156050,00	
8131000	 0000000000000,00	
8133000	 0000000057235,00	
8134000	 0000000005442,00	
8135000	 0000000093373,00	
8140000	 0000000039374,00	
8141000	 0000000000000,00	
8143000	 0000000017535,00	
8144000	 0000000002299,00	
8145000	 0000000019540,00	
8310000	 0000006226626,00	
8311000	 0000000081535,00	
8312000	 0000000001579,00	
8314000	 0000000169836,00	
8315000	 0000001297178,00	
8315100	 0000000964598,00	
8315200	 0000000332580,00	
8317000	 0000004483779,00	
8318000	 0000000192719,00	
8318100	 0000000029813,00	
8318900	 0000000162906,00	
8319000	 0000000000000,00	
8510000	 0000010693435,00	
8511000	 0000000234783,00	
8513000	 0000010458652,00	
8520000	 0000000593624,00	
8521000	 0000000000000,00	
8523000	 0000000593624,00	
8530000	 0000000226108,00	
8531000	 0000000000000,00	
8533000	 0000000226108,00	
8540000	 0000009435405,00	
8543000	 0000002491537,00	
8544000	 0000004621794,00	
8545000	 0000002322074,00	
8560000	 0000000724271,00	
8563000	 0000000304040,00	
8564000	 0000000176086,00	
8565000	 0000000244145,00	
8610000	 0000002840722,00	
8620000	 0000000048698,00	
8630000	 0000000001815,00	
8640000	 0000003325446,00	
8660000	 0000000009945,00	
