001	BANCO DE CHILE
8110000	 0000000845338,00	
8111000	 0000000000000,00	
8113000	 0000000476747,00	
8114000	 0000000127936,00	
8115000	 0000000240655,00	
8130000	 0000000224916,00	
8131000	 0000000000000,00	
8133000	 0000000048413,00	
8134000	 0000000003194,00	
8135000	 0000000173309,00	
8140000	 0000000036252,00	
8141000	 0000000000000,00	
8143000	 0000000009368,00	
8144000	 0000000001572,00	
8145000	 0000000025312,00	
8310000	 0000010265275,00	
8311000	 0000000294747,00	
8312000	 0000000030583,00	
8314000	 0000000162479,00	
8315000	 0000002076029,00	
8315100	 0000001766920,00	
8315200	 0000000309109,00	
8317000	 0000007402976,00	
8318000	 0000000298461,00	
8318100	 0000000000000,00	
8318900	 0000000298461,00	
8319000	 0000000000000,00	
8510000	 0000011608371,00	
8511000	 0000000464069,00	
8513000	 0000011144302,00	
8520000	 0000000197512,00	
8521000	 0000000000000,00	
8523000	 0000000197512,00	
8530000	 0000000207928,00	
8531000	 0000000000000,00	
8533000	 0000000207928,00	
8540000	 0000012784052,00	
8543000	 0000002479024,00	
8544000	 0000006667327,00	
8545000	 0000003637701,00	
8560000	 0000000554767,00	
8563000	 0000000186176,00	
8564000	 0000000127936,00	
8565000	 0000000240655,00	
8610000	 0000004091072,00	
8620000	 0000000008549,00	
8630000	 0000000003067,00	
8640000	 0000006146047,00	
8660000	 0000000016540,00	
