055	BANCO CONSORCIO
8110000	 0000000021927,00	
8111000	 0000000000000,00	
8113000	 0000000019174,00	
8114000	 0000000000395,00	
8115000	 0000000002358,00	
8130000	 0000000004481,00	
8131000	 0000000000000,00	
8133000	 0000000001050,00	
8134000	 0000000000012,00	
8135000	 0000000003419,00	
8140000	 0000000000989,00	
8141000	 0000000000000,00	
8143000	 0000000000067,00	
8144000	 0000000000004,00	
8145000	 0000000000918,00	
8310000	 0000000075000,00	
8311000	 0000000000000,00	
8312000	 0000000008925,00	
8314000	 0000000000000,00	
8315000	 0000000052798,00	
8315100	 0000000047759,00	
8315200	 0000000005039,00	
8317000	 0000000013277,00	
8318000	 0000000000000,00	
8318100	 0000000000000,00	
8318900	 0000000000000,00	
8319000	 0000000000000,00	
8510000	 0000001525677,00	
8511000	 0000000000000,00	
8513000	 0000001525677,00	
8520000	 0000000027453,00	
8521000	 0000000000000,00	
8523000	 0000000027453,00	
8530000	 0000000018841,00	
8531000	 0000000000000,00	
8533000	 0000000018841,00	
8540000	 0000000152833,00	
8543000	 0000000006192,00	
8544000	 0000000079417,00	
8545000	 0000000067224,00	
8560000	 0000000002769,00	
8563000	 0000000000017,00	
8564000	 0000000000395,00	
8565000	 0000000002357,00	
8610000	 0000000070425,00	
8620000	 0000000003105,00	
8630000	 0000000000224,00	
8640000	 0000000001246,00	
8660000	 0000000000000,00	
