039	ITAÚ CORPBANCA
8110000	 0000001020310,00	
8111000	 0000000000000,00	
8113000	 0000000815208,00	
8114000	 0000000121005,00	
8115000	 0000000084097,00	
8130000	 0000000160139,00	
8131000	 0000000000000,00	
8133000	 0000000067917,00	
8134000	 0000000003475,00	
8135000	 0000000088747,00	
8140000	 0000000018548,00	
8141000	 0000000000000,00	
8143000	 0000000007582,00	
8144000	 0000000001046,00	
8145000	 0000000009920,00	
8310000	 0000005508809,00	
8311000	 0000000268960,00	
8312000	 0000000000438,00	
8314000	 0000000074104,00	
8315000	 0000001121832,00	
8315100	 0000000804570,00	
8315200	 0000000317262,00	
8317000	 0000002576127,00	
8318000	 0000001467348,00	
8318100	 0000000904325,00	
8318900	 0000000563023,00	
8319000	 0000000000000,00	
8510000	 0000011813934,00	
8511000	 0000000113768,00	
8513000	 0000011700166,00	
8520000	 0000000608877,00	
8521000	 0000000000000,00	
8523000	 0000000608877,00	
8530000	 0000000366363,00	
8531000	 0000000000000,00	
8533000	 0000000366363,00	
8540000	 0000008159820,00	
8543000	 0000002128960,00	
8544000	 0000003712066,00	
8545000	 0000002318794,00	
8560000	 0000000351743,00	
8563000	 0000000146641,00	
8564000	 0000000121005,00	
8565000	 0000000084097,00	
8610000	 0000002529586,00	
8620000	 0000000029729,00	
8630000	 0000000012884,00	
8640000	 0000002932736,00	
8660000	 0000000003874,00	
