037	BANCO SANTANDER-CHILE
8110000	 0000001605574,00	
8111000	 0000000000000,00	
8113000	 0000000925244,00	
8114000	 0000000397203,00	
8115000	 0000000283127,00	
8130000	 0000000328474,00	
8131000	 0000000000000,00	
8133000	 0000000129898,00	
8134000	 0000000016247,00	
8135000	 0000000182329,00	
8140000	 0000000065772,00	
8141000	 0000000000000,00	
8143000	 0000000022633,00	
8144000	 0000000008505,00	
8145000	 0000000034634,00	
8310000	 0000009713080,00	
8311000	 0000000133663,00	
8312000	 0000000065637,00	
8314000	 0000000176242,00	
8315000	 0000001719861,00	
8315100	 0000001071365,00	
8315200	 0000000648496,00	
8317000	 0000007204844,00	
8318000	 0000000412833,00	
8318100	 0000000033607,00	
8318900	 0000000379226,00	
8319000	 0000000000000,00	
8510000	 0000010091243,00	
8511000	 0000000274265,00	
8513000	 0000009816978,00	
8520000	 0000000529263,00	
8521000	 0000000000000,00	
8523000	 0000000529263,00	
8530000	 0000000434785,00	
8531000	 0000000000000,00	
8533000	 0000000434785,00	
8540000	 0000014867964,00	
8543000	 0000002710778,00	
8544000	 0000008104123,00	
8545000	 0000004053063,00	
8560000	 0000001017342,00	
8563000	 0000000337012,00	
8564000	 0000000397203,00	
8565000	 0000000283127,00	
8610000	 0000003873672,00	
8620000	 0000000053628,00	
8630000	 0000000007439,00	
8640000	 0000005768875,00	
8660000	 0000000009466,00	
