016	BANCO DE CRÉDITO E INVERSIONES
8110000	 0000001435182,00	
8111000	 0000000000000,00	
8113000	 0000000836824,00	
8114000	 0000000244623,00	
8115000	 0000000353735,00	
8130000	 0000000039462,00	
8131000	 0000000000000,00	
8133000	 0000000013683,00	
8134000	 0000000000694,00	
8135000	 0000000025085,00	
8140000	 0000000005181,00	
8141000	 0000000000000,00	
8143000	 0000000002102,00	
8144000	 0000000000217,00	
8145000	 0000000002862,00	
8310000	 0000010492382,00	
8311000	 0000000227793,00	
8312000	 0000000004322,00	
8314000	 0000000258711,00	
8315000	 0000001866841,00	
8315100	 0000001287190,00	
8315200	 0000000579651,00	
8317000	 0000007709091,00	
8318000	 0000000425624,00	
8318100	 0000000006893,00	
8318900	 0000000418731,00	
8319000	 0000000000000,00	
8510000	 0000017683860,00	
8511000	 0000000493192,00	
8513000	 0000017190668,00	
8520000	 0000000718003,00	
8521000	 0000000000000,00	
8523000	 0000000718003,00	
8530000	 0000000280664,00	
8531000	 0000000000000,00	
8533000	 0000000280664,00	
8540000	 0000015588082,00	
8543000	 0000003738732,00	
8544000	 0000008246643,00	
8545000	 0000003602707,00	
8560000	 0000000934962,00	
8563000	 0000000336604,00	
8564000	 0000000244623,00	
8565000	 0000000353735,00	
8610000	 0000004636160,00	
8620000	 0000000081936,00	
8630000	 0000000004355,00	
8640000	 0000005748721,00	
8660000	 0000000021210,00	
8700000	 0000000000781,00	
8710000	 0000000001073,00	
8711000	 0000000000018,00	
8712000	 0000000000255,00	
8713000	 0000000000218,00	
8714000	 0000000000184,00	
8715000	 0000000000008,00	
8716000	 0000000000183,00	
8717000	 0000000000207,00	
8720000	 0000000000292,00	
8721000	 0000000000039,00	
8722000	 0000000000006,00	
8723000	 0000000000000,00	
8724000	 0000000000001,00	
8725000	 0000000000246,00	
8726000	 0000000000000,00	
8727000	 0000000000000,00	
8910000	 0000000482200,00	
8911000	 0000000000000,00	
8913000	 0000000299995,00	
8914000	 0000000091554,00	
8915000	 0000000090651,00	
