999	SISTEMA FINANCIERO
8110000	 0000010036919,00	
8111000	 0000000000000,00	
8113000	 0000005178978,00	
8114000	 0000002806522,00	
8115000	 0000002051419,00	
8130000	 0000000241126,00	
8131000	 0000000000000,00	
8133000	 0000000059550,00	
8134000	 0000000007802,00	
8135000	 0000000173774,00	
8140000	 0000000040524,00	
8141000	 0000000000000,00	
8143000	 0000000010040,00	
8144000	 0000000003567,00	
8145000	 0000000026917,00	
8310000	 0000059384756,00	
8311000	 0000002238219,00	
8312000	 0000000223394,00	
8314000	 0000000959175,00	
8315000	 0000010780995,00	
8315100	 0000007875252,00	
8315200	 0000002905743,00	
8317000	 0000041560699,00	
8318000	 0000003611690,00	
8318100	 0000001570618,00	
8318900	 0000002041072,00	
8319000	 0000000010584,00	
8510000	 0000087676894,00	
8511000	 0000002002505,00	
8513000	 0000085674389,00	
8520000	 0000004276232,00	
8521000	 0000000000000,00	
8523000	 0000004276232,00	
8530000	 0000002182332,00	
8531000	 0000000000000,00	
8533000	 0000002182332,00	
8540000	 0000098030784,00	
8543000	 0000019003698,00	
8544000	 0000053623303,00	
8545000	 0000025403783,00	
8560000	 0000006801179,00	
8563000	 0000001943239,00	
8564000	 0000002806522,00	
8565000	 0000002051418,00	
8610000	 0000022877557,00	
8620000	 0000000293247,00	
8630000	 0000000048927,00	
8640000	 0000036058949,00	
8660000	 0000000106076,00	
8700000	 0000000033743,00	
8710000	 0000000035354,00	
8711000	 0000000000041,00	
8712000	 0000000001461,00	
8713000	 0000000000691,00	
8714000	 0000000000362,00	
8715000	 0000000000991,00	
8716000	 0000000000344,00	
8717000	 0000000031464,00	
8720000	 0000000001625,00	
8721000	 0000000000039,00	
8722000	 0000000000455,00	
8723000	 0000000000102,00	
8724000	 0000000000008,00	
8725000	 0000000000435,00	
8726000	 0000000000001,00	
8727000	 0000000000585,00	
8910000	 0000004098791,00	
8911000	 0000000000000,00	
8913000	 0000002106580,00	
8914000	 0000001320075,00	
8915000	 0000000672136,00	
