014	SCOTIABANK CHILE
811000000	002140025463763
811100000	000000000000000
811100100	000000000000000
811100200	000000000000000
811200000	001095098081569
811200100	000977661539085
811200101	000977501235504
811200102	000000000000000
811200103	000000160303581
811200104	000000000000000
811200600	000025594109159
811200700	000008303974129
811200800	000004560176735
811200900	000004404012274
811201000	000024284562322
811201100	000048293852792
811201200	000001995855073
811300000	000581084078973
811300100	000006536727558
811300200	000002002908840
811300300	000000000000000
811300400	000563528762458
811300500	000003195123569
811300600	000005820556548
811400000	000463843303221
811400100	000132104987110
811400200	000005226685792
811400300	000326511349028
811400400	000000000000000
811400500	000000000281291
812000000	001263866245943
812100000	000000000000000
812100100	000000000000000
812100200	000000000000000
812200000	000353636639982
812200100	000243874936942
812200101	000243747798171
812200102	000000000000000
812200103	000000127138771
812200104	000000000000000
812200600	000048478325319
812200700	000000000000000
812200800	000003263325935
812200900	000000000000000
812201000	000011567521190
812201100	000046442239377
812201200	000000010291219
812300000	000587694769820
812300100	000007301175303
812300200	000002185555189
812300300	000000000000000
812300400	000574816498310
812300500	000001123580954
812300600	000002267960064
812400000	000322534836141
812400100	000050916158610
812400200	000000000000000
812400300	000271607624191
812400400	000000000000000
812400500	000000011053340
813000000	000458229340948
813100000	000000000000000
813100100	000000000000000
813100200	000000000000000
813200000	000086966906095
813200100	000052739260358
813200101	000052729947008
813200102	000000000000000
813200103	000000009313350
813200104	000000000000000
813200600	000001828028675
813200700	000003293692911
813200800	000000000000000
813200900	000000624187531
813201000	000003141499944
813201100	000023066189309
813201200	000002274047367
813300000	000007251940731
813300100	000000078667371
813300200	000000030122025
813300300	000000000000000
813300400	000006904408380
813300500	000000186917222
813300600	000000051825733
813400000	000364010494122
813400100	000102607513621
813400200	000006063094555
813400300	000255325292181
813400400	000000000000000
813400500	000000014593765
814000000	000076419155996
814100000	000000000000000
814100100	000000000000000
814100200	000000000000000
814200000	000020851593662
814200100	000010036887931
814200101	000009964438655
814200102	000000000000000
814200103	000000072449276
814200104	000000000000000
814200600	000000716511004
814200700	000000147458430
814200800	000000006727200
814200900	000000152742547
814201000	000000676203157
814201100	000008602050554
814201200	000000513012839
814300000	000003746189020
814300100	000000127150954
814300200	000000064637592
814300300	000000000000000
814300400	000003135076414
814300500	000000383855034
814300600	000000035469026
814400000	000051821373314
814400100	000033650026759
814400200	000001188453340
814400300	000016982871938
814400400	000000000000000
814400500	000000000021277
821000000	032920593406634
821100000	000000000000000
821100100	000000000000000
821100200	000000000000000
821200000	013506549738590
821200100	010287108354403
821200101	010235219860918
821200102	000005881834243
821200103	000002697075262
821200104	000043309583980
821200600	001351842836159
821200700	000068225997225
821200800	000022383588769
821200900	000392705981340
821201000	000948249994011
821201100	000431570923945
821201200	000004462062738
821300000	014593967014302
821300100	000053965180304
821300200	000024903050093
821300300	000000000000000
821300400	014414677807962
821300500	000025448756979
821300600	000074972218964
821400000	004820076653742
821400100	001993178713993
821400200	000068484384858
821400300	002758135044688
821400400	000000000000000
821400500	000000278510203
831000000	008000861260546
831100000	000558044602174
831100100	000208357036005
831100200	000349687566169
831200000	000118811766737
831300000	000000000000000
831500000	000673716582578
831500100	000459730178614
831500200	000213986403964
831600000	006481648626690
831600100	000828130051152
831600200	000085549458727
831600300	000382811868762
831600400	005185157248049
831600500	000000000000000
831700000	000000000000000
831700100	000000000000000
831700200	000000000000000
831700300	000000000000000
831700400	000000000000000
831700500	000000000000000
831800000	000168639682367
831800100	000005211851538
831800200	000163427830829
831900000	000000000000000
832000000	001191193256414
832100000	000072064657904
832100100	000061713290645
832100200	000010351367259
832300000	000000000000000
832300100	000000000000000
832300200	000000000000000
832300300	000000000000000
832500000	001054648856654
832500100	000000000000000
832500200	000000802379620
832500300	001053846477034
832700000	000064479741856
832700100	000000000000000
832700101	000000000000000
832700102	000000000000000
832700103	000000000000000
