009	BANCO INTERNACIONAL
8110000	 0000000101307,00	
8111000	 0000000000000,00	
8113000	 0000000098095,00	
8114000	 0000000002793,00	
8115000	 0000000000419,00	
8130000	 0000000001356,00	
8131000	 0000000000000,00	
8133000	 0000000001122,00	
8134000	 0000000000000,00	
8135000	 0000000000234,00	
8140000	 0000000000506,00	
8141000	 0000000000000,00	
8143000	 0000000000397,00	
8144000	 0000000000000,00	
8145000	 0000000000109,00	
8310000	 0000000074629,00	
8311000	 0000000001078,00	
8312000	 0000000000000,00	
8314000	 0000000003323,00	
8315000	 0000000028830,00	
8315100	 0000000026917,00	
8315200	 0000000001913,00	
8317000	 0000000041398,00	
8318000	 0000000000000,00	
8318100	 0000000000000,00	
8318900	 0000000000000,00	
8319000	 0000000000000,00	
8510000	 0000000775486,00	
8511000	 0000000000000,00	
8513000	 0000000775486,00	
8520000	 0000000100575,00	
8521000	 0000000000000,00	
8523000	 0000000100575,00	
8530000	 0000000080721,00	
8531000	 0000000000000,00	
8533000	 0000000080721,00	
8540000	 0000000031879,00	
8543000	 0000000005821,00	
8544000	 0000000020416,00	
8545000	 0000000005642,00	
8560000	 0000000004535,00	
8563000	 0000000001325,00	
8564000	 0000000002793,00	
8565000	 0000000000417,00	
8610000	 0000000060453,00	
8620000	 0000000004966,00	
8630000	 0000000000952,00	
8640000	 0000000008207,00	
8660000	 0000000000051,00	
