016	BANCO DE CRÉDITO E INVERSIONES
8110000	 0000001211512,00	
8111000	 0000000000000,00	
8113000	 0000000764201,00	
8114000	 0000000176774,00	
8115000	 0000000270537,00	
8130000	 0000000080729,00	
8131000	 0000000000000,00	
8133000	 0000000025889,00	
8134000	 0000000002762,00	
8135000	 0000000052078,00	
8140000	 0000000017808,00	
8141000	 0000000000000,00	
8143000	 0000000007298,00	
8144000	 0000000001295,00	
8145000	 0000000009215,00	
8310000	 0000006662701,00	
8311000	 0000000159091,00	
8312000	 0000000002386,00	
8314000	 0000000121370,00	
8315000	 0000001298267,00	
8315100	 0000000958339,00	
8315200	 0000000339928,00	
8317000	 0000004744832,00	
8318000	 0000000336755,00	
8318100	 0000000027923,00	
8318900	 0000000308832,00	
8319000	 0000000000000,00	
8510000	 0000011017986,00	
8511000	 0000000247712,00	
8513000	 0000010770274,00	
8520000	 0000000626508,00	
8521000	 0000000000000,00	
8523000	 0000000626508,00	
8530000	 0000000351167,00	
8531000	 0000000000000,00	
8533000	 0000000351167,00	
8540000	 0000010390012,00	
8543000	 0000002691304,00	
8544000	 0000005197322,00	
8545000	 0000002501386,00	
8560000	 0000000771463,00	
8563000	 0000000324152,00	
8564000	 0000000176774,00	
8565000	 0000000270537,00	
8610000	 0000002914530,00	
8620000	 0000000099504,00	
8630000	 0000000008557,00	
8640000	 0000003629393,00	
8660000	 0000000010717,00	
