001	BANCO DE CHILE
8110000	 0000000844156,00	
8111000	 0000000000000,00	
8113000	 0000000451949,00	
8114000	 0000000146623,00	
8115000	 0000000245584,00	
8130000	 0000000133057,00	
8131000	 0000000000000,00	
8133000	 0000000025595,00	
8134000	 0000000002248,00	
8135000	 0000000105214,00	
8140000	 0000000017554,00	
8141000	 0000000000000,00	
8143000	 0000000004173,00	
8144000	 0000000001062,00	
8145000	 0000000012319,00	
8310000	 0000010586701,00	
8311000	 0000000337078,00	
8312000	 0000000089377,00	
8314000	 0000000147863,00	
8315000	 0000002279472,00	
8315100	 0000001933211,00	
8315200	 0000000346261,00	
8317000	 0000007588129,00	
8318000	 0000000144782,00	
8318100	 0000000000000,00	
8318900	 0000000144782,00	
8319000	 0000000000000,00	
8510000	 0000011549064,00	
8511000	 0000000340148,00	
8513000	 0000011208916,00	
8520000	 0000000119520,00	
8521000	 0000000000000,00	
8523000	 0000000119520,00	
8530000	 0000000223743,00	
8531000	 0000000000000,00	
8533000	 0000000223743,00	
8540000	 0000013465467,00	
8543000	 0000002714342,00	
8544000	 0000007043159,00	
8545000	 0000003707966,00	
8560000	 0000000585049,00	
8563000	 0000000192842,00	
8564000	 0000000146623,00	
8565000	 0000000245584,00	
8610000	 0000004357465,00	
8620000	 0000000010038,00	
8630000	 0000000002139,00	
8640000	 0000006203905,00	
8660000	 0000000013154,00	
