016	BANCO DE CRÉDITO E INVERSIONES
8110000	 0000001503304,00	
8111000	 0000000000000,00	
8113000	 0000000983780,00	
8114000	 0000000249993,00	
8115000	 0000000269531,00	
8130000	 0000000071143,00	
8131000	 0000000000000,00	
8133000	 0000000018127,00	
8134000	 0000000001772,00	
8135000	 0000000051244,00	
8140000	 0000000018069,00	
8141000	 0000000000000,00	
8143000	 0000000003608,00	
8144000	 0000000000339,00	
8145000	 0000000014122,00	
8310000	 0000010393202,00	
8311000	 0000000287343,00	
8312000	 0000000011308,00	
8314000	 0000000285638,00	
8315000	 0000001881913,00	
8315100	 0000001292584,00	
8315200	 0000000589329,00	
8317000	 0000007464514,00	
8318000	 0000000462486,00	
8318100	 0000000004318,00	
8318900	 0000000458168,00	
8319000	 0000000000000,00	
8510000	 0000016023380,00	
8511000	 0000000439153,00	
8513000	 0000015584227,00	
8520000	 0000001853796,00	
8521000	 0000000000000,00	
8523000	 0000001853796,00	
8530000	 0000000388353,00	
8531000	 0000000000000,00	
8533000	 0000000388353,00	
8540000	 0000017072563,00	
8543000	 0000005021275,00	
8544000	 0000008984949,00	
8545000	 0000003066339,00	
8560000	 0000000917360,00	
8563000	 0000000397836,00	
8564000	 0000000249993,00	
8565000	 0000000269531,00	
8610000	 0000004610571,00	
8620000	 0000000109863,00	
8630000	 0000000003674,00	
8640000	 0000005641963,00	
8660000	 0000000027131,00	
8700000	 0000000001171,00	
8710000	 0000000001712,00	
8711000	 0000000000005,00	
8712000	 0000000001025,00	
8713000	 0000000000190,00	
8714000	 0000000000209,00	
8715000	 0000000000059,00	
8716000	 0000000000072,00	
8717000	 0000000000152,00	
8720000	 0000000000541,00	
8721000	 0000000000000,00	
8722000	 0000000000423,00	
8723000	 0000000000000,00	
8724000	 0000000000017,00	
8725000	 0000000000070,00	
8726000	 0000000000007,00	
8727000	 0000000000024,00	
8910000	 0000000433291,00	
8911000	 0000000000000,00	
8913000	 0000000282652,00	
8914000	 0000000076469,00	
8915000	 0000000074170,00	
