001	BANCO DE CHILE
811000000	 1242852246292,00	
811100000	 0000000000000,00	
811100100	 0000000000000,00	
811100200	 0000000000000,00	
811200000	 0673749138553,00	
811200100	 0568446381190,00	
811200101	 0396045158129,00	
811200102	 0000000000000,00	
811200103	 0172401223061,00	
811200104	 0000000000000,00	
811200600	 0016935792857,00	
811200700	 0006275773455,00	
811200800	 0011028401901,00	
811200900	 0000519597780,00	
811201000	 0056136444777,00	
811201100	 0003882794623,00	
811201200	 0010523951970,00	
811300000	 0282470537547,00	
811300100	 0000117729044,00	
811300200	 0000333928365,00	
811300300	 0000000000000,00	
811300400	 0280748015720,00	
811300500	 0000000000000,00	
811300600	 0001270864418,00	
811400000	 0286632570192,00	
811400100	 0249453988571,00	
811400200	 0002165974569,00	
811400300	 0033753176128,00	
811400400	 0000000000000,00	
811400500	 0001259430924,00	
812000000	 0571421759368,00	
812100000	 0000000000000,00	
812100100	 0000000000000,00	
812100200	 0000000000000,00	
812200000	 0327133457311,00	
812200100	 0260885181321,00	
812200101	 0198400695524,00	
812200102	 0000000000000,00	
812200103	 0062484485797,00	
812200104	 0000000000000,00	
812200600	 0009874060512,00	
812200700	 0000000000000,00	
812200800	 0009432030208,00	
812200900	 0000493750864,00	
812201000	 0034096450297,00	
812201100	 0003014204797,00	
812201200	 0009337779312,00	
812300000	 0146039024213,00	
812300100	 0000024144146,00	
812300200	 0000180547957,00	
812300300	 0000000000000,00	
812300400	 0144816915891,00	
812300500	 0000000000000,00	
812300600	 0001017416219,00	
812400000	 0098249277844,00	
812400100	 0073453396176,00	
812400200	 0000000000000,00	
812400300	 0024795881668,00	
812400400	 0000000000000,00	
812400500	 0000000000000,00	
813000000	 0145726181223,00	
813100000	 0000000000000,00	
813100100	 0000000000000,00	
813100200	 0000000000000,00	
813200000	 0027206906448,00	
813200100	 0023016316878,00	
813200101	 0021508634783,00	
813200102	 0000000000000,00	
813200103	 0001507682095,00	
813200104	 0000000000000,00	
813200600	 0000000000000,00	
813200700	 0000433603523,00	
813200800	 0000906092693,00	
813200900	 0000000000000,00	
813201000	 0001302018665,00	
813201100	 0000302760566,00	
813201200	 0001246114123,00	
813300000	 0001221227749,00	
813300100	 0000002179299,00	
813300200	 0000000000000,00	
813300300	 0000000000000,00	
813300400	 0001218838244,00	
813300500	 0000000000000,00	
813300600	 0000000210206,00	
813400000	 0117298047026,00	
813400100	 0084163959981,00	
813400200	 0000923216935,00	
813400300	 0030752302008,00	
813400400	 0000000000000,00	
813400500	 0001458568102,00	
814000000	 0018348510304,00	
814100000	 0000000000000,00	
814100100	 0000000000000,00	
814100200	 0000000000000,00	
814200000	 0004591020921,00	
814200100	 0004132451051,00	
814200101	 0003395924458,00	
814200102	 0000000000000,00	
814200103	 0000736526593,00	
814200104	 0000000000000,00	
814200600	 0000000000000,00	
814200700	 0000035978883,00	
814200800	 0000013815712,00	
814200900	 0000000000000,00	
814201000	 0000340943086,00	
814201100	 0000001439092,00	
814201200	 0000066393097,00	
814300000	 0001853481714,00	
814300100	 0000016696225,00	
814300200	 0000000000000,00	
814300300	 0000000000000,00	
814300400	 0001836778682,00	
814300500	 0000000000000,00	
814300600	 0000000006807,00	
814400000	 0011904007669,00	
814400100	 0010522239508,00	
814400200	 0000068353592,00	
814400300	 0001163582373,00	
814400400	 0000000000000,00	
814400500	 0000149832196,00	
821000000	 39844432330359,00	
821100000	 0580181249714,00	
821100100	 0200000220375,00	
821100200	 0380181029339,00	
821200000	 20828968464918,00	
821200100	 15424040156887,00	
821200101	 12251431920504,00	
821200102	 0020175593218,00	
821200103	 3152432643165,00	
821200104	 0000000000000,00	
821200600	 1900974124740,00	
821200700	 0263622825315,00	
821200800	 0106871964232,00	
821200900	 0611313504848,00	
821201000	 2446622680412,00	
821201100	 0055211769580,00	
821201200	 0020311438904,00	
821300000	 12584999070084,00	
821300100	 0002125649769,00	
821300200	 0016200251102,00	
821300300	 0000000000000,00	
821300400	 12403016658421,00	
821300500	 0000000000000,00	
821300600	 0163656510792,00	
821400000	 5850283545643,00	
821400100	 3666588565212,00	
821400200	 0267166146297,00	
821400300	 1914919313506,00	
821400400	 0000345677230,00	
821400500	 0001263843398,00	
831000000	 14115471522382,00	
831100000	 0393012142465,00	
831100100	 0000000000000,00	
831100200	 0393012142465,00	
831200000	 0404378624913,00	
831300000	 0000000000000,00	
831500000	 2788433617527,00	
831500100	 2292886051886,00	
831500200	 0495547565641,00	
831600000	 10429426019726,00	
831600100	 1512057896536,00	
831600200	 0331877726158,00	
831600300	 1484646861447,00	
831600400	 7100843535585,00	
831600500	 0000000000000,00	
831700000	 0000000000000,00	
831700100	 0000000000000,00	
831700200	 0000000000000,00	
831700300	 0000000000000,00	
831700400	 0000000000000,00	
831700500	 0000000000000,00	
831800000	 0100221117751,00	
831800100	 0000000000000,00	
831800200	 0100221117751,00	
831900000	 0000000000000,00	
832000000	 1026180441426,00	
832100000	 0136473195111,00	
832100100	 0011775207662,00	
832100200	 0124697987449,00	
832300000	 0000000000000,00	
832300100	 0000000000000,00	
832300200	 0000000000000,00	
832300300	 0000000000000,00	
832500000	 0000000000000,00	
832500100	 0000000000000,00	
832500200	 0000000000000,00	
832500300	 0000000000000,00	
832700000	 0889707246315,00	
832700100	 0364933222146,00	
832700101	 0014121070290,00	
832700102	 0233281976511,00	
832700103	 0117530175345,00	
832700104	 0000000000000,00	
832700200	 0524774024169,00	
832700201	 0000000000000,00	
832700202	 0524774024169,00	
832700203	 0000000000000,00	
832700204	 0000000000000,00	
833000000	 28314694690713,00	
833050000	 6686931312891,00	
833050100	 0000167028263,00	
833050200	 6686764284628,00	
833100000	 3194966375866,00	
833200000	 18432797001956,00	
833300000	 0000000000000,00	
833300100	 0000000000000,00	
833300200	 0000000000000,00	
833300300	 0000000000000,00	
833350000	 0000009318152,00	
833360000	 0000044391808,00	
833370000	 0000000000000,00	
833380000	 0000000000000,00	
833400000	 0000000000000,00	
833410000	 0000000000000,00	
833420000	 0000000000000,00	
833500000	 0096347440218,00	
833500100	 0000000000000,00	
833500200	 0000000000000,00	
833500300	 0000000000000,00	
833500400	 0034352768764,00	
833500500	 0000000000000,00	
833500600	 0061994671454,00	
833500700	 0000000000000,00	
841000000	 3797187126352,00	
841000100	 0000000000000,00	
841000200	 0044096147700,00	
841000300	 0000000000000,00	
841000400	 0000000000000,00	
841000500	 0048634006300,00	
841000600	 3704456972352,00	
841000700	 0000000000000,00	
842000000	 0000000000000,00	
842000100	 0000000000000,00	
842000200	 0000000000000,00	
843000000	 0000000000000,00	
843000100	 0000000000000,00	
843000200	 0000000000000,00	
843000300	 0000000000000,00	
843000400	 0000000000000,00	
843000500	 0000000000000,00	
843500000	 0000000000000,00	
843500100	 0000000000000,00	
843500200	 0000000000000,00	
843500300	 0000000000000,00	
843500400	 0000000000000,00	
843500500	 0000000000000,00	
843500600	 0000000000000,00	
844100000	 0007491336989,00	
844200000	 0000302550441,00	
844300000	 0004440254223,00	
844400000	 4479710970000,00	
844400100	 4479710970000,00	
844400200	 0000000000000,00	
844500000	 11196927136900,00	
844500100	 10265377636900,00	
844500200	 0000000000000,00	
844500300	 0931549500000,00	
844600000	 0001361643340,00	
845250000	 0577035026827,00	
845250100	 0000000000000,00	
845250200	 0000000000000,00	
845250300	 0001095760243,00	
845250400	 0000000000000,00	
845250500	 0575939266584,00	
845250501	 0385167313138,00	
845250502	 0000000000000,00	
845250503	 0016762341614,00	
845250504	 0030175499160,00	
845250505	 0097424401110,00	
845250509	 0046409711562,00	
845250600	 0000000000000,00	
845250601	 0000000000000,00	
845250602	 0000000000000,00	
845250603	 0000000000000,00	
845250609	 0000000000000,00	
845500000	 0057614624883,00	
845500100	 0000000000000,00	
845500200	 0000000000000,00	
845500300	 0020476727670,00	
845500400	 0000000000000,00	
845500500	 0037137897213,00	
845500501	 0000413366518,00	
845500502	 0000000000000,00	
845500503	 0001748244352,00	
845500504	 0002152473728,00	
845500509	 0032823812615,00	
845500600	 0000000000000,00	
846100000	 0000000000000,00	
847000000	 0008855299997,00	
847100000	 0012731732463,00	
847100100	 0000004700000,00	
847100200	 0010094431082,00	
847100300	 0000410582309,00	
847100400	 0000322290985,00	
847100500	 0000451844627,00	
847100600	 0000045434497,00	
847100700	 0001402448963,00	
847200000	 0003876432466,00	
847200100	 0000000000000,00	
847200200	 0003812958111,00	
847200300	 0000000000000,00	
847200400	 0000000000000,00	
847200500	 0000051075298,00	
847200600	 0000008091343,00	
847200700	 0000004307714,00	
851000000	 15424582265094,00	
851100000	 0580181249714,00	
851200000	 14844401015380,00	
852000000	 0243606073580,00	
852100000	 0000000000000,00	
852200000	 0243606073580,00	
853000000	 0273954871725,00	
853100000	 0000000000000,00	
853200000	 0273954871725,00	
854000000	 21801653273053,00	
854200000	 4415839558693,00	
854300000	 12290739106725,00	
854400000	 5095074607635,00	
855000000	 0941222438139,00	
855200000	 0372119330400,00	
855300000	 0282470537547,00	
855400000	 0286632570192,00	
856050000	 4948336848241,00	
856050100	 0391809874447,00	
856050200	 0403929756151,00	
856050300	 0000000000000,00	
856050400	 2672949852114,00	
856050500	 0000000000000,00	
856050600	 1379426247778,00	
856050800	 0100221117751,00	
856050900	 0000000000000,00	
856150000	 0052023436292,00	
856150100	 0000573954000,00	
856150200	 0000076907445,00	
856150300	 0000000000000,00	
856150400	 0045393401713,00	
856150500	 0000000000000,00	
856150600	 0005979173134,00	
856150800	 0000000000000,00	
856150900	 0000000000000,00	
856250000	 0016953047115,00	
856250100	 0000000000000,00	
856250200	 0000000000000,00	
856250300	 0000000000000,00	
856250400	 0015793059387,00	
856250500	 0000000000000,00	
856250600	 0001159987728,00	
856250800	 0000000000000,00	
856250900	 0000000000000,00	
856350000	 0510858900260,00	
856350100	 0000628314018,00	
856350200	 0000371961317,00	
856350300	 0000000000000,00	
856350400	 0053812669135,00	
856350500	 0000000000000,00	
856350600	 0456045955790,00	
856350700	 0000000000000,00	
856350800	 0000000000000,00	
856350900	 0000000000000,00	
856450000	 0001808893442,00	
856450100	 0000000000000,00	
856450200	 0000000000000,00	
856450300	 0000000000000,00	
856450400	 0000484635178,00	
856450500	 0000000000000,00	
856450600	 0001324258264,00	
856450700	 0000000000000,00	
856450800	 0000000000000,00	
856450900	 0000000000000,00	
856550000	 8579030439803,00	
856550100	 0000000000000,00	
856550200	 0000000000000,00	
856550300	 0000000000000,00	
856550400	 1483711849595,00	
856550500	 7095318590208,00	
856550600	 0000000000000,00	
856650000	 0006459957229,00	
856650100	 0000000000000,00	
856650200	 0000000000000,00	
856650300	 0000000000000,00	
856650400	 0000935011852,00	
856650500	 0005524945377,00	
856650600	 0000000000000,00	
856750000	 0000000000000,00	
856750100	 0000000000000,00	
856750200	 0000000000000,00	
856750300	 0000000000000,00	
856750400	 0000000000000,00	
856750500	 0000000000000,00	
856750600	 0000000000000,00	
856750800	 0000000000000,00	
856750900	 0000000000000,00	
856850000	 0000000000000,00	
856850100	 0000000000000,00	
856850200	 0000000000000,00	
856850300	 0000000000000,00	
856850400	 0000000000000,00	
856850500	 0000000000000,00	
856850600	 0000000000000,00	
856850800	 0000000000000,00	
856850900	 0000000000000,00	
856950000	 0000000000000,00	
856950100	 0000000000000,00	
856950200	 0000000000000,00	
856950300	 0000000000000,00	
856950400	 0000000000000,00	
856950500	 0000000000000,00	
856950600	 0000000000000,00	
856950800	 0000000000000,00	
856950900	 0000000000000,00	
857000000	 0577182463699,00	
857100000	 0000000000000,00	
857100100	 0000000000000,00	
857100200	 0000000000000,00	
857200000	 0329806026113,00	
857200100	 0265142436301,00	
857200101	 0265097461754,00	
857200102	 0000000000000,00	
857200103	 0000044974547,00	
857200104	 0000000000000,00	
857200600	 0010263013859,00	
857200700	 0000000000000,00	
857200800	 0009461731745,00	
857200900	 0000497144028,00	
857201000	 0034096456845,00	
857201100	 0000000000000,00	
857201200	 0010345243335,00	
857300000	 0146076798629,00	
857300100	 0000025939858,00	
857300200	 0000182080628,00	
857300300	 0000000000000,00	
857300400	 0145774603415,00	
857300500	 0000000000000,00	
857300600	 0000094174728,00	
857400000	 0101299638957,00	
857400100	 0076502813370,00	
857400200	 0000000000000,00	
857400300	 0024796825587,00	
857400400	 0000000000000,00	
857400500	 0000000000000,00	
858000000	 0000000000000,00	
858100000	 0000000000000,00	
858200000	 0000000000000,00	
858300000	 0000000000000,00	
858400000	 0000000000000,00	
859000000	 0000000000000,00	
859100000	 0000000000000,00	
859200000	 0000000000000,00	
859300000	 0000000000000,00	
859400000	 0000000000000,00	
