039	BANCO ITAÚ CHILE
811000000	 2002311083998,00	
811100000	 0000000000000,00	
811100100	 0000000000000,00	
811100200	 0000000000000,00	
811200000	 1396233688087,00	
811200100	 1230793984267,00	
811200101	 1029995343116,00	
811200102	 0200509217064,00	
811200103	 0000289424087,00	
811200104	 0000000000000,00	
811200600	 0004693724098,00	
811200700	 0017475069859,00	
811200800	 0000215140242,00	
811200900	 0003135544676,00	
811201000	 0072906274753,00	
811201100	 0061607042249,00	
811201200	 0005406907943,00	
811300000	 0360146948039,00	
811300100	 0000823453996,00	
811300200	 0008057824323,00	
811300300	 0000000000000,00	
811300400	 0334546690082,00	
811300500	 0013336148139,00	
811300600	 0003382831499,00	
811400000	 0245930447872,00	
811400100	 0196383836292,00	
811400200	 0013343696066,00	
811400300	 0034179021972,00	
811400400	 0000101433752,00	
811400500	 0001922459790,00	
812000000	 1328770500569,00	
812100000	 0000000000000,00	
812100100	 0000000000000,00	
812100200	 0000000000000,00	
812200000	 0863826522698,00	
812200100	 0756199817578,00	
812200101	 0543254201224,00	
812200102	 0114597415803,00	
812200103	 0098348200551,00	
812200104	 0000000000000,00	
812200600	 0000000000000,00	
812200700	 0000287954587,00	
812200800	 0000194387427,00	
812200900	 0000000000000,00	
812201000	 0060436277268,00	
812201100	 0046708085838,00	
812201200	 0000000000000,00	
812300000	 0339549674085,00	
812300100	 0000595000222,00	
812300200	 0005601116675,00	
812300300	 0000000000000,00	
812300400	 0272757069740,00	
812300500	 0058221573403,00	
812300600	 0002374914045,00	
812400000	 0125394303786,00	
812400100	 0102540775868,00	
812400200	 0000086087274,00	
812400300	 0018219430945,00	
812400400	 0000000000000,00	
812400500	 0004548009699,00	
813000000	 0174185472577,00	
813100000	 0000000000000,00	
813100100	 0000000000000,00	
813100200	 0000000000000,00	
813200000	 0058650311935,00	
813200100	 0047361348196,00	
813200101	 0014498883038,00	
813200102	 0032031115853,00	
813200103	 0000831349305,00	
813200104	 0000000000000,00	
813200600	 0004350007110,00	
813200700	 0000917227999,00	
813200800	 0000033804141,00	
813200900	 0000010406684,00	
813201000	 0001580251270,00	
813201100	 0004397266535,00	
813201200	 0000000000000,00	
813300000	 0001413161744,00	
813300100	 0000015024571,00	
813300200	 0000018263995,00	
813300300	 0000000000000,00	
813300400	 0001193611471,00	
813300500	 0000186261707,00	
813300600	 0000000000000,00	
813400000	 0114121998898,00	
813400100	 0079937392222,00	
813400200	 0004341778226,00	
813400300	 0027773236801,00	
813400400	 0000044729299,00	
813400500	 0002024862350,00	
814000000	 0047782280199,00	
814100000	 0000000000000,00	
814100100	 0000000000000,00	
814100200	 0000000000000,00	
814200000	 0030921952911,00	
814200100	 0028071242283,00	
814200101	 0008496503090,00	
814200102	 0019574739193,00	
814200103	 0000000000000,00	
814200104	 0000000000000,00	
814200600	 0000000000000,00	
814200700	 0000106695564,00	
814200800	 0000000000000,00	
814200900	 0000001913987,00	
814201000	 0002345952097,00	
814201100	 0000395192321,00	
814201200	 0000000956659,00	
814300000	 0001550599443,00	
814300100	 0000027655125,00	
