009	BANCO INTERNACIONAL
8110000	 0000000058743,00	
8111000	 0000000000000,00	
8113000	 0000000056884,00	
8114000	 0000000001298,00	
8115000	 0000000000561,00	
8130000	 0000000004055,00	
8131000	 0000000000000,00	
8133000	 0000000003670,00	
8134000	 0000000000012,00	
8135000	 0000000000373,00	
8140000	 0000000001302,00	
8141000	 0000000000000,00	
8143000	 0000000000996,00	
8144000	 0000000000000,00	
8145000	 0000000000306,00	
8310000	 0000000082846,00	
8311000	 0000000000875,00	
8312000	 0000000000000,00	
8314000	 0000000004376,00	
8315000	 0000000043224,00	
8315100	 0000000039067,00	
8315200	 0000000004157,00	
8317000	 0000000034371,00	
8318000	 0000000000000,00	
8318100	 0000000000000,00	
8318900	 0000000000000,00	
8319000	 0000000000000,00	
8510000	 0000000702274,00	
8511000	 0000000000000,00	
8513000	 0000000702274,00	
8520000	 0000000097090,00	
8521000	 0000000000000,00	
8523000	 0000000097090,00	
8530000	 0000000048819,00	
8531000	 0000000000000,00	
8533000	 0000000048819,00	
8540000	 0000000031112,00	
8543000	 0000000007439,00	
8544000	 0000000018473,00	
8545000	 0000000005200,00	
8560000	 0000000002822,00	
8563000	 0000000000965,00	
8564000	 0000000001298,00	
8565000	 0000000000559,00	
8610000	 0000000064540,00	
8620000	 0000000010689,00	
8630000	 0000000000165,00	
8640000	 0000000007419,00	
8660000	 0000000000033,00	
