028	BANCO BICE
8110000	 0000000077909,00	
8111000	 0000000000000,00	
8113000	 0000000072589,00	
8114000	 0000000002952,00	
8115000	 0000000002368,00	
8130000	 0000000002411,00	
8131000	 0000000000000,00	
8133000	 0000000001349,00	
8134000	 0000000000000,00	
8135000	 0000000001062,00	
8140000	 0000000000914,00	
8141000	 0000000000000,00	
8143000	 0000000000432,00	
8144000	 0000000000202,00	
8145000	 0000000000280,00	
8310000	 0000001185768,00	
8311000	 0000000013479,00	
8312000	 0000000004192,00	
8314000	 0000000038239,00	
8315000	 0000000260147,00	
8315100	 0000000222757,00	
8315200	 0000000037390,00	
8317000	 0000000696507,00	
8318000	 0000000170542,00	
8318100	 0000000000000,00	
8318900	 0000000170542,00	
8319000	 0000000002662,00	
8510000	 0000003026713,00	
8511000	 0000000005817,00	
8513000	 0000003020896,00	
8520000	 0000000151585,00	
8521000	 0000000000000,00	
8523000	 0000000151585,00	
8530000	 0000000039671,00	
8531000	 0000000000000,00	
8533000	 0000000039671,00	
8540000	 0000000991435,00	
8543000	 0000000199249,00	
8544000	 0000000674120,00	
8545000	 0000000118066,00	
8560000	 0000000012677,00	
8563000	 0000000007357,00	
8564000	 0000000002952,00	
8565000	 0000000002368,00	
8610000	 0000000877628,00	
8620000	 0000000027020,00	
8630000	 0000000001171,00	
8640000	 0000000279732,00	
8660000	 0000000000217,00	
