049	BANCO SECURITY
8110000	 0000000187808,00	
8111000	 0000000000000,00	
8113000	 0000000172637,00	
8114000	 0000000006690,00	
8115000	 0000000008481,00	
8130000	 0000000016973,00	
8131000	 0000000000000,00	
8133000	 0000000007031,00	
8134000	 0000000000178,00	
8135000	 0000000009764,00	
8140000	 0000000003157,00	
8141000	 0000000000000,00	
8143000	 0000000001607,00	
8144000	 0000000000000,00	
8145000	 0000000001550,00	
8310000	 0000001065127,00	
8311000	 0000000004322,00	
8312000	 0000000000000,00	
8314000	 0000000016838,00	
8315000	 0000000206974,00	
8315100	 0000000193738,00	
8315200	 0000000013236,00	
8317000	 0000000836993,00	
8318000	 0000000000000,00	
8318100	 0000000000000,00	
8318900	 0000000000000,00	
8319000	 0000000000000,00	
8510000	 0000002152289,00	
8511000	 0000000000034,00	
8513000	 0000002152255,00	
8520000	 0000000829362,00	
8521000	 0000000000000,00	
8523000	 0000000829362,00	
8530000	 0000000141292,00	
8531000	 0000000000000,00	
8533000	 0000000141292,00	
8540000	 0000001147691,00	
8543000	 0000000220298,00	
8544000	 0000000562742,00	
8545000	 0000000364651,00	
8560000	 0000000026036,00	
8563000	 0000000010865,00	
8564000	 0000000006690,00	
8565000	 0000000008481,00	
8610000	 0000000371128,00	
8620000	 0000000026366,00	
8630000	 0000000001689,00	
8640000	 0000000665557,00	
8660000	 0000000000387,00	
