014	SCOTIABANK CHILE
8110000	 0000000481133,00	
8111000	 0000000000000,00	
8113000	 0000000225789,00	
8114000	 0000000174272,00	
8115000	 0000000081072,00	
8130000	 0000000075326,00	
8131000	 0000000000000,00	
8133000	 0000000012241,00	
8134000	 0000000001520,00	
8135000	 0000000061565,00	
8140000	 0000000030266,00	
8141000	 0000000000000,00	
8143000	 0000000006210,00	
8144000	 0000000002321,00	
8145000	 0000000021735,00	
8310000	 0000003862591,00	
8311000	 0000000142886,00	
8312000	 0000000003326,00	
8314000	 0000000043158,00	
8315000	 0000000330853,00	
8315100	 0000000143238,00	
8315200	 0000000187615,00	
8317000	 0000002891581,00	
8318000	 0000000450787,00	
8318100	 0000000450787,00	
8318900	 0000000000000,00	
8319000	 0000000000000,00	
8510000	 0000002813686,00	
8511000	 0000000052994,00	
8513000	 0000002760692,00	
8520000	 0000000141679,00	
8521000	 0000000000000,00	
8523000	 0000000141679,00	
8530000	 0000000043468,00	
8531000	 0000000000000,00	
8533000	 0000000043468,00	
8540000	 0000005247128,00	
8543000	 0000001127405,00	
8544000	 0000002794403,00	
8545000	 0000001325320,00	
8560000	 0000000358092,00	
8563000	 0000000102748,00	
8564000	 0000000174272,00	
8565000	 0000000081072,00	
8610000	 0000000602441,00	
8620000	 0000000005469,00	
8630000	 0000000000242,00	
8640000	 0000003244788,00	
8660000	 0000000009651,00	
